LGA_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
LGA10050,..,42,999,1565,1612,1739,1378,676,189,8208,..,272,626,312,289,222,82,18,3,1824,..,14,30,104,138,85,20,11,12,423,4538,..,..,..,..,..,..,..,..,4538,..,938,..,..,..,..,..,..,..,938,..,859,280,129,96,42,3,0,0,1416,..,115,57,20,26,37,21,17,12,308,..,88,63,25,21,14,0,0,0,216,..,355,271,78,75,73,59,24,3,939,..,152,400,383,506,475,379,227,113,2626,99,145,126,90,89,49,53,38,13,691,4635,2982,2859,2707,2860,2726,2009,1013,340,22120,..,109,1264,1707,1699,1727,1233,505,80,8318,..,401,589,344,299,176,70,13,0,1903,..,99,326,550,481,182,82,74,48,1850,4322,..,..,..,..,..,..,..,..,4322,..,1007,..,..,..,..,..,..,..,1007,..,559,181,40,57,27,6,0,0,867,..,115,36,22,30,59,56,43,25,396,..,75,26,6,11,4,4,0,0,126
LGA10130,..,28,474,722,925,913,779,402,88,4319,..,154,308,169,186,137,60,13,0,1025,..,3,20,49,73,50,17,16,11,233,2406,..,..,..,..,..,..,..,..,2406,..,523,..,..,..,..,..,..,..,523,..,413,188,82,64,33,3,0,0,785,..,91,40,15,17,28,27,4,3,225,..,54,51,12,16,5,3,0,0,152,..,315,148,47,31,36,29,12,0,624,..,79,165,157,215,253,228,124,54,1272,57,123,83,55,43,58,24,28,3,468,2469,1782,1470,1312,1574,1505,1163,597,165,12032,..,54,605,819,967,944,686,283,37,4392,..,219,298,196,181,107,31,8,0,1045,..,55,181,252,241,126,60,57,32,1002,2391,..,..,..,..,..,..,..,..,2391,..,520,..,..,..,..,..,..,..,520,..,280,81,35,28,14,5,0,0,441,..,67,32,4,22,43,23,21,16,233,..,57,41,9,11,0,0,0,0,123
LGA10250,..,12,479,1047,1415,1688,1681,870,275,7467,..,99,356,358,290,243,140,36,11,1537,..,3,22,74,118,85,41,20,21,380,3376,..,..,..,..,..,..,..,..,3376,..,829,..,..,..,..,..,..,..,829,..,613,293,149,122,70,9,0,0,1260,..,87,37,26,41,44,42,24,9,310,..,56,64,41,36,22,15,3,0,236,..,74,150,72,96,90,65,20,12,584,..,40,103,182,283,426,365,245,155,1797,68,64,82,59,58,57,53,27,9,475,3441,1883,1582,2011,2465,2728,2415,1242,489,18255,..,42,663,1219,1519,1783,1482,672,138,7527,..,159,406,361,320,219,98,34,3,1593,..,46,161,400,452,190,85,94,75,1507,3012,..,..,..,..,..,..,..,..,3012,..,827,..,..,..,..,..,..,..,827,..,390,158,55,53,49,14,0,0,716,..,49,29,10,31,63,63,73,53,372,..,62,45,20,10,14,9,0,0,156
LGA10300,..,0,36,70,78,105,74,22,7,380,..,15,18,20,21,20,4,0,0,91,..,3,0,0,7,0,0,0,0,13,230,..,..,..,..,..,..,..,..,230,..,36,..,..,..,..,..,..,..,36,..,53,16,11,4,4,0,0,0,83,..,9,3,3,0,0,0,0,0,18,..,3,0,0,6,0,0,0,0,10,..,0,5,3,0,0,0,3,0,20,..,9,7,13,23,30,21,18,3,113,4,11,0,3,3,9,4,0,0,36,233,136,86,131,138,165,101,39,7,1041,..,7,55,69,80,104,49,18,0,373,..,8,23,19,18,22,0,0,0,90,..,5,13,18,11,11,4,4,3,68,206,..,..,..,..,..,..,..,..,206,..,32,..,..,..,..,..,..,..,32,..,23,6,0,3,5,0,0,0,38,..,5,0,3,0,3,3,4,0,23,..,4,0,0,0,0,0,0,0,7
LGA10470,..,31,741,1165,1334,1416,1115,510,116,6441,..,186,497,274,247,158,82,12,7,1462,..,5,35,70,103,71,20,20,6,323,3910,..,..,..,..,..,..,..,..,3910,..,836,..,..,..,..,..,..,..,836,..,673,318,126,91,32,6,0,0,1243,..,101,62,16,29,29,21,25,10,286,..,75,70,24,23,16,11,3,0,217,..,301,186,74,50,55,43,10,3,718,..,74,248,231,302,349,323,152,85,1765,69,136,112,74,57,39,39,22,3,551,3980,2421,2259,2050,2240,2169,1662,754,230,17764,..,66,932,1312,1444,1381,978,374,53,6553,..,294,471,286,258,140,52,11,0,1520,..,108,295,419,334,149,74,60,40,1489,3621,..,..,..,..,..,..,..,..,3621,..,845,..,..,..,..,..,..,..,845,..,438,141,51,41,25,5,0,0,695,..,78,18,12,22,54,61,53,29,332,..,57,22,12,6,5,3,0,0,109
LGA10550,..,14,296,666,1006,1515,1454,735,160,5842,..,122,280,263,296,316,164,40,7,1494,..,7,19,48,75,62,23,21,4,264,2472,..,..,..,..,..,..,..,..,2472,..,517,..,..,..,..,..,..,..,517,..,462,177,78,80,27,0,0,0,829,..,44,34,12,27,33,17,21,13,202,..,28,33,19,23,10,9,0,0,123,..,51,45,24,48,71,48,30,5,315,..,49,126,159,310,508,427,198,109,1884,50,76,66,43,64,74,92,31,6,493,2519,1363,1068,1313,1928,2624,2238,1069,305,14430,..,31,429,796,1171,1610,1283,499,83,5901,..,181,304,282,323,299,138,25,0,1555,..,40,161,264,283,129,55,52,43,1025,2331,..,..,..,..,..,..,..,..,2331,..,520,..,..,..,..,..,..,..,520,..,301,91,39,39,35,5,0,0,516,..,35,7,16,27,29,48,39,29,235,..,29,14,11,6,6,3,0,4,73
LGA10600,..,3,122,249,401,518,464,250,50,2052,..,33,107,122,118,140,69,21,3,603,..,0,12,35,37,35,10,15,8,143,1005,..,..,..,..,..,..,..,..,1005,..,247,..,..,..,..,..,..,..,247,..,172,87,57,32,26,3,0,0,376,..,24,11,12,6,10,8,6,7,87,..,10,19,7,14,17,5,3,0,77,..,9,28,19,27,52,34,7,0,175,..,13,24,57,101,169,155,82,31,629,20,28,22,23,19,24,19,8,4,163,1023,541,421,574,752,980,761,396,100,5556,..,12,167,302,456,523,411,179,17,2071,..,39,117,133,138,135,50,16,3,636,..,20,59,135,154,63,32,26,19,520,1026,..,..,..,..,..,..,..,..,1026,..,241,..,..,..,..,..,..,..,241,..,108,42,14,19,15,5,0,0,203,..,10,0,5,12,20,13,23,22,103,..,11,12,11,10,8,0,3,0,50
LGA10650,..,3,121,217,218,321,380,196,49,1501,..,31,60,45,47,49,30,8,0,271,..,3,5,17,21,18,0,0,4,60,658,..,..,..,..,..,..,..,..,658,..,116,..,..,..,..,..,..,..,116,..,126,37,25,21,11,0,0,0,219,..,15,3,3,3,14,7,3,6,45,..,12,7,0,5,6,0,0,0,25,..,20,17,8,7,14,20,4,0,88,..,19,46,47,69,125,138,74,34,541,11,15,11,13,12,8,17,11,6,100,668,352,317,360,399,554,591,296,95,3632,..,10,147,246,251,353,328,153,18,1508,..,41,65,46,46,47,19,5,0,273,..,16,43,61,58,20,7,11,5,220,639,..,..,..,..,..,..,..,..,639,..,128,..,..,..,..,..,..,..,128,..,63,17,18,8,3,0,0,0,113,..,11,0,0,3,10,10,9,7,42,..,4,7,3,0,0,0,0,0,16
LGA10750,..,341,10183,17256,13488,10997,7150,2718,515,62643,..,659,2332,1691,1324,676,252,50,8,6990,..,52,218,500,771,567,332,170,82,2684,37436,..,..,..,..,..,..,..,..,37436,..,10197,..,..,..,..,..,..,..,10197,..,7773,5970,1856,928,326,40,3,0,16892,..,1532,1391,462,482,520,380,230,82,5075,..,662,905,442,315,184,87,32,9,2633,..,702,1056,481,514,433,250,58,17,3520,..,240,980,1159,1445,1550,1091,609,222,7308,422,516,628,431,301,202,148,70,26,2745,37859,22682,23668,24273,19570,15459,9720,3936,960,158125,..,907,14241,17165,13120,10103,5627,1631,241,63032,..,953,2488,1659,1249,597,157,29,5,7137,..,697,2200,3203,3331,1943,1019,611,285,13286,35312,..,..,..,..,..,..,..,..,35312,..,10302,..,..,..,..,..,..,..,10302,..,5776,3890,867,459,214,57,3,0,11267,..,1153,807,275,504,1126,1109,782,350,6099,..,511,502,188,148,111,41,20,10,1539
LGA10800,..,3,87,195,193,241,193,106,37,1046,..,21,53,27,27,24,13,3,0,169,..,0,5,15,22,7,7,5,4,63,546,..,..,..,..,..,..,..,..,546,..,74,..,..,..,..,..,..,..,74,..,90,32,17,20,14,0,0,0,175,..,23,4,3,4,3,4,4,3,43,..,7,8,0,0,3,0,0,0,22,..,10,4,3,3,6,3,5,0,34,..,26,42,32,56,81,58,50,12,353,4,13,12,4,10,3,8,3,0,66,550,261,253,303,323,384,282,171,59,2587,..,12,123,196,214,233,159,98,15,1046,..,42,52,35,24,15,4,4,0,178,..,5,36,46,33,12,7,4,11,170,564,..,..,..,..,..,..,..,..,564,..,82,..,..,..,..,..,..,..,82,..,54,12,3,3,7,0,0,0,76,..,9,3,0,3,6,4,4,3,33,..,4,0,0,3,0,0,0,0,18
LGA10850,..,3,127,231,273,280,221,118,32,1281,..,32,78,48,58,42,11,3,0,281,..,3,6,9,12,8,10,10,0,52,728,..,..,..,..,..,..,..,..,728,..,131,..,..,..,..,..,..,..,131,..,121,36,22,35,12,0,0,0,231,..,12,3,6,4,12,7,3,3,41,..,6,6,5,3,5,0,0,0,25,..,3,8,8,3,6,7,0,0,48,..,18,25,26,75,84,79,48,22,367,12,18,19,8,8,11,6,4,0,85,739,348,299,365,465,459,347,179,57,3265,..,14,163,272,285,282,202,80,14,1308,..,52,69,53,50,27,12,3,0,262,..,5,55,62,65,23,17,21,7,245,675,..,..,..,..,..,..,..,..,675,..,174,..,..,..,..,..,..,..,174,..,78,36,15,10,9,0,0,0,143,..,7,3,7,3,6,12,3,5,45,..,7,0,0,3,0,0,0,0,16
LGA10900,..,48,1135,2529,2970,3298,2692,1103,222,13984,..,156,593,691,645,449,234,52,6,2835,..,4,25,81,194,146,64,22,29,570,6838,..,..,..,..,..,..,..,..,6838,..,1961,..,..,..,..,..,..,..,1961,..,1354,803,331,160,70,17,0,0,2730,..,119,74,51,45,58,57,37,23,467,..,88,84,39,49,33,13,3,0,316,..,107,162,138,164,186,135,46,10,959,..,77,168,355,510,745,660,319,119,2946,99,143,108,76,96,100,70,32,12,727,6939,4055,3157,4297,4832,5079,3932,1625,415,34333,..,83,1501,2890,3194,3333,2305,770,110,14180,..,222,704,743,634,455,209,25,3,2983,..,75,255,641,774,442,200,130,103,2612,6485,..,..,..,..,..,..,..,..,6485,..,1898,..,..,..,..,..,..,..,1898,..,996,454,126,94,62,20,0,0,1745,..,113,45,28,48,122,155,91,67,667,..,103,56,17,18,13,8,0,0,217
LGA10950,..,3,37,73,105,72,77,56,6,424,..,17,31,16,19,11,5,3,0,101,..,0,5,3,6,9,0,0,0,23,232,..,..,..,..,..,..,..,..,232,..,34,..,..,..,..,..,..,..,34,..,60,18,4,4,3,0,0,0,93,..,6,3,0,3,0,4,3,0,27,..,6,3,0,0,0,0,0,0,6,..,4,6,3,3,4,6,0,0,26,..,7,23,9,32,22,25,23,3,145,8,8,11,8,6,9,5,3,3,47,234,138,134,128,181,124,116,86,14,1159,..,9,52,79,101,68,85,23,6,428,..,21,29,17,20,6,3,0,0,103,..,12,16,16,14,11,12,8,0,87,227,..,..,..,..,..,..,..,..,227,..,44,..,..,..,..,..,..,..,44,..,19,0,0,3,0,0,0,0,29,..,4,0,0,0,3,0,3,0,16,..,4,3,0,0,0,0,0,0,10
LGA11100,..,55,1268,1999,1625,1249,882,575,124,7773,..,135,724,358,265,129,39,16,3,1673,..,5,18,41,102,82,39,21,14,317,3832,..,..,..,..,..,..,..,..,3832,..,1011,..,..,..,..,..,..,..,1011,..,705,614,251,171,55,3,0,0,1796,..,216,187,65,62,61,53,31,18,696,..,242,259,67,41,30,8,6,3,645,..,574,651,169,102,93,59,17,5,1668,..,79,259,246,319,297,276,189,57,1722,51,65,92,62,47,33,25,11,5,400,3879,3085,4065,3264,2726,2025,1388,867,222,21534,..,130,1662,2130,1574,1122,813,346,56,7827,..,215,699,325,235,83,33,7,0,1596,..,28,145,350,452,263,155,128,63,1579,3593,..,..,..,..,..,..,..,..,3593,..,1026,..,..,..,..,..,..,..,1026,..,515,441,135,86,48,5,0,0,1227,..,186,153,67,64,114,137,110,67,894,..,228,200,51,11,10,0,3,0,505
LGA11150,..,4,35,47,64,65,46,24,3,275,..,14,50,21,27,15,0,0,0,127,..,0,3,0,9,9,0,3,3,34,238,..,..,..,..,..,..,..,..,238,..,21,..,..,..,..,..,..,..,21,..,41,13,6,11,5,0,0,0,74,..,6,3,3,0,4,0,0,0,20,..,0,9,0,3,0,0,0,0,12,..,0,3,6,4,0,3,3,0,17,..,3,20,15,29,33,33,10,4,141,12,12,10,5,9,3,8,3,0,52,251,102,139,105,150,128,92,40,11,1014,..,3,46,44,70,58,35,14,0,282,..,27,38,23,23,9,0,0,0,124,..,7,19,23,18,9,6,4,3,103,246,..,..,..,..,..,..,..,..,246,..,24,..,..,..,..,..,..,..,24,..,22,9,4,4,3,0,0,0,46,..,17,3,3,4,8,10,0,5,44,..,0,4,0,0,0,0,0,0,6
LGA11200,..,0,18,12,32,33,21,10,7,127,..,11,23,19,37,18,0,0,0,110,..,0,3,6,9,10,3,0,0,35,177,..,..,..,..,..,..,..,..,177,..,8,..,..,..,..,..,..,..,8,..,19,15,8,4,0,0,0,0,49,..,12,8,4,6,7,3,0,0,49,..,3,6,9,3,3,0,0,0,27,..,5,7,0,6,3,0,0,0,27,..,5,18,10,23,20,18,5,3,94,4,3,7,7,6,3,5,0,0,30,179,68,95,70,128,100,52,18,6,728,..,0,15,18,26,36,15,12,0,126,..,18,17,18,32,14,5,0,0,105,..,18,38,19,16,4,7,3,0,109,165,..,..,..,..,..,..,..,..,165,..,28,..,..,..,..,..,..,..,28,..,14,7,0,3,3,0,0,0,27,..,7,0,6,10,10,4,3,0,37,..,3,0,3,0,0,0,0,0,11
LGA11250,..,13,211,348,462,658,544,286,77,2588,..,79,208,132,110,89,34,12,0,663,..,3,24,36,64,33,20,13,4,189,1358,..,..,..,..,..,..,..,..,1358,..,257,..,..,..,..,..,..,..,257,..,337,159,76,71,40,5,0,0,689,..,51,32,8,19,17,13,4,4,157,..,17,15,14,14,6,3,3,0,76,..,26,35,27,33,31,18,3,3,183,..,53,127,118,216,277,227,108,65,1195,46,66,61,35,30,36,29,11,11,327,1404,908,870,800,1029,1182,900,445,160,7684,..,25,294,397,515,639,491,243,37,2638,..,119,225,121,128,84,27,3,0,706,..,57,206,208,181,93,47,53,33,875,1324,..,..,..,..,..,..,..,..,1324,..,232,..,..,..,..,..,..,..,232,..,210,68,14,42,13,0,0,0,349,..,40,10,5,26,42,28,14,14,182,..,11,7,3,7,3,3,0,0,34
LGA11300,..,69,1080,1256,1276,1072,733,488,170,6142,..,126,335,106,107,64,27,10,0,774,..,3,5,35,57,48,24,10,17,196,2279,..,..,..,..,..,..,..,..,2279,..,914,..,..,..,..,..,..,..,914,..,404,544,175,106,55,6,0,0,1297,..,235,164,47,36,41,32,36,21,606,..,335,442,61,44,29,6,4,0,917,..,820,819,144,74,63,30,19,3,1983,..,77,193,137,175,147,134,98,46,1020,25,36,82,36,38,18,12,18,10,279,2305,3023,3671,2000,1916,1545,1003,684,267,16408,..,139,1343,1312,1290,1046,665,328,61,6193,..,155,343,112,111,53,21,6,5,796,..,9,76,227,347,205,86,95,72,1111,2253,..,..,..,..,..,..,..,..,2253,..,1049,..,..,..,..,..,..,..,1049,..,319,408,103,88,47,9,0,0,969,..,203,160,45,65,130,92,105,55,849,..,376,383,62,28,20,12,0,0,878
LGA11350,..,5,240,723,814,1043,801,296,87,4020,..,39,286,371,358,339,157,18,0,1575,..,3,9,64,88,92,28,9,12,310,2318,..,..,..,..,..,..,..,..,2318,..,519,..,..,..,..,..,..,..,519,..,378,218,103,75,31,3,0,0,810,..,45,37,9,16,23,18,18,11,180,..,50,93,66,49,38,15,3,0,314,..,104,286,181,150,184,107,10,8,1026,..,17,65,141,277,445,293,93,50,1381,41,48,91,55,66,69,37,12,3,422,2363,1215,1317,1713,1894,2269,1464,473,175,12877,..,18,354,892,929,1010,627,220,38,4084,..,59,351,394,407,285,100,13,0,1609,..,14,104,365,432,181,75,46,39,1262,2311,..,..,..,..,..,..,..,..,2311,..,521,..,..,..,..,..,..,..,521,..,221,121,41,22,23,7,0,0,440,..,32,40,11,20,62,58,42,43,298,..,65,110,35,42,34,14,0,0,300
LGA11400,..,13,205,479,567,560,496,233,50,2595,..,44,93,59,81,56,30,3,0,370,..,0,8,21,30,26,7,6,3,96,1372,..,..,..,..,..,..,..,..,1372,..,264,..,..,..,..,..,..,..,264,..,253,102,39,25,17,3,0,0,433,..,17,15,3,8,16,17,5,0,82,..,14,18,4,13,4,3,0,0,49,..,10,19,11,17,14,15,3,3,91,..,20,37,55,88,125,118,94,30,564,27,36,30,13,17,20,13,8,0,163,1400,663,526,680,838,841,693,352,89,6080,..,16,303,545,618,551,431,150,29,2637,..,64,93,62,89,53,16,4,0,387,..,23,59,85,70,26,26,23,16,327,1309,..,..,..,..,..,..,..,..,1309,..,302,..,..,..,..,..,..,..,302,..,128,44,20,11,12,7,0,0,218,..,16,3,0,4,9,19,10,9,73,..,15,9,3,3,0,0,3,0,41
LGA11450,..,71,2657,4059,3339,2560,1763,703,124,15283,..,216,922,545,404,209,61,12,0,2377,..,9,29,114,183,99,28,16,10,492,9045,..,..,..,..,..,..,..,..,9045,..,1928,..,..,..,..,..,..,..,1928,..,2051,967,275,127,32,9,0,0,3460,..,168,168,82,60,72,68,38,19,667,..,106,119,59,49,14,16,4,0,379,..,58,144,62,64,49,41,8,0,422,..,67,249,257,241,250,199,116,60,1439,135,138,126,100,57,39,39,21,3,655,9184,4828,5380,5547,4526,3336,2218,923,214,36150,..,161,3463,4150,3251,2451,1470,476,57,15476,..,321,943,566,395,179,43,12,0,2466,..,87,364,750,704,332,122,80,55,2498,8710,..,..,..,..,..,..,..,..,8710,..,2227,..,..,..,..,..,..,..,2227,..,1497,643,102,65,42,14,0,0,2362,..,164,83,44,64,184,174,127,77,920,..,120,80,18,23,18,8,0,0,272
LGA11500,..,169,3867,5951,5689,5865,3874,1360,237,27016,..,505,1394,982,732,511,177,41,10,4345,..,21,117,298,424,395,181,65,27,1523,16345,..,..,..,..,..,..,..,..,16345,..,4193,..,..,..,..,..,..,..,4193,..,4118,2941,940,393,124,17,0,0,8529,..,608,483,262,200,240,191,101,55,2134,..,272,332,191,138,81,36,13,0,1070,..,232,380,222,240,239,147,40,10,1503,..,135,578,696,872,829,724,322,114,4264,238,315,355,247,168,121,79,29,10,1573,16589,10568,10449,9795,8862,8399,5416,1966,460,72500,..,433,5488,6043,5757,5429,3084,823,114,27169,..,746,1438,945,763,409,134,28,8,4466,..,381,1491,1939,1775,1094,504,259,122,7563,15434,..,..,..,..,..,..,..,..,15434,..,4318,..,..,..,..,..,..,..,4318,..,2971,1786,440,190,98,24,0,0,5500,..,531,293,138,295,506,438,326,153,2677,..,286,183,79,62,53,20,8,8,703
LGA11520,..,54,2761,4010,3301,2764,2153,1175,360,16571,..,233,1201,638,420,308,141,25,6,2965,..,3,12,65,150,105,52,40,27,449,6883,..,..,..,..,..,..,..,..,6883,..,1885,..,..,..,..,..,..,..,1885,..,1018,996,310,238,98,16,0,0,2668,..,284,266,74,49,65,62,43,35,873,..,271,441,73,52,31,13,6,0,888,..,781,1188,269,141,114,77,20,8,2593,..,162,561,459,418,427,388,245,145,2803,66,92,144,97,74,60,45,41,10,630,6954,4790,7564,5990,4852,3963,2936,1595,582,39219,..,134,3493,4132,3406,2665,1951,830,117,16740,..,327,1286,590,459,246,99,22,0,3028,..,13,140,541,818,479,202,189,127,2516,6573,..,..,..,..,..,..,..,..,6573,..,1997,..,..,..,..,..,..,..,1997,..,800,770,214,160,88,20,0,0,2047,..,250,241,92,82,226,181,150,135,1354,..,306,321,46,25,25,3,5,0,731
LGA11570,..,485,9621,14205,13403,11413,7994,4686,1307,63108,..,357,1551,1248,1031,709,266,66,11,5236,..,29,124,369,667,651,343,246,159,2594,34503,..,..,..,..,..,..,..,..,34503,..,10354,..,..,..,..,..,..,..,10354,..,7076,6627,2283,1345,564,73,0,0,17972,..,1530,1454,573,571,602,407,266,146,5550,..,745,1236,538,409,326,111,25,3,3383,..,1253,2432,849,632,583,286,103,36,6165,..,314,1172,1296,1694,1897,1695,993,583,9646,454,426,664,471,372,301,207,134,57,3078,34955,22563,24885,21828,20122,17044,11374,6510,2306,161596,..,1787,13344,14668,13154,10316,6460,3155,546,63432,..,537,1758,1260,983,567,183,37,0,5330,..,281,1690,3051,3509,2294,1075,920,588,13396,32369,..,..,..,..,..,..,..,..,32369,..,10802,..,..,..,..,..,..,..,10802,..,4972,4359,1260,781,387,67,0,0,11834,..,1129,867,345,582,1134,953,847,525,6385,..,739,806,255,248,150,50,32,15,2286
LGA11600,..,3,52,77,103,106,57,44,7,457,..,18,41,16,22,9,6,0,0,114,..,0,0,11,6,3,4,3,0,25,226,..,..,..,..,..,..,..,..,226,..,20,..,..,..,..,..,..,..,20,..,40,18,11,9,4,0,0,0,77,..,9,3,3,0,4,0,3,0,32,..,4,3,5,3,4,0,0,0,17,..,18,18,6,5,5,0,0,0,54,..,9,18,20,37,45,28,21,5,182,12,5,8,4,3,3,3,0,0,39,239,131,164,146,194,191,105,71,19,1241,..,10,64,86,118,93,53,23,9,465,..,30,26,28,17,11,3,0,0,108,..,6,16,14,12,11,3,5,0,67,238,..,..,..,..,..,..,..,..,238,..,34,..,..,..,..,..,..,..,34,..,14,8,0,0,0,0,0,0,32,..,3,0,0,0,4,3,3,0,15,..,3,0,0,0,3,3,0,0,7
LGA11650,..,224,5258,10157,11224,11473,10382,5862,1595,56181,..,926,3357,2575,2280,1423,744,243,51,11588,..,32,183,564,936,636,295,161,136,2935,29345,..,..,..,..,..,..,..,..,29345,..,7158,..,..,..,..,..,..,..,7158,..,7072,3559,1302,1013,449,72,0,0,13458,..,718,479,243,313,391,331,212,119,2790,..,550,551,326,310,211,104,35,11,2099,..,635,910,524,700,744,501,218,67,4288,..,274,1112,1578,2339,2746,2800,1773,992,13622,501,684,671,483,468,397,322,154,66,3746,29849,18266,16069,17752,19584,18470,15554,8655,3028,147211,..,436,7048,11068,11826,11641,9624,4372,803,56820,..,1533,3528,2523,2202,1370,593,136,41,11919,..,573,2069,3506,3737,1969,859,703,504,13924,27564,..,..,..,..,..,..,..,..,27564,..,7437,..,..,..,..,..,..,..,7437,..,4970,1985,504,425,374,98,4,0,8352,..,584,284,121,329,696,783,630,417,3844,..,569,326,138,163,132,64,38,23,1447
