LGA_CODE_2016,M_LPLFS_EFT_DC_0_4,M_LPLFS_EFT_DC_5_9,M_LPLFS_EFT_DC_10_12,M_LPLFS_EFT_DC_13_14,M_LPLFS_EFT_DC_15_17,M_LPLFS_EFT_DC_18_20,M_LPLFS_EFT_DC_21_24,M_LPLFS_EFT_T,M_LPLFS_EPT_DC_0_4,M_LPLFS_EPT_DC_5_9,M_LPLFS_EPT_DC_10_12,M_LPLFS_EPT_DC_13_14,M_LPLFS_EPT_DC_15_17,M_LPLFS_EPT_DC_18_20,M_LPLFS_EPT_DC_21_24,M_LPLFS_EPT_T,M_LPLFS_EAW_DC_0_4,M_LPLFS_EAW_DC_5_9,M_LPLFS_EAW_DC_10_12,M_LPLFS_EAW_DC_13_14,M_LPLFS_EAW_DC_15_17,M_LPLFS_EAW_DC_18_20,M_LPLFS_EAW_DC_21_24,M_LPLFS_EAW_T,M_LPLFS_HNS_DC_0_4,M_LPLFS_HNS_DC_5_9,M_LPLFS_HNS_DC_10_12,M_LPLFS_HNS_DC_13_14,M_LPLFS_HNS_DC_15_17,M_LPLFS_HNS_DC_18_20,M_LPLFS_HNS_DC_21_24,M_LPLFS_HNS_T,M_LPLFS_EW_T_DC_0_4,M_LPLFS_EW_T_DC_5_9,M_LPLFS_EW_T_DC_10_12,M_LPLFS_EW_T_DC_13_14,M_LPLFS_EW_T_DC_15_17,M_LPLFS_EW_T_DC_18_20,M_LPLFS_EW_T_DC_21_24,M_LPLFS_EW_T_T,M_LPLFS_ULFTW_DC_0_4,M_LPLFS_ULFTW_DC_5_9,M_LPLFS_ULFTW_DC_10_12,M_LPLFS_ULFTW_DC_13_14,M_LPLFS_ULFTW_DC_15_17,M_LPLFS_ULFTW_DC_18_20,M_LPLFS_ULFTW_DC_21_24,M_LPLFS_ULFTW_T,M_LPLFS_ULPTW_DC_0_4,M_LPLFS_ULPTW_DC_5_9,M_LPLFS_ULPTW_DC_10_12,M_LPLFS_ULPTW_DC_13_14,M_LPLFS_ULPTW_DC_15_17,M_LPLFS_ULPTW_DC_18_20,M_LPLFS_ULPTW_DC_21_24,M_LPLFS_ULPTW_T,M_LPLFS_U_T_DC_0_4,M_LPLFS_U_T_DC_5_9,M_LPLFS_U_T_DC_10_12,M_LPLFS_U_T_DC_13_14,M_LPLFS_U_T_DC_15_17,M_LPLFS_U_T_DC_18_20,M_LPLFS_U_T_DC_21_24,M_LPLFS_U_T_T,M_LPLFS_T_LF_DC_0_4,M_LPLFS_T_LF_DC_5_9,M_LPLFS_T_LF_DC_10_12,M_LPLFS_T_LF_DC_13_14,M_LPLFS_T_LF_DC_15_17,M_LPLFS_T_LF_DC_18_20,M_LPLFS_T_LF_DC_21_24,M_LPLFS_T_LF_T,M_LPLFS_NLF_DC_0_4,M_LPLFS_NLF_DC_5_9,M_LPLFS_NLF_DC_10_12,M_LPLFS_NLF_DC_13_14,M_LPLFS_NLF_DC_15_17,M_LPLFS_NLF_DC_18_20,M_LPLFS_NLF_DC_21_24,M_LPLFS_NLF_T,M_LPLFS_LFSNS_DC_0_4,M_LPLFS_LFSNS_DC_5_9,M_LPLFS_LFSNS_DC_10_12,M_LPLFS_LFSNS_DC_13_14,M_LPLFS_LFSNS_DC_15_17,M_LPLFS_LFSNS_DC_18_20,M_LPLFS_LFSNS_DC_21_24,M_LPLFS_LFSNS_T,M_LPLFS_T_DC_0_4,M_LPLFS_T_DC_5_9,M_LPLFS_T_DC_10_12,M_LPLFS_T_DC_13_14,M_LPLFS_T_DC_15_17,M_LPLFS_T_DC_18_20,M_LPLFS_T_DC_21_24,M_LPLFS_T_T,F_LPLFS_EFT_DC_0_4,F_LPLFS_EFT_DC_5_9,F_LPLFS_EFT_DC_10_12,F_LPLFS_EFT_DC_13_14,F_LPLFS_EFT_DC_15_17,F_LPLFS_EFT_DC_18_20,F_LPLFS_EFT_DC_21_24,F_LPLFS_EFT_T,F_LPLFS_EPT_DC_0_4,F_LPLFS_EPT_DC_5_9,F_LPLFS_EPT_DC_10_12,F_LPLFS_EPT_DC_13_14,F_LPLFS_EPT_DC_15_17,F_LPLFS_EPT_DC_18_20,F_LPLFS_EPT_DC_21_24,F_LPLFS_EPT_T,F_LPLFS_EAW_DC_0_4,F_LPLFS_EAW_DC_5_9,F_LPLFS_EAW_DC_10_12,F_LPLFS_EAW_DC_13_14,F_LPLFS_EAW_DC_15_17,F_LPLFS_EAW_DC_18_20,F_LPLFS_EAW_DC_21_24,F_LPLFS_EAW_T,F_LPLFS_HNS_DC_0_4,F_LPLFS_HNS_DC_5_9,F_LPLFS_HNS_DC_10_12,F_LPLFS_HNS_DC_13_14,F_LPLFS_HNS_DC_15_17,F_LPLFS_HNS_DC_18_20,F_LPLFS_HNS_DC_21_24,F_LPLFS_HNS_T,F_LPLFS_EW_T_DC_0_4,F_LPLFS_EW_T_DC_5_9,F_LPLFS_EW_T_DC_10_12,F_LPLFS_EW_T_DC_13_14,F_LPLFS_EW_T_DC_15_17,F_LPLFS_EW_T_DC_18_20,F_LPLFS_EW_T_DC_21_24,F_LPLFS_EW_T_T,F_LPLFS_ULFTW_DC_0_4,F_LPLFS_ULFTW_DC_5_9,F_LPLFS_ULFTW_DC_10_12,F_LPLFS_ULFTW_DC_13_14,F_LPLFS_ULFTW_DC_15_17,F_LPLFS_ULFTW_DC_18_20,F_LPLFS_ULFTW_DC_21_24,F_LPLFS_ULFTW_T,F_LPLFS_ULPTW_DC_0_4,F_LPLFS_ULPTW_DC_5_9,F_LPLFS_ULPTW_DC_10_12,F_LPLFS_ULPTW_DC_13_14,F_LPLFS_ULPTW_DC_15_17,F_LPLFS_ULPTW_DC_18_20,F_LPLFS_ULPTW_DC_21_24,F_LPLFS_ULPTW_T,F_LPLFS_U_T_DC_0_4,F_LPLFS_U_T_DC_5_9,F_LPLFS_U_T_DC_10_12,F_LPLFS_U_T_DC_13_14,F_LPLFS_U_T_DC_15_17,F_LPLFS_U_T_DC_18_20,F_LPLFS_U_T_DC_21_24,F_LPLFS_U_T_T,F_LPLFS_T_LF_DC_0_4,F_LPLFS_T_LF_DC_5_9,F_LPLFS_T_LF_DC_10_12,F_LPLFS_T_LF_DC_13_14,F_LPLFS_T_LF_DC_15_17,F_LPLFS_T_LF_DC_18_20,F_LPLFS_T_LF_DC_21_24,F_LPLFS_T_LF_T,F_LPLFS_NLF_DC_0_4,F_LPLFS_NLF_DC_5_9,F_LPLFS_NLF_DC_10_12,F_LPLFS_NLF_DC_13_14,F_LPLFS_NLF_DC_15_17,F_LPLFS_NLF_DC_18_20,F_LPLFS_NLF_DC_21_24,F_LPLFS_NLF_T,F_LPLFS_LFSNS_DC_0_4,F_LPLFS_LFSNS_DC_5_9,F_LPLFS_LFSNS_DC_10_12,F_LPLFS_LFSNS_DC_13_14,F_LPLFS_LFSNS_DC_15_17,F_LPLFS_LFSNS_DC_18_20,F_LPLFS_LFSNS_DC_21_24,F_LPLFS_LFSNS_T,F_LPLFS_T_DC_0_4,F_LPLFS_T_DC_5_9,F_LPLFS_T_DC_10_12,F_LPLFS_T_DC_13_14,F_LPLFS_T_DC_15_17,F_LPLFS_T_DC_18_20,F_LPLFS_T_DC_21_24,F_LPLFS_T_T,T_LPLFS_EFT_DC_0_4,T_LPLFS_EFT_DC_5_9,T_LPLFS_EFT_DC_10_12,T_LPLFS_EFT_DC_13_14,T_LPLFS_EFT_DC_15_17,T_LPLFS_EFT_DC_18_20,T_LPLFS_EFT_DC_21_24,T_LPLFS_EFT_T
LGA16350,88,139,105,101,142,39,33,643,18,35,20,19,24,8,3,122,0,3,3,3,0,4,0,15,3,3,4,3,6,0,0,26,102,189,127,116,176,49,35,798,3,9,7,3,8,0,3,39,0,3,3,0,0,0,0,10,3,8,14,3,9,3,6,47,107,196,142,127,188,52,40,847,32,63,52,34,32,17,5,237,3,3,6,7,0,0,0,19,143,265,196,162,220,66,43,1107,275,542,457,362,560,215,97,2505,412,750,419,274,307,102,37,2294,60,30,16,15,15,0,8,139,27,36,21,11,21,4,7,123,773,1357,915,662,894,322,141,5062,40,94,44,30,46,11,4,263,102,142,59,41,41,0,3,382,139,231,101,67,87,11,3,646,913,1587,1019,729,977,335,151,5713,1387,1076,477,303,299,83,34,3664,22,16,10,4,4,3,0,50,2328,2683,1499,1036,1281,416,188,9431,362,681,559,462,697,256,128,3152
LGA16380,12,37,28,39,70,5,4,203,12,15,12,17,15,5,0,75,0,0,0,0,0,0,0,6,0,6,3,4,0,0,0,7,22,61,43,57,91,12,4,285,4,4,5,5,3,0,0,20,0,5,3,3,3,0,0,23,3,12,6,10,3,0,0,42,26,72,49,66,100,12,7,327,20,30,20,17,30,8,4,130,3,0,3,0,0,0,0,10,45,103,71,87,128,17,12,469,52,128,128,104,171,27,3,622,143,302,201,156,203,26,8,1034,18,19,11,8,10,0,3,64,8,9,6,0,4,0,0,25,219,457,345,269,386,60,12,1748,5,28,31,6,19,0,0,92,17,47,28,13,18,0,0,114,20,75,57,19,32,3,0,204,244,531,396,287,423,62,14,1954,406,366,201,113,108,23,6,1224,12,3,8,3,4,0,0,26,656,896,601,409,532,85,24,3211,60,172,159,144,241,34,10,822
LGA16400,24,57,39,33,43,10,4,213,3,7,5,15,9,0,0,40,3,0,0,3,4,0,0,14,0,0,0,4,3,0,0,10,26,63,51,54,58,14,5,275,6,6,5,3,4,0,0,28,0,0,0,3,5,0,0,5,6,6,5,4,5,0,0,36,32,72,53,60,64,18,5,311,16,23,21,23,14,0,3,113,0,3,0,0,0,0,0,7,49,105,77,85,85,20,8,434,51,118,81,86,117,31,10,496,138,276,189,114,125,24,3,872,12,11,12,10,9,6,0,62,3,14,4,0,7,0,0,30,203,413,292,215,264,61,21,1465,5,27,20,15,20,3,0,92,26,41,17,20,6,0,0,109,31,69,34,32,27,3,3,206,233,484,326,246,288,64,19,1662,427,352,183,82,100,18,5,1163,0,7,3,3,0,0,0,14,662,840,516,327,388,85,24,2843,75,173,126,119,157,50,17,716
LGA16490,18,54,34,28,42,20,4,192,8,13,9,5,7,0,0,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,27,68,46,36,46,20,9,243,3,3,3,0,0,0,0,14,0,0,0,0,0,0,0,3,3,5,5,0,0,0,0,19,26,69,52,37,53,20,8,260,8,23,10,13,9,0,0,63,4,0,0,0,5,0,0,8,40,89,65,45,60,20,8,333,84,155,103,78,139,52,20,628,78,137,78,55,46,17,5,417,21,9,5,0,6,0,0,46,3,0,0,0,7,0,0,15,183,298,180,143,196,73,27,1101,5,13,4,3,5,0,0,27,16,22,9,3,0,0,0,50,20,35,9,3,3,3,0,78,203,331,192,146,204,70,32,1178,195,130,52,39,36,7,8,452,3,4,0,0,0,0,0,7,399,467,249,181,237,79,36,1636,100,200,136,104,182,74,27,822
LGA16550,29,70,45,34,49,32,23,282,3,16,5,11,16,5,8,72,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,10,36,86,57,45,66,40,33,362,0,6,0,0,4,0,0,10,0,0,0,0,0,0,0,6,4,6,0,0,5,0,0,19,39,91,59,47,76,37,31,379,5,11,15,11,6,8,7,64,0,0,0,0,0,0,0,0,48,106,72,57,82,43,43,443,110,275,220,144,200,144,80,1175,112,217,143,91,159,70,34,826,28,15,3,8,3,3,5,60,4,5,3,0,0,3,0,18,248,513,366,249,361,218,127,2077,9,9,9,10,15,3,5,57,17,24,13,10,7,8,3,85,23,34,25,18,19,8,11,135,272,553,385,264,380,230,130,2217,227,218,120,99,123,80,57,928,4,0,4,0,0,3,0,21,504,769,514,365,504,310,185,3162,141,341,264,179,243,178,102,1455
LGA16610,3,13,14,3,16,3,0,56,0,6,9,8,8,0,0,28,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,19,22,12,22,3,0,80,3,11,6,3,5,0,0,25,0,0,0,0,0,0,0,0,3,13,6,3,5,0,0,24,7,31,29,19,21,3,0,111,12,28,14,9,13,3,0,78,4,4,0,0,5,0,0,10,23,62,42,28,42,6,0,201,21,37,33,31,42,8,4,161,31,84,64,42,38,10,3,274,5,5,8,0,4,0,0,32,0,3,0,0,0,0,0,3,61,132,97,79,87,17,8,471,7,7,4,8,10,0,0,45,6,16,3,0,10,3,0,34,11,24,14,14,19,4,0,82,67,159,107,92,106,20,8,553,231,194,96,55,58,3,0,645,4,3,0,0,0,0,0,7,302,354,208,146,157,26,8,1207,19,49,45,39,50,5,4,220
LGA16650,15,39,38,27,51,25,20,223,7,7,6,11,14,8,3,62,0,0,0,0,4,0,0,7,0,4,0,0,3,3,0,9,31,50,43,38,72,36,23,301,0,4,7,0,0,0,0,12,0,0,0,0,0,0,0,3,0,4,5,0,0,0,0,17,32,58,48,41,72,36,29,314,6,15,17,12,10,11,6,71,0,0,0,0,0,0,0,0,37,72,68,53,87,43,34,385,78,196,128,111,184,99,41,849,128,192,143,97,134,86,33,820,25,8,0,6,4,3,3,46,3,0,6,0,6,6,5,33,238,393,283,220,331,203,81,1746,8,5,9,10,10,4,5,48,5,20,11,12,8,12,0,78,17,23,24,19,16,17,5,121,252,421,304,235,349,213,85,1869,269,281,160,99,124,60,44,1041,6,0,3,0,0,0,0,17,531,705,472,338,473,281,127,2926,101,238,165,139,240,125,61,1066
LGA16700,28,55,41,36,48,41,23,260,4,13,11,5,18,8,10,68,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,34,70,44,43,60,48,30,333,3,7,0,4,3,3,3,16,0,0,0,3,0,0,0,3,3,7,0,3,3,3,3,18,36,74,47,46,66,55,32,347,9,7,5,9,14,7,9,65,0,0,0,0,0,0,0,0,48,81,54,54,76,59,44,410,92,194,122,95,185,145,82,920,90,182,115,92,118,61,51,714,13,9,3,0,0,0,0,27,3,0,4,3,5,3,0,20,205,382,242,196,311,212,140,1678,6,4,3,4,7,5,3,29,10,16,16,3,7,6,0,54,14,22,16,10,16,12,0,88,216,405,256,202,327,227,139,1772,169,179,89,67,95,78,40,708,0,0,0,0,0,0,0,8,385,578,345,271,419,300,184,2481,124,249,160,127,228,186,105,1179
LGA16900,27,49,39,48,62,24,7,258,8,7,7,9,9,3,4,45,0,0,0,3,0,0,0,5,0,0,3,0,0,3,0,5,31,56,48,59,73,31,9,312,0,17,8,3,0,0,0,35,0,4,3,0,0,0,0,12,0,23,11,3,0,0,3,40,32,80,58,66,75,31,12,357,12,22,28,21,16,4,7,107,0,0,0,0,0,0,0,0,44,105,87,83,91,32,17,467,75,171,126,105,153,73,24,729,173,313,192,138,179,32,17,1052,23,11,7,9,11,0,0,58,5,12,4,5,0,0,0,31,276,507,332,257,350,102,45,1869,4,40,14,17,21,10,0,106,38,68,40,14,22,0,4,177,39,101,55,31,43,11,4,280,316,609,386,285,388,109,51,2153,428,336,163,108,117,26,15,1194,0,3,10,4,3,0,0,24,751,951,555,402,508,138,57,3366,99,224,166,151,211,95,36,985
LGA16950,24,51,50,53,52,10,4,247,20,39,31,16,33,8,0,140,0,0,3,0,7,3,0,13,0,0,0,0,0,0,0,0,42,91,82,65,91,16,4,402,0,5,11,7,11,0,0,35,0,3,0,8,0,0,0,11,0,9,11,16,11,0,0,45,43,100,96,80,102,18,4,442,31,47,34,26,36,10,4,192,3,9,11,0,0,0,0,21,75,154,140,111,139,32,10,661,52,136,119,102,179,42,9,642,192,356,277,182,191,35,9,1245,31,14,10,9,7,0,0,68,0,15,5,3,7,0,0,33,280,525,410,289,389,78,17,1984,15,22,25,21,16,11,3,114,46,69,21,20,15,4,0,175,61,97,45,37,34,12,3,293,339,620,458,326,421,88,27,2276,579,528,299,173,162,14,7,1776,7,8,6,10,3,0,0,37,928,1161,765,512,592,100,31,4085,73,192,169,151,233,51,16,889
LGA17000,7,18,14,12,21,9,3,76,0,0,0,3,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,19,15,11,26,11,3,99,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,8,8,26,11,17,26,11,3,103,0,3,4,3,0,0,0,13,0,0,0,0,0,0,0,0,14,28,21,18,27,11,3,115,14,28,22,25,34,7,8,146,49,90,47,32,42,13,0,277,7,13,5,3,0,0,0,29,0,3,0,0,3,0,0,3,74,139,78,64,77,26,7,460,5,15,3,8,3,6,0,40,16,25,8,4,7,0,0,49,17,40,10,10,11,6,0,86,89,171,84,71,88,28,7,548,122,133,49,28,29,4,3,370,0,0,0,0,0,0,0,3,216,308,140,100,117,31,10,926,23,52,33,28,57,15,4,224
LGA17040,0,10,15,10,11,0,0,45,0,3,5,0,0,0,0,11,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,4,3,14,15,15,18,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,0,5,3,12,15,15,19,0,0,64,4,3,8,6,9,0,0,37,3,0,0,0,0,0,0,4,9,23,27,17,23,3,0,103,11,22,31,17,45,14,3,141,22,64,40,30,32,0,0,195,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,41,83,70,51,75,12,3,340,0,12,5,0,3,0,0,26,9,10,3,0,0,0,0,18,5,16,7,0,3,0,0,42,49,103,84,55,81,12,3,383,59,54,31,24,14,0,0,188,0,0,0,0,3,0,0,3,110,154,114,76,92,18,3,569,18,29,43,27,51,9,3,186
LGA17080,4,5,7,5,9,0,0,35,0,4,3,3,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,12,5,17,0,0,56,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,4,13,16,11,19,0,0,59,4,10,3,0,3,0,0,25,3,0,0,0,0,0,0,8,8,27,15,15,22,0,0,93,9,24,30,12,24,8,0,104,26,49,36,23,17,0,0,152,6,9,0,0,0,0,0,19,0,3,3,0,0,0,0,12,36,81,67,38,45,7,0,280,0,3,3,4,0,0,0,11,0,3,3,5,0,0,0,15,3,11,3,6,4,0,0,28,39,93,74,48,50,9,0,311,74,56,40,13,20,3,3,199,0,0,0,0,0,0,0,4,112,144,109,57,66,9,0,508,7,24,35,18,41,5,0,132
LGA17100,8,19,10,8,20,18,14,91,7,0,0,3,11,0,3,21,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,12,17,10,11,31,22,13,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,24,10,11,30,22,13,121,0,4,0,4,9,0,0,17,0,0,0,0,0,0,0,0,16,22,10,22,35,22,13,138,24,46,42,32,66,58,35,307,28,52,44,36,52,32,16,261,6,0,0,0,3,0,0,14,3,0,4,4,3,0,0,21,65,99,96,70,120,97,57,598,0,0,0,0,8,0,8,15,3,7,3,3,5,4,3,33,3,13,7,6,12,5,10,51,71,108,103,72,133,100,64,652,69,73,44,40,54,40,28,350,0,0,0,0,0,0,0,0,140,181,144,115,186,139,92,1004,35,64,55,42,88,80,51,396
LGA17150,51,112,129,98,172,71,39,680,0,29,27,18,31,11,14,137,0,0,0,0,3,3,0,8,5,0,0,0,3,0,0,8,61,152,158,120,209,90,50,832,3,5,3,3,12,3,0,29,0,3,3,0,3,0,0,10,4,9,8,3,14,3,0,35,59,154,163,125,227,94,50,873,6,20,28,13,27,4,11,104,0,4,0,0,0,0,0,6,68,174,189,138,249,100,61,984,146,337,331,259,440,240,135,1890,285,601,401,306,315,131,65,2109,29,16,8,3,18,12,4,95,7,16,11,3,9,0,3,44,471,960,752,576,779,383,203,4133,7,12,9,7,16,7,4,66,30,61,24,16,24,10,0,155,35,73,34,24,34,17,3,220,511,1034,781,600,821,398,210,4352,372,343,203,128,158,69,53,1324,3,9,4,3,0,0,0,19,878,1383,987,736,977,469,262,5694,194,453,459,363,612,307,170,2571
LGA17200,41,50,35,26,34,28,23,233,8,14,13,7,11,8,4,73,3,0,4,0,3,0,0,8,3,3,0,0,0,0,0,10,56,65,56,28,55,39,33,331,0,5,3,0,0,4,0,24,0,0,3,0,0,0,0,6,3,5,9,0,0,9,0,31,61,73,65,33,56,49,28,358,14,11,7,14,20,17,6,89,0,0,0,0,0,0,0,3,73,89,71,47,74,64,34,452,123,199,148,97,149,102,65,870,106,153,101,74,76,47,38,595,13,12,6,3,6,3,5,51,0,0,3,0,4,3,0,16,244,366,251,172,239,159,106,1532,4,16,4,8,9,4,0,47,17,16,13,3,17,5,6,86,23,29,25,16,26,8,6,133,271,397,279,180,267,167,110,1671,229,250,115,91,153,103,70,1010,3,3,3,3,0,0,0,14,498,642,394,279,420,272,182,2693,157,246,184,120,183,125,89,1108
LGA17310,17,37,36,32,46,7,3,169,6,6,6,17,10,3,0,57,3,0,0,3,0,0,0,7,0,3,0,3,0,0,0,10,30,50,45,50,60,10,3,245,8,3,3,3,3,0,0,19,0,3,6,0,0,0,0,8,3,7,9,3,7,0,0,29,34,55,55,54,64,10,3,268,20,31,16,18,14,0,0,95,0,0,0,0,0,0,0,4,52,84,75,68,76,7,3,367,55,139,116,85,115,16,4,532,155,225,177,117,137,13,3,821,26,18,4,3,13,3,0,61,5,17,4,4,4,0,0,32,244,388,302,205,259,27,6,1443,28,41,22,12,10,0,0,116,41,62,26,12,8,4,0,150,69,107,45,21,23,3,0,268,311,492,351,235,280,35,8,1714,515,428,199,126,100,23,3,1386,8,7,0,0,0,0,0,16,829,926,549,359,382,52,16,3118,75,172,154,121,160,22,8,700
LGA17350,0,0,6,3,3,0,0,17,0,0,3,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,7,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,7,7,0,0,28,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,11,7,11,0,0,36,0,4,6,5,9,0,0,28,8,24,14,9,18,3,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,30,15,18,26,3,0,107,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,11,0,3,5,3,3,0,0,12,15,39,18,23,27,3,0,119,34,34,19,7,5,3,0,106,0,0,0,0,0,0,0,0,49,68,40,30,36,7,0,223,0,4,14,12,11,0,0,40
LGA17400,0,3,0,3,3,0,0,9,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,3,7,4,0,0,21,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,8,3,7,4,0,0,21,3,8,3,3,0,0,0,20,0,0,0,0,0,0,0,0,10,14,6,8,4,0,0,41,3,15,4,4,11,0,0,37,4,15,13,12,10,0,0,50,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,13,34,16,13,19,0,0,93,3,5,3,0,4,0,0,16,5,9,0,0,0,0,0,11,6,12,5,0,8,0,0,29,20,44,23,18,28,0,0,118,43,48,29,13,16,3,3,159,0,0,0,3,0,0,0,5,57,96,50,30,46,8,3,284,3,15,3,5,12,0,0,40
LGA17420,27,79,61,55,98,45,27,392,4,16,14,8,14,4,3,56,0,3,3,0,0,4,0,8,0,0,3,0,3,0,0,9,27,97,76,65,114,54,28,467,0,3,3,4,9,3,0,22,0,0,0,0,0,0,0,0,0,4,3,4,9,3,0,19,27,101,85,69,121,56,28,488,7,14,7,11,13,11,6,74,0,0,0,0,0,0,0,4,39,116,88,80,138,66,35,563,102,276,266,193,304,173,94,1400,116,257,194,152,193,98,60,1058,10,4,3,3,4,0,3,35,3,4,4,6,8,0,0,30,227,546,462,351,504,274,150,2521,6,17,13,12,16,4,0,58,19,33,14,11,10,6,4,101,20,41,30,25,29,10,7,163,252,591,488,372,534,291,156,2680,167,178,128,84,119,79,37,788,8,6,3,3,6,0,0,22,427,774,621,462,649,367,195,3498,123,353,328,245,400,220,114,1788
LGA17550,22,49,46,48,64,16,6,262,6,28,24,13,24,12,6,112,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,11,30,83,77,67,90,24,18,387,0,7,7,3,5,0,0,19,0,0,3,0,0,0,0,9,0,5,10,3,4,0,0,33,35,90,83,71,95,29,15,421,20,20,21,14,26,10,3,118,0,0,3,3,0,0,0,10,58,110,105,90,124,37,21,543,45,144,143,115,197,52,18,717,159,381,274,174,237,71,21,1319,21,18,8,11,12,4,4,67,4,6,12,4,6,3,0,42,227,549,440,301,457,128,45,2141,16,32,30,11,20,10,0,114,38,59,33,21,21,4,3,185,46,93,65,31,48,14,3,300,272,643,501,333,499,138,46,2440,400,414,209,121,152,36,10,1351,7,16,4,4,4,3,0,33,684,1069,715,465,654,178,59,3817,66,199,194,169,262,66,30,976
LGA17620,0,8,6,10,6,0,0,40,0,3,4,0,3,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,16,6,9,0,0,51,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,15,16,6,12,0,0,52,3,3,3,0,3,0,0,19,0,0,0,0,0,0,0,0,6,15,17,8,11,7,0,73,13,26,14,17,23,0,0,90,19,51,38,20,31,3,0,159,0,0,0,3,4,0,0,13,0,0,0,0,0,0,0,0,27,79,52,36,57,3,0,255,0,7,9,8,3,0,0,30,11,8,3,0,3,0,0,24,11,16,13,8,9,0,0,53,41,98,66,41,62,3,0,311,57,63,28,13,14,0,0,171,0,3,0,3,0,0,0,8,97,163,97,53,75,8,0,493,14,36,26,19,29,6,0,130
LGA17640,0,3,9,3,0,0,0,10,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,4,0,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,4,3,0,0,17,0,0,3,5,4,0,0,10,0,0,0,0,0,0,0,0,0,8,11,7,7,0,0,29,3,12,0,7,7,3,0,29,10,20,15,13,10,0,0,69,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,15,28,22,19,22,3,0,105,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,14,28,20,17,23,3,0,115,30,19,15,9,3,0,0,84,0,0,0,0,0,0,0,3,47,51,38,31,28,6,0,202,3,15,6,8,9,3,0,42
LGA17650,4,8,7,7,4,0,0,28,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,11,7,4,0,0,39,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,14,11,7,4,0,0,38,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,4,14,14,11,10,0,0,51,9,13,11,9,3,3,0,36,3,19,14,7,16,0,0,59,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,13,27,26,17,17,3,3,103,0,3,3,3,3,0,0,10,0,3,4,0,0,0,0,9,0,7,8,3,4,0,0,23,16,38,32,15,23,3,0,127,15,25,26,3,10,3,0,81,0,0,0,0,0,0,0,0,28,65,58,23,31,8,0,209,12,15,15,13,7,3,0,66
