LGA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
LGA13910,..,3,0,8,0,8,..,7,0,10,0,10,..,9,0,9,0,9,..,13,0,13,0,13,..,7,4,5,0,5,..,0,0,0,0,0,..,0,0,0,0,3,..,39,4,40,0,43,..,36,3,36,0,36,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,10,0,10,0,10,..,9,0,9,0,9,..,24,3,26,4,30,..,8,0,8,0,8,..,7,0,7,0,11,..,26,0,27,0,27,..,0,0,0,0,0,..,47,0,46,0,46,..,15,0,21,0,21,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,5,0,5,..,0,0,0,0,0,..,57,13,69,5,71,..,540,84,625,12,632,..,45,3,52,1189,1237,16623,585,86,669,1200,18498
LGA14000,..,333,38,376,4,377,..,306,11,317,0,316,..,2246,75,2317,23,2341,..,538,35,572,0,577,..,1070,25,1097,7,1097,..,538,30,567,6,571,..,1732,102,1831,12,1840,..,6430,278,6708,43,6750,..,921,83,1007,20,1023,..,671,79,746,3,749,..,2364,903,3267,35,3295,..,26,0,23,0,23,..,48,0,48,0,48,..,1528,229,1760,11,1767,..,382,17,398,0,400,..,643,99,745,3,746,..,15,3,18,0,18,..,103,11,110,0,110,..,498,11,510,4,513,..,536,36,572,4,577,..,876,10,887,10,897,..,118,3,122,0,122,..,2033,63,2098,13,2111,..,1178,95,1273,12,1287,..,1110,37,1148,6,1153,..,289,85,371,3,379,..,121,3,125,0,125,..,460,102,560,3,568,..,3177,423,3603,91,3696,..,37610,6405,44017,360,44377,..,279,48,323,4795,5123,93165,37884,6456,44340,5162,142667
LGA14100,..,234,26,262,7,266,..,0,0,0,0,0,..,45,0,49,0,49,..,6,0,6,0,6,..,6,0,6,0,6,..,14,0,14,0,11,..,16,0,16,0,16,..,91,0,96,0,94,..,260,18,283,3,287,..,26,14,40,0,38,..,46,30,80,0,77,..,10,3,13,0,13,..,4,3,8,0,8,..,35,10,49,0,49,..,34,0,38,0,39,..,20,57,77,0,79,..,0,0,0,0,0,..,45,3,49,0,48,..,10,0,10,0,10,..,26,0,26,0,26,..,18,0,18,0,18,..,6,0,6,0,6,..,64,0,71,0,71,..,89,13,99,0,102,..,14,0,14,0,14,..,13,3,14,0,14,..,29,7,38,0,38,..,42,12,50,0,50,..,248,36,280,5,285,..,2238,452,2693,26,2723,..,79,13,89,658,754,10532,2320,463,2783,683,13999
LGA14170,..,3823,1500,5326,45,5370,..,543,31,572,4,580,..,892,50,935,5,942,..,114,16,129,0,133,..,110,0,108,0,110,..,103,3,108,0,114,..,2656,137,2792,23,2816,..,4420,240,4654,40,4691,..,4063,967,5026,43,5075,..,621,87,714,5,722,..,538,224,768,7,779,..,368,106,474,6,483,..,175,17,194,5,202,..,242,30,275,0,272,..,452,54,504,3,511,..,389,49,440,0,442,..,63,7,76,0,76,..,392,52,438,7,446,..,600,20,623,10,629,..,727,86,810,4,816,..,846,15,858,7,869,..,155,7,159,0,159,..,2332,116,2452,21,2470,..,2345,311,2654,29,2680,..,274,18,288,0,290,..,1019,461,1477,4,1480,..,490,121,609,0,609,..,2523,1180,3705,20,3723,..,4445,1068,5514,103,5614,..,41208,10045,51252,469,51719,..,389,76,465,12579,13041,117284,41595,10118,51710,13044,182043
LGA14200,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,30,5,29,0,29,..,4,0,9,0,9,..,9,8,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,48,0,47,0,46,..,5,0,5,0,5,..,81,3,85,6,90,..,0,0,0,0,0,..,133,6,139,6,144,..,12,0,13,0,13,..,0,0,0,0,0,..,16,3,15,0,15,..,0,0,0,0,0,..,22,10,29,0,29,..,101,21,122,5,127,..,434,66,508,12,517,..,35,0,40,1275,1312,14655,476,73,540,1284,16483
LGA14300,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,10,0,11,0,11,..,4,0,4,0,4,..,0,0,0,0,0,..,3,5,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,10,0,10,0,10,..,0,3,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,3,20,0,22,..,111,79,190,0,194,..,15,0,13,1326,1343,4759,124,86,203,1326,6295
LGA14350,..,11,5,10,0,10,..,4,0,4,0,4,..,14,0,9,0,9,..,8,0,13,0,13,..,5,0,11,0,11,..,4,0,4,0,4,..,10,0,7,0,7,..,47,4,52,0,52,..,16,0,16,0,16,..,3,0,3,0,3,..,0,4,8,0,8,..,3,0,3,0,3,..,8,3,15,0,15,..,0,0,0,0,0,..,6,4,7,0,7,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,20,0,20,0,20,..,9,0,9,0,9,..,38,0,38,0,38,..,10,0,10,0,10,..,70,0,70,0,69,..,27,3,29,0,33,..,0,0,0,0,0,..,17,10,27,0,24,..,0,0,0,0,0,..,8,0,8,0,11,..,108,12,125,6,124,..,543,92,635,14,651,..,94,9,103,2875,2979,25255,639,107,744,2887,28885
LGA14400,..,57,3,55,0,55,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,5,0,5,..,14,0,18,0,18,..,100,10,108,0,106,..,14,0,14,0,21,..,7,0,7,0,7,..,34,3,35,0,35,..,12,0,12,0,12,..,3,3,5,0,5,..,8,0,14,0,14,..,5,0,5,0,5,..,3,0,3,0,3,..,7,3,12,0,12,..,0,0,0,0,0,..,4,0,4,0,4,..,7,3,13,0,13,..,6,0,6,0,8,..,22,3,20,0,25,..,60,3,57,0,65,..,0,0,0,0,0,..,43,7,45,0,45,..,4,0,6,0,6,..,4,0,6,0,6,..,109,20,131,5,138,..,828,89,912,12,925,..,43,3,44,1282,1323,19210,864,89,957,1293,21464
LGA14500,..,377,26,399,0,403,..,101,0,98,0,98,..,836,17,859,3,864,..,352,20,375,3,374,..,262,0,262,0,262,..,159,3,164,0,165,..,384,23,414,3,414,..,2106,65,2170,14,2185,..,553,34,589,0,596,..,809,137,947,9,958,..,2241,689,2933,17,2951,..,26,0,31,0,27,..,10,0,6,0,6,..,1122,93,1217,17,1234,..,191,9,201,0,206,..,417,26,442,0,441,..,10,0,10,0,10,..,98,3,99,0,102,..,141,3,144,0,143,..,377,25,399,3,403,..,173,0,174,3,179,..,43,0,43,0,43,..,735,26,766,5,768,..,768,34,801,3,799,..,249,3,257,0,260,..,180,42,219,0,219,..,93,4,99,0,103,..,293,35,330,0,330,..,1906,247,2156,53,2212,..,27645,4884,32533,225,32752,..,227,28,251,3977,4226,81070,27871,4915,32784,4202,118053
LGA14550,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,6,0,6,..,23,0,22,0,23,..,15,0,15,0,15,..,15,0,15,0,15,..,3,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,10,0,10,0,10,..,3,0,3,0,3,..,14,0,14,0,14,..,11,0,11,0,11,..,0,0,0,0,0,..,8,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,48,6,56,4,55,..,215,23,230,8,240,..,34,0,31,790,822,7878,246,18,270,794,8940
LGA14600,..,8,0,8,0,8,..,0,0,0,0,0,..,5,0,5,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,7,0,7,..,17,0,13,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,14,0,14,..,0,0,0,0,0,..,15,0,15,0,15,..,0,0,0,0,0,..,27,3,28,0,28,..,7,0,4,0,4,..,4,0,3,0,3,..,4,3,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,12,0,12,..,113,17,133,3,134,..,14,0,17,673,694,5366,130,20,152,680,6194
LGA14650,..,286,22,311,3,310,..,82,11,90,0,89,..,219,15,229,0,231,..,97,10,109,3,108,..,85,4,89,0,89,..,84,7,96,0,92,..,105,12,114,0,117,..,666,56,726,8,734,..,493,48,538,14,551,..,107,15,121,0,121,..,125,45,175,3,177,..,444,61,504,9,514,..,46,4,46,0,46,..,47,4,53,0,52,..,236,20,259,0,261,..,95,12,105,0,106,..,220,9,229,6,231,..,102,11,107,3,114,..,135,8,137,4,143,..,98,8,108,0,109,..,253,7,257,3,266,..,52,3,55,0,55,..,534,26,564,10,576,..,360,32,391,3,399,..,113,15,129,0,134,..,208,59,270,7,273,..,24,3,25,0,25,..,118,34,151,0,152,..,1231,266,1500,49,1544,..,7590,1019,8611,140,8752,..,481,27,511,8011,8517,180098,8069,1046,9116,8153,197371
LGA14700,..,211,19,231,0,230,..,123,9,134,0,133,..,335,4,345,0,343,..,64,6,65,0,70,..,58,0,58,0,58,..,62,10,71,0,71,..,432,18,456,7,460,..,1074,49,1130,8,1137,..,284,16,306,5,309,..,338,93,438,0,438,..,242,82,325,7,331,..,49,4,46,0,46,..,5,0,5,0,5,..,367,47,412,6,415,..,161,9,163,0,163,..,157,10,166,0,166,..,4,0,4,0,4,..,53,5,62,0,62,..,128,0,130,3,133,..,121,9,130,0,133,..,163,0,163,3,164,..,37,0,37,0,37,..,449,12,456,3,463,..,424,37,455,0,457,..,85,3,89,0,89,..,123,32,154,3,156,..,37,0,38,0,38,..,111,18,125,0,125,..,1007,162,1161,29,1197,..,8249,1170,9416,98,9516,..,70,8,81,1555,1636,24896,8318,1179,9499,1653,36051
LGA14750,..,4,0,4,0,4,..,4,0,4,0,4,..,4,0,4,0,4,..,79,22,95,0,97,..,0,0,0,0,0,..,6,0,6,0,6,..,7,0,7,0,7,..,90,22,109,0,110,..,288,41,330,4,335,..,9,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,28,0,28,..,0,0,0,0,0,..,39,0,42,0,42,..,3,0,3,0,3,..,31,0,31,0,33,..,11,0,11,0,18,..,87,0,91,3,92,..,6,0,6,0,6,..,15,0,19,0,19,..,9,3,15,0,15,..,0,0,0,0,0,..,4,0,4,0,4,..,66,35,106,3,111,..,677,124,805,17,818,..,36,0,32,947,982,9366,712,126,836,960,11168
LGA14850,..,25,0,25,0,25,..,19,0,19,0,19,..,31,0,37,0,37,..,57,7,68,0,67,..,9,0,8,0,8,..,29,4,33,0,33,..,12,0,16,0,16,..,158,13,170,0,174,..,257,39,298,7,301,..,57,8,65,0,71,..,14,6,15,0,15,..,0,0,0,0,0,..,11,0,11,0,11,..,4,3,10,0,10,..,7,0,7,0,7,..,8,0,10,0,13,..,3,0,3,0,3,..,0,0,0,0,0,..,28,0,30,0,30,..,32,5,33,0,33,..,61,3,63,0,63,..,13,0,13,0,15,..,137,10,144,0,145,..,91,8,96,0,94,..,4,0,4,0,4,..,55,5,54,0,54,..,3,0,3,0,3,..,31,17,49,0,49,..,306,66,372,8,385,..,1739,218,1960,31,1989,..,150,17,168,3219,3384,37762,1889,243,2130,3242,43135
LGA14870,..,21,0,21,0,24,..,9,0,9,0,9,..,13,0,14,0,14,..,14,4,21,0,21,..,7,0,7,0,7,..,3,0,3,0,4,..,5,0,6,0,6,..,53,7,63,0,66,..,53,6,60,0,60,..,3,0,4,0,4,..,3,0,5,0,5,..,7,0,10,0,10,..,9,0,9,0,9,..,6,0,3,0,3,..,11,0,14,0,14,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,8,0,8,..,21,0,26,0,26,..,8,0,14,0,17,..,26,0,26,0,27,..,8,0,8,0,8,..,69,3,67,4,72,..,22,0,25,0,25,..,8,0,8,0,8,..,25,3,26,0,26,..,3,0,5,0,5,..,29,9,36,0,34,..,115,13,134,3,134,..,621,95,709,19,727,..,65,3,70,2385,2456,17905,682,103,786,2401,21090
LGA14900,..,2594,370,2963,26,2993,..,865,75,941,7,945,..,7664,391,8058,87,8142,..,840,108,942,11,958,..,306,10,316,3,324,..,1841,121,1967,22,1986,..,1826,140,1963,13,1976,..,13348,837,14183,142,14329,..,3828,661,4486,47,4534,..,97,9,100,0,100,..,143,69,211,0,215,..,1807,281,2093,22,2117,..,618,34,649,14,661,..,448,149,602,6,603,..,733,144,883,6,885,..,231,36,269,3,270,..,1769,150,1921,47,1963,..,3792,1131,4925,67,4997,..,1027,38,1068,5,1070,..,791,81,877,5,885,..,2313,65,2377,24,2401,..,240,41,280,8,284,..,4379,228,4604,42,4644,..,4340,813,5146,51,5195,..,861,72,929,7,935,..,413,134,550,5,549,..,1391,230,1626,10,1632,..,6800,3124,9921,53,9974,..,14059,3283,17340,305,17643,..,85989,18954,104944,1145,106090,..,595,188,787,12939,13725,84511,86587,19141,105725,14089,204326
LGA14920,..,0,0,0,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,14,0,14,0,14,..,4,0,4,0,4,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,17,0,17,..,85,3,83,3,87,..,18,0,18,672,688,6910,99,5,109,672,7687
LGA14950,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,7,0,7,..,4,3,9,0,9,..,32,13,37,4,41,..,4,0,7,251,264,2821,33,14,46,257,3119
LGA15050,..,60,4,57,0,59,..,42,10,52,0,52,..,84,8,87,0,87,..,111,6,123,0,123,..,22,0,21,0,21,..,62,3,67,0,67,..,61,7,65,0,65,..,389,34,421,0,422,..,85,14,94,3,98,..,28,0,24,0,24,..,23,12,37,3,38,..,17,0,17,0,17,..,13,0,12,0,12,..,3,0,3,0,3,..,85,11,93,0,90,..,33,4,40,0,40,..,42,0,40,0,40,..,18,3,22,0,18,..,82,0,82,0,82,..,29,3,34,0,34,..,158,3,160,7,163,..,26,3,23,0,23,..,290,10,305,7,305,..,119,6,121,0,121,..,37,0,38,0,38,..,41,16,60,0,61,..,7,3,9,0,9,..,58,19,73,0,73,..,585,114,701,17,722,..,2612,403,3017,45,3065,..,152,12,163,3686,3849,70392,2767,415,3178,3732,77305
LGA15240,..,70,3,68,0,70,..,18,0,18,0,18,..,28,0,28,0,28,..,44,3,49,0,49,..,13,0,14,0,14,..,13,0,13,0,13,..,33,4,35,0,35,..,154,7,159,0,162,..,128,8,133,3,137,..,47,4,47,0,47,..,23,17,45,0,45,..,3,0,3,0,3,..,38,0,36,0,36,..,8,3,11,0,11,..,37,0,38,0,38,..,17,0,22,0,22,..,0,0,0,0,0,..,16,3,21,0,21,..,52,0,52,0,52,..,32,4,36,0,36,..,94,0,94,0,94,..,16,0,16,0,16,..,198,7,199,0,199,..,97,14,107,0,107,..,10,0,12,0,12,..,59,12,74,3,77,..,5,0,5,0,5,..,26,3,37,3,40,..,364,60,424,22,449,..,2091,207,2298,64,2362,..,229,10,243,6051,6292,81652,2327,220,2539,6107,90303
LGA15270,..,17,3,24,0,24,..,8,0,6,0,6,..,6,0,6,0,6,..,15,8,21,0,21,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,10,0,10,..,41,4,43,0,43,..,33,3,41,3,40,..,8,0,3,0,3,..,7,8,11,0,11,..,0,0,0,0,0,..,21,0,21,0,21,..,0,0,0,0,0,..,16,0,16,0,16,..,3,0,3,0,3,..,8,0,8,0,8,..,3,0,3,0,3,..,11,0,15,0,15,..,5,0,5,0,5,..,33,0,33,0,33,..,3,0,3,0,3,..,51,0,54,0,57,..,36,4,41,0,41,..,0,0,0,0,0,..,20,3,25,0,30,..,0,0,0,0,0,..,17,6,26,0,26,..,101,17,123,0,121,..,564,81,641,12,651,..,57,3,60,2318,2380,21047,619,82,701,2333,24076
LGA15300,..,4,0,8,0,8,..,3,0,3,0,3,..,20,0,22,0,22,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,4,0,4,..,6,0,6,0,6,..,48,0,47,0,47,..,15,0,15,0,15,..,0,3,3,0,3,..,0,3,8,0,8,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,8,0,8,0,8,..,24,7,25,0,25,..,11,0,11,0,11,..,0,0,0,0,0,..,25,0,25,0,27,..,8,0,8,0,8,..,48,0,48,0,46,..,7,0,7,0,7,..,15,5,24,0,24,..,4,8,8,0,13,..,3,0,3,0,3,..,8,0,8,0,8,..,88,13,95,0,96,..,398,53,455,7,465,..,51,7,61,1559,1621,11075,455,64,515,1564,13159
LGA15350,..,156,3,159,3,164,..,25,0,25,0,25,..,72,3,73,0,73,..,8,0,8,0,8,..,9,0,9,0,9,..,16,0,21,0,21,..,107,4,116,0,114,..,246,6,251,3,254,..,224,18,245,0,250,..,180,27,203,0,209,..,68,27,92,0,92,..,16,3,26,0,26,..,3,0,3,0,3,..,71,0,71,0,74,..,70,5,77,0,77,..,120,8,128,0,128,..,3,0,3,0,3,..,30,0,32,0,34,..,31,0,31,0,31,..,41,4,50,0,50,..,69,0,68,0,74,..,14,0,14,0,14,..,157,6,164,0,161,..,305,20,324,8,332,..,22,0,22,0,22,..,74,8,82,0,83,..,28,6,36,0,36,..,44,9,49,0,50,..,501,45,548,10,555,..,3868,398,4268,42,4306,..,73,9,78,1898,1979,22190,3945,401,4348,1938,28475
LGA15520,..,8,0,14,0,14,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,6,0,6,..,6,0,6,0,6,..,3,0,3,0,3,..,16,0,16,0,16,..,32,5,35,0,35,..,37,3,38,0,38,..,0,7,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,18,4,16,3,19,..,0,0,0,0,0,..,17,0,17,0,17,..,3,0,3,0,3,..,39,4,36,3,37,..,11,0,10,0,10,..,0,0,0,0,0,..,17,3,19,0,19,..,0,0,0,0,0,..,4,0,4,0,4,..,31,6,44,4,43,..,250,36,286,6,288,..,30,0,30,876,900,10488,274,36,314,877,11680
LGA15560,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,13,0,13,0,13,..,13,0,15,0,16,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,4,0,4,0,4,..,16,0,16,0,16,..,4,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,27,3,27,0,30,..,110,18,125,3,126,..,5,0,5,395,399,3309,116,18,128,398,3836
