LGA_CODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
LGA16100,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,23,32,5,4,3,3,0,5,0,74,0,0,0,0,0,0,0,0,0,0,9,5,6,4,0,0,5,4,0,32,8,6,8,3,6,9,5,0,0,41,82,16,191,17,6,8,82,36,11,456,3,0,4,0,0,0,3,4,0,17,5,0,0,0,0,0,5,11,0,23,0,0,0,0,0,0,0,0,0,3,16,0,0,3,0,3,9,3,3,35,162,79,218,32,19,24,115,58,21,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
LGA16150,0,6,0,0,0,0,0,0,0,6,12,70,0,0,3,0,0,3,0,90,62,184,13,5,14,13,8,4,3,299,3,6,0,0,0,0,0,0,0,17,20,56,3,4,7,3,0,0,0,90,11,21,0,0,4,0,0,0,0,35,189,715,74,60,60,48,24,37,10,1215,0,3,0,0,0,0,0,0,0,4,57,67,30,37,22,24,16,11,3,274,99,78,97,58,39,20,19,29,3,450,355,86,1464,138,112,137,346,283,30,2957,18,5,12,8,11,18,14,16,6,116,30,12,10,22,15,20,27,21,5,152,13,10,4,4,0,8,6,12,0,55,19,8,27,20,4,19,35,37,15,182,883,1320,1741,356,289,305,495,464,82,5945,0,4,0,0,0,0,0,0,0,7,3,37,4,3,3,0,0,0,0,52,41,244,3,10,33,3,0,7,3,342,0,16,0,0,0,0,0,0,0,13
LGA16200,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,21,18,3,0,3,0,0,0,0,42,4,0,0,0,0,0,0,0,0,3,4,13,0,0,0,0,0,0,0,20,8,5,3,0,0,0,0,0,0,13,65,125,18,19,10,4,5,9,4,253,0,0,0,0,0,0,0,0,0,0,16,27,9,13,3,3,6,3,0,72,39,15,21,12,11,8,11,7,3,127,227,32,468,35,37,39,208,97,20,1159,5,0,6,0,6,5,10,8,0,40,16,3,9,5,0,4,17,10,0,59,5,0,4,0,0,0,0,0,0,11,17,3,5,3,0,11,23,11,9,85,416,247,547,86,62,79,280,147,39,1903,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,12,35,0,0,6,0,0,0,0,60,0,0,0,0,0,0,0,0,0,4
LGA16260,18,63,6,3,5,0,3,0,0,98,96,697,12,8,20,7,5,3,3,863,1590,4451,417,195,891,459,251,219,110,8587,52,162,11,3,19,12,19,6,0,286,139,415,38,28,80,24,26,15,5,759,41,85,13,11,19,3,7,4,3,186,2797,8359,1349,699,1391,912,725,709,264,17205,4,5,9,0,3,3,4,8,0,34,519,479,489,208,229,183,225,174,46,2551,606,581,662,289,341,255,262,237,63,3306,1091,439,3642,405,509,393,648,663,150,7950,37,31,45,38,37,29,44,39,5,298,132,123,126,82,88,100,112,90,20,864,107,237,106,47,51,61,52,56,18,734,97,148,131,36,58,52,85,94,103,803,7329,16272,7047,2066,3745,2484,2460,2324,795,44517,12,62,3,3,10,0,0,0,0,90,47,473,14,16,21,10,0,0,7,584,797,3565,137,369,1206,354,36,118,95,6674,32,129,6,6,33,5,0,7,7,229
LGA16350,4,14,0,0,4,0,0,0,0,22,20,146,8,4,7,3,4,3,0,186,278,754,70,70,167,58,69,34,12,1512,16,22,3,3,3,5,4,0,0,55,52,134,15,23,23,14,3,6,0,266,29,53,3,16,8,3,4,0,0,117,794,2134,375,389,420,207,278,210,57,4875,4,10,3,6,3,0,3,0,0,32,332,364,257,230,154,89,140,76,26,1658,494,419,478,358,283,153,210,139,50,2586,1667,609,7611,665,901,655,2230,1473,274,16087,49,28,56,48,34,53,86,91,3,458,137,69,132,90,103,86,210,132,21,978,55,57,54,34,33,26,80,78,16,431,76,38,150,51,51,48,234,135,118,904,4013,4850,9215,1976,2190,1402,3563,2378,585,30168,4,25,0,0,4,0,0,0,0,43,15,116,3,3,10,0,0,0,0,141,179,1089,23,86,211,56,14,24,18,1697,10,47,0,3,12,7,0,0,0,72
LGA16380,0,9,0,0,0,0,0,0,0,6,14,64,0,0,0,0,0,0,0,83,95,215,18,14,19,8,3,3,4,376,3,15,0,0,0,0,0,0,0,18,23,106,8,4,0,0,3,3,3,156,13,24,0,5,0,0,0,0,0,44,282,1137,72,105,71,39,26,28,14,1779,0,4,0,0,0,0,0,0,0,7,131,169,66,57,42,34,19,25,7,548,148,151,130,125,67,69,30,36,9,751,674,189,2478,348,194,307,494,626,71,5372,9,9,25,16,14,25,27,44,0,172,45,17,29,34,12,45,36,50,3,272,11,22,15,6,8,7,3,16,0,88,42,24,67,28,17,29,51,62,41,362,1488,2154,2900,745,453,563,678,889,160,10031,0,18,0,0,0,0,0,0,0,21,3,44,0,0,3,0,0,0,0,50,60,310,4,24,16,3,0,0,3,428,0,11,0,0,4,0,0,0,0,16
LGA16400,0,9,0,0,0,0,0,0,0,9,14,51,0,0,0,0,0,0,0,63,89,146,10,9,15,0,5,7,6,293,0,3,0,0,0,0,0,0,0,8,28,50,7,7,3,0,0,0,0,100,12,15,3,3,7,0,0,0,0,38,245,634,91,66,73,37,21,35,11,1208,0,3,3,0,0,0,0,0,0,4,105,156,118,48,46,21,18,18,11,537,179,148,193,87,62,31,45,31,15,799,636,225,2950,293,183,168,689,506,96,5753,25,8,19,24,14,22,32,32,3,179,44,21,42,31,6,29,44,49,7,267,10,11,20,8,3,3,10,16,0,93,26,18,47,23,17,20,58,55,27,294,1416,1498,3507,610,421,339,930,750,178,9634,3,12,0,0,0,0,0,0,0,12,11,34,0,0,8,0,0,0,0,52,63,194,9,12,27,3,0,0,0,309,3,11,0,0,0,0,0,0,0,15
LGA16490,0,5,0,0,0,0,0,0,0,8,52,146,5,0,9,3,0,0,3,224,391,381,27,43,108,28,14,10,31,1028,6,18,0,0,3,0,0,0,3,31,79,105,11,10,31,0,3,0,6,244,35,29,3,7,8,0,0,0,5,97,549,935,117,125,199,82,35,63,44,2148,3,0,0,0,0,0,0,6,0,16,166,154,94,80,74,30,20,23,9,651,206,181,169,122,119,53,35,38,20,951,585,183,1998,243,254,157,349,345,83,4198,8,12,19,23,16,7,11,28,0,123,42,35,22,24,24,21,16,20,3,210,19,26,9,8,10,5,11,8,4,102,29,24,42,13,19,11,30,44,29,241,2179,2244,2511,700,872,400,533,586,226,10261,3,7,0,0,4,0,0,0,0,14,43,85,0,0,19,0,0,3,3,158,229,401,10,48,86,17,0,7,22,816,9,23,0,3,5,0,0,0,0,40
LGA16550,7,39,0,0,5,0,0,0,0,54,117,986,21,3,14,3,5,7,13,1168,971,2011,112,92,261,130,60,55,64,3751,40,51,0,4,9,8,5,0,0,117,118,305,15,15,35,16,8,4,3,521,42,51,3,10,20,0,4,3,4,129,2104,5133,511,502,735,573,225,284,146,10215,6,6,8,0,0,3,3,4,0,30,335,389,216,143,112,121,58,59,23,1447,355,349,264,207,151,144,54,112,28,1657,700,294,2786,354,267,205,345,462,100,5507,21,19,17,28,15,20,20,20,3,169,70,69,75,62,57,83,39,50,5,508,60,108,54,19,19,31,22,24,14,348,67,77,73,50,30,42,49,50,78,502,5008,9890,4159,1482,1731,1378,882,1132,472,26131,15,63,0,5,9,0,0,0,0,93,80,728,8,8,29,7,0,0,7,866,734,2385,51,158,468,168,6,32,50,4047,24,81,0,4,19,3,0,3,3,142
LGA16610,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,12,27,0,0,0,0,0,0,0,43,0,5,0,0,0,0,0,0,0,5,3,9,4,0,0,0,0,0,0,20,3,4,0,0,0,0,0,0,0,5,49,130,8,24,9,9,3,14,3,256,0,0,0,0,0,0,0,0,0,0,21,22,6,15,6,6,5,9,0,89,30,10,16,27,13,5,3,7,0,119,196,31,637,61,47,60,191,276,37,1544,6,0,9,3,0,10,11,30,0,66,13,6,8,8,5,5,10,25,3,89,0,0,0,0,0,0,3,4,0,15,9,6,13,7,3,13,24,38,19,130,368,256,699,149,88,109,253,406,59,2394,0,5,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,7,11,32,0,0,3,0,0,0,0,46,0,3,0,0,0,0,0,0,0,3
LGA16650,3,19,0,0,0,0,0,0,0,29,33,224,5,6,6,0,3,0,0,288,427,1094,173,102,229,168,85,182,30,2487,14,44,4,9,7,5,10,7,0,100,44,145,12,12,19,6,4,16,4,262,16,23,4,5,11,0,3,0,3,69,1028,2629,597,383,567,431,341,573,107,6664,6,5,3,5,0,7,3,0,0,27,269,246,279,121,108,93,126,108,25,1374,325,266,413,170,160,180,136,164,25,1831,491,215,2181,245,267,198,484,419,85,4588,25,13,23,25,22,28,24,21,0,182,62,47,75,49,60,56,67,70,7,500,66,64,53,17,28,23,51,54,5,365,58,51,101,36,28,29,90,100,76,566,2863,5090,3923,1181,1522,1230,1424,1716,374,19324,0,17,0,0,3,0,0,0,0,21,19,134,3,3,14,0,0,0,0,174,289,1205,52,179,375,170,8,79,31,2380,13,40,0,6,10,3,0,0,6,81
LGA16700,7,26,4,0,3,3,0,0,0,45,81,497,6,3,14,7,3,4,0,622,847,2219,196,82,362,200,71,67,44,4090,32,53,7,4,10,8,0,0,0,112,90,214,11,12,26,12,11,5,4,388,31,47,6,3,9,3,0,0,0,100,1733,4482,680,331,755,506,213,284,144,9131,0,3,3,0,3,0,0,0,0,21,289,340,261,93,105,104,58,67,23,1344,337,348,328,135,139,125,65,103,16,1594,581,267,1931,219,247,229,280,298,67,4115,26,20,23,11,23,18,3,22,3,145,71,63,51,51,40,53,35,47,4,414,69,119,54,24,31,14,19,27,10,357,53,66,56,31,25,21,35,46,69,392,4230,8742,3620,1000,1787,1327,796,979,388,22873,8,36,0,0,3,3,0,0,0,56,33,331,7,11,16,4,0,4,0,404,546,2203,64,162,658,175,3,39,48,3894,18,77,3,8,18,3,0,0,0,130
LGA16900,0,8,0,0,0,0,0,0,0,8,8,45,0,0,0,0,0,0,0,58,77,138,10,8,19,6,0,4,4,274,3,6,0,0,0,0,0,0,0,10,14,69,3,3,8,0,7,0,0,105,14,11,0,0,3,0,0,0,0,29,210,612,103,95,77,47,25,39,14,1223,3,3,0,0,0,0,0,0,0,8,92,116,102,80,29,28,18,25,9,506,162,155,226,150,66,50,58,56,12,937,533,162,3050,287,204,213,874,600,103,6024,12,12,23,24,10,22,31,30,0,158,39,21,35,43,23,20,70,51,11,299,20,22,16,15,6,10,19,17,3,124,16,24,60,20,5,23,48,65,32,297,1191,1400,3629,737,448,413,1150,899,196,10061,0,13,0,0,0,0,0,0,0,19,3,26,0,0,0,0,0,0,0,31,58,233,5,16,32,8,0,0,3,356,3,13,0,0,0,0,0,0,0,13
LGA16950,0,8,0,0,0,0,0,0,0,11,17,64,0,3,3,0,0,4,0,89,103,260,17,18,16,8,3,4,7,444,8,6,0,0,0,0,0,0,0,16,19,132,10,4,7,4,0,4,5,195,15,17,3,3,4,0,0,0,0,39,328,988,116,131,66,50,23,69,26,1789,4,0,4,0,0,3,0,0,0,15,179,177,133,100,41,29,26,37,13,730,187,162,214,174,77,47,37,61,18,971,906,259,3668,472,201,351,602,765,121,7337,22,16,28,35,17,33,23,52,0,229,31,30,56,49,17,29,42,70,6,340,9,23,30,8,4,15,17,14,3,128,50,30,73,26,5,30,70,84,37,413,1886,2177,4359,1027,457,585,844,1171,233,12744,0,11,0,3,3,0,0,0,0,21,6,48,0,0,3,0,0,0,0,57,90,357,4,33,34,9,0,9,3,540,0,21,0,0,4,0,0,0,0,30
LGA17000,0,4,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,12,36,53,3,0,4,0,0,3,0,105,0,3,0,0,0,0,0,0,0,3,8,15,0,0,4,0,3,0,0,32,4,8,0,0,0,0,0,0,0,15,121,222,39,24,15,8,14,5,4,450,0,0,0,0,0,0,0,0,0,0,43,39,44,15,13,4,16,7,6,181,54,44,69,19,14,4,36,4,0,258,237,58,1205,107,44,52,635,147,57,2545,6,3,17,7,0,4,19,17,0,68,17,3,15,8,4,4,25,8,3,92,10,3,4,5,0,0,6,4,0,30,10,7,15,11,0,3,40,15,9,113,558,461,1414,198,102,85,802,211,79,3915,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,27,63,0,0,6,0,5,0,0,104,0,3,0,0,0,0,0,0,0,4
LGA17040,0,0,0,0,0,0,0,0,0,3,6,16,0,0,0,0,0,0,0,28,43,51,4,3,10,0,0,6,4,120,0,3,0,0,0,0,0,0,0,4,13,23,3,4,5,0,0,0,0,49,9,7,0,0,0,0,0,0,0,21,158,238,29,36,25,10,7,21,3,543,0,0,0,0,0,0,0,0,0,3,50,34,21,23,15,8,3,17,0,172,67,29,40,29,6,17,8,18,6,216,373,46,779,107,55,91,198,221,27,1905,15,3,12,5,3,5,7,17,0,63,25,8,9,9,3,3,12,11,0,93,9,5,5,5,3,4,0,7,0,37,30,3,24,16,3,15,33,28,15,165,804,460,938,249,131,165,280,343,62,3413,0,3,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,0,11,38,90,5,3,10,0,0,3,4,153,0,6,0,3,3,0,0,0,0,10
LGA17080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,19,3,0,6,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,3,11,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,3,0,10,79,113,12,11,4,3,11,32,0,269,0,0,0,0,0,0,0,0,0,0,39,15,12,6,3,7,7,4,0,91,28,15,22,17,8,0,8,12,0,106,177,40,505,34,29,16,187,113,16,1125,5,0,4,0,0,0,5,8,0,27,15,14,9,0,5,0,20,10,0,70,0,0,3,0,0,0,6,3,0,10,18,9,13,4,0,3,35,29,6,115,383,231,582,82,59,31,278,213,31,1888,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,12,29,0,0,6,0,0,0,0,48,0,3,0,0,0,0,0,0,0,9
LGA17100,3,16,0,3,0,0,0,0,3,18,14,144,0,3,3,3,0,0,3,173,253,812,67,37,170,108,39,51,29,1564,8,32,0,0,10,4,0,0,3,58,25,57,8,8,11,3,5,5,3,122,3,10,0,0,3,4,0,0,0,15,505,1769,262,147,278,224,148,205,67,3616,0,0,0,3,0,0,0,0,0,10,72,75,93,27,32,31,43,39,15,430,96,81,108,58,50,52,41,54,9,543,134,45,503,68,47,61,84,80,17,1030,10,5,9,7,3,9,3,10,0,50,22,10,20,8,9,24,15,11,0,122,30,60,23,5,11,13,13,12,9,166,16,29,22,10,11,5,13,20,31,149,1185,3136,1125,385,628,534,426,486,182,8074,0,6,0,0,7,0,0,0,0,15,6,90,0,0,0,0,0,0,0,97,112,554,35,74,187,74,6,27,19,1088,3,16,0,6,11,0,0,0,4,39
LGA17150,17,23,0,0,4,0,3,0,0,52,58,393,8,3,10,0,0,5,5,483,954,1485,91,75,205,87,29,26,48,3009,26,54,4,9,6,0,0,0,3,112,157,382,28,37,59,16,10,3,6,692,71,59,12,17,28,8,6,0,3,198,2558,5072,518,625,784,478,177,207,135,10545,5,5,10,7,4,10,0,3,0,48,795,787,431,374,242,230,88,95,31,3061,939,766,629,456,351,301,130,143,49,3770,2733,925,8536,782,936,815,1202,1248,274,17462,66,49,50,45,43,36,43,45,7,390,212,161,167,109,142,121,131,114,17,1182,92,138,69,22,45,28,29,32,10,464,131,126,107,55,53,83,70,78,122,820,8826,10428,10655,2615,2907,2224,1915,1999,709,42275,12,58,0,3,5,0,0,0,0,80,51,288,7,5,17,6,0,0,5,372,519,2022,42,117,279,72,4,11,32,3106,10,84,0,10,12,0,0,0,0,119
LGA17200,26,66,0,4,3,7,0,0,0,105,176,1378,14,11,36,3,0,0,18,1635,1969,4714,259,224,669,339,74,131,142,8527,40,141,4,8,16,9,0,0,4,219,275,710,41,45,87,30,7,10,10,1216,86,146,13,13,22,8,0,3,5,307,4341,11754,1227,1186,1711,1190,308,879,324,22922,9,13,12,4,5,3,0,9,0,61,568,692,459,311,191,255,69,180,36,2764,657,769,705,454,303,297,81,297,56,3630,801,541,2476,492,348,313,196,391,81,5642,51,47,51,38,37,42,12,24,0,299,164,158,67,87,65,93,37,71,13,752,107,230,85,47,36,47,20,54,19,640,127,175,127,81,41,50,47,109,155,910,9403,21532,5545,2998,3570,2695,843,2160,863,49610,20,87,0,4,10,4,0,0,0,131,119,1010,15,12,32,3,0,0,8,1202,1576,4532,152,395,1053,376,20,79,96,8279,41,130,3,9,30,9,0,3,3,226
LGA17310,0,0,0,0,0,0,0,0,0,0,5,57,0,0,5,0,0,0,0,65,60,137,7,4,9,9,0,12,0,241,3,6,0,0,0,0,0,0,0,7,13,80,9,0,6,0,3,0,0,112,9,20,3,0,0,0,0,3,0,31,245,700,61,86,50,31,28,68,15,1285,3,0,3,0,0,3,0,0,0,5,129,120,56,48,26,24,24,27,6,453,151,122,94,90,37,23,16,60,9,603,665,174,2130,178,172,174,503,525,72,4595,18,8,19,10,8,21,25,38,3,150,39,12,36,16,8,27,46,48,3,230,17,3,9,5,10,13,6,36,3,103,44,15,72,11,9,25,65,89,34,368,1399,1456,2495,453,339,340,723,915,143,8259,0,9,0,0,0,0,0,0,0,10,3,34,0,0,0,0,0,0,0,38,43,237,9,9,18,7,0,6,4,333,0,8,0,0,0,0,0,0,0,10
LGA17350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,23,66,8,0,3,4,3,3,0,113,0,0,0,0,0,0,0,0,0,0,7,8,6,3,0,0,0,0,0,37,14,5,3,10,0,0,0,3,0,35,129,13,189,15,6,19,55,47,6,481,4,0,4,3,0,3,0,5,0,17,8,0,0,0,0,0,3,5,0,23,0,0,0,0,0,0,0,0,0,0,13,0,5,0,0,3,3,4,3,42,217,113,218,32,16,27,68,64,11,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,3
LGA17400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,36,31,0,4,8,0,4,9,0,90,0,0,0,0,0,0,0,0,0,0,16,3,3,3,0,3,0,0,0,28,15,10,9,7,0,0,0,6,0,51,75,12,147,19,9,13,51,63,9,386,11,0,3,0,0,3,3,8,0,30,15,0,0,0,0,6,4,0,0,22,3,3,0,0,0,0,0,0,0,4,9,0,8,0,0,0,10,11,3,53,177,73,164,38,22,27,75,103,19,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
LGA17420,20,41,3,3,7,3,0,0,0,71,74,405,6,3,25,5,4,3,3,525,1327,2201,193,69,338,163,63,40,60,4465,56,87,3,0,8,3,3,0,4,165,160,247,28,18,49,18,10,6,10,542,53,50,7,10,12,3,0,3,0,140,2694,5050,587,350,851,538,222,226,163,10689,9,6,3,4,3,4,0,4,0,31,646,589,309,157,186,180,92,73,37,2256,623,525,347,193,225,209,89,91,32,2328,1548,523,3696,287,396,497,491,539,151,8125,44,25,29,23,24,38,22,23,0,227,202,112,82,57,63,109,61,70,13,773,92,126,62,11,21,41,26,27,19,422,110,96,88,27,42,49,49,42,73,577,7646,10090,5432,1208,2256,1865,1134,1143,561,31333,21,46,0,0,12,0,0,0,0,78,27,273,8,4,21,3,0,0,4,341,558,1988,66,129,497,117,3,13,47,3424,30,75,0,3,18,3,0,0,0,129
