LGA_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
LGA10050,0,0,0,0,5,0,3,5,0,13,3,3,0,28,5,8,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,5,13,5,9,3,3,0,45,0,4,4,5,3,0,0,0,0,11,0,0,0,8,3,6,9,0,0,20,0,0,0,7,3,0,0,0,0,10,3,18,15,133,65,52,54,38,19,396,79,180,242,471,253,251,212,147,72,1911,1689,3208,3308,6168,3169,3045,2328,1251,490,24662,0,0,0,3,0,0,0,0,0,3,1442,2795,3018,5171,2718,2646,1965,1155,605,21514,3,3,3,32,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,7,3,3,0,0,0,19,0,0,0,0,0,0,4,0,0,6
LGA10130,0,0,0,0,0,0,0,0,0,0,0,3,4,9,4,3,0,0,0,30,0,0,0,14,0,0,0,0,0,16,0,3,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,8,18,13,14,11,5,0,73,0,0,0,17,0,0,0,0,0,24,0,3,0,3,0,0,3,0,0,13,0,0,0,4,4,0,0,0,0,8,15,32,40,132,31,21,18,13,0,301,47,92,231,259,162,155,121,78,26,1168,844,1833,2629,3165,1772,1713,1344,705,220,14227,0,0,0,0,0,0,0,0,0,0,741,1604,2231,2455,1455,1466,1101,698,348,12102,0,3,0,21,3,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,5,3,0,0,31,0,0,0,3,0,0,0,0,0,7
LGA10250,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,4,0,9,8,0,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,4,12,12,11,15,0,0,64,0,0,0,4,3,0,0,0,0,12,0,0,0,9,0,0,9,0,3,19,0,3,0,0,0,3,3,0,0,13,0,6,3,51,25,35,39,18,7,192,50,141,133,277,232,264,212,140,83,1529,1074,2565,2032,3940,2701,3036,2699,1437,655,20127,0,0,0,0,0,0,0,0,0,0,919,2059,1729,3409,2370,2725,2155,1357,821,17552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,0,0,0,16,6,4,5,0,0,41,0,0,0,3,0,3,5,4,0,11
LGA10300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,3,11,19,28,21,29,18,14,3,150,80,172,154,241,156,194,119,59,12,1177,0,0,0,0,0,0,0,0,0,0,66,147,89,207,119,147,72,50,14,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA10470,0,0,0,0,4,3,0,4,0,12,0,3,0,5,11,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,6,5,3,0,0,0,35,0,3,4,22,7,0,0,0,0,38,0,0,0,0,3,3,4,0,0,9,0,0,0,3,3,0,3,0,0,8,4,7,11,42,23,30,24,17,4,166,63,126,257,329,196,210,194,100,52,1531,1339,2883,3122,5213,2572,2477,1917,882,293,20695,0,0,0,4,0,0,0,0,0,4,1140,2481,2595,4054,2149,2032,1487,852,412,17206,0,3,0,10,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,3,4,10,10,3,5,0,0,32,0,0,0,0,3,0,0,0,0,3
LGA10550,0,0,0,0,0,7,0,5,0,13,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,9,7,5,17,3,0,59,0,0,0,3,0,0,0,0,0,8,0,0,0,4,10,4,9,3,0,27,0,0,0,0,0,0,3,0,0,6,0,5,3,23,25,31,42,39,9,170,44,112,117,242,228,290,224,144,40,1425,757,1944,1534,2651,2201,2988,2561,1243,373,16252,0,0,0,0,0,0,0,0,0,0,669,1689,1302,2395,1891,2413,1788,899,423,13479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,10,3,8,0,0,0,30,0,0,0,0,0,3,0,0,0,9
LGA10600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,4,6,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,16,14,10,9,9,0,60,12,62,44,81,75,93,67,42,14,482,303,791,589,1093,825,1081,864,443,135,6123,0,0,0,0,0,0,0,0,0,0,288,723,475,952,781,886,618,347,163,5225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,13,0,0,0,3,0,0,0,0,0,7
LGA10650,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,3,4,4,0,28,28,50,49,99,46,70,83,57,13,481,249,495,408,776,447,645,713,381,133,4224,0,0,0,0,0,0,0,0,0,0,201,430,302,658,390,535,509,283,139,3441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA10750,0,0,0,46,36,56,63,49,20,270,19,129,215,1192,437,344,193,62,12,2597,3,3,11,57,10,12,11,0,0,117,3,24,39,78,19,13,7,0,0,178,0,0,8,13,20,22,20,11,0,86,3,6,46,216,182,113,69,24,0,666,17,77,95,123,53,41,12,3,0,424,3,4,15,152,105,101,35,5,8,434,0,0,0,9,10,12,14,16,5,66,0,9,43,54,35,17,0,0,0,157,56,455,934,2429,1421,1155,707,375,108,7643,674,1125,1177,2615,1240,1040,740,359,147,9125,13683,25722,23836,51097,20854,16412,10388,4330,1248,167574,3,31,175,536,170,145,54,12,3,1139,11993,19354,14988,22137,8564,6485,4321,2093,829,90763,20,80,75,756,147,71,14,5,0,1176,0,3,10,66,57,54,34,18,3,247,0,0,7,47,15,8,4,0,0,91,0,15,30,61,20,19,3,3,0,155,0,3,4,91,73,72,74,20,13,340
LGA10800,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,3,0,11,13,37,36,73,45,62,48,40,22,378,167,435,306,637,358,452,331,204,76,2971,0,0,0,0,0,0,0,0,0,0,164,388,243,523,278,328,237,187,86,2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA10850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,0,14,7,23,31,58,58,55,38,24,11,311,235,540,394,729,521,526,393,210,67,3613,0,0,0,0,0,0,0,0,0,0,201,482,359,719,424,399,297,170,84,3128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA10900,0,0,0,4,6,7,8,0,0,27,0,0,0,8,10,10,4,5,0,36,0,3,3,0,3,0,0,0,0,12,0,0,9,21,0,3,3,0,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,3,0,11,3,14,16,40,40,36,40,14,0,194,0,3,16,40,0,0,0,0,0,57,0,0,0,3,12,14,23,4,4,62,0,0,0,9,4,7,0,0,0,18,3,26,26,127,110,116,143,69,33,650,77,175,154,420,293,337,299,131,42,1930,2167,5056,4335,8016,5215,5547,4392,1846,554,37119,0,0,0,0,0,0,0,0,0,0,1973,4453,3624,7018,4168,4437,3141,1439,705,30955,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,0,0,0,10,6,3,0,0,0,21,0,4,4,37,18,17,12,3,0,104,0,3,0,10,13,12,10,4,0,53
LGA10950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,17,17,25,42,30,20,13,13,7,178,91,182,166,313,213,145,132,94,22,1355,0,0,0,0,0,0,0,0,0,0,97,143,143,237,157,106,128,83,29,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11100,0,0,5,4,8,11,3,3,0,42,0,0,6,21,8,9,7,3,0,53,0,0,10,45,4,3,3,0,0,70,0,10,19,112,7,4,3,0,0,153,0,0,0,4,3,7,10,5,0,32,0,0,6,42,61,37,22,12,0,198,0,4,9,21,9,10,0,3,0,55,0,3,4,55,23,13,3,5,0,111,3,0,3,7,7,3,3,0,0,23,0,0,0,8,0,3,0,0,0,14,7,43,109,583,201,223,211,117,30,1537,92,133,211,602,223,173,120,78,21,1654,1495,2586,3307,7985,2957,2190,1500,953,265,23229,0,0,0,4,0,3,0,0,0,11,1247,2022,1737,3121,1211,758,550,339,208,11185,7,20,58,319,86,20,9,0,0,521,0,0,3,8,4,10,4,3,0,34,0,0,4,11,7,3,3,0,0,31,0,4,0,21,0,0,0,0,0,31,0,0,7,39,20,35,40,13,3,163
LGA11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,26,35,23,62,45,48,24,15,3,290,109,202,135,307,201,179,111,48,11,1301,0,0,0,0,0,0,0,0,0,0,90,158,128,265,137,99,70,37,17,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,7,12,9,27,17,19,5,0,3,89,69,131,102,198,145,113,56,26,10,849,0,0,0,0,0,0,0,0,0,0,51,119,102,163,112,83,46,21,10,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11250,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,4,14,3,0,40,27,52,59,157,127,118,124,56,32,754,496,985,990,1924,1190,1320,1011,504,194,8615,0,0,0,0,0,0,0,0,0,0,444,913,851,1747,1016,1139,852,604,331,7897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA11300,0,0,0,0,3,3,4,3,3,11,0,0,3,25,20,17,14,10,3,86,0,3,24,142,5,12,7,3,0,198,0,0,15,63,8,3,0,0,0,90,0,0,0,0,4,0,4,0,0,6,0,0,0,11,9,9,4,4,0,37,0,3,3,11,6,5,5,0,0,50,4,4,41,104,62,77,27,14,4,329,0,0,0,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,3,17,37,183,91,76,75,44,28,548,48,60,191,318,118,81,68,55,32,967,850,1565,3217,6067,2076,1705,1153,776,378,17785,0,0,0,3,0,0,0,0,0,3,704,1260,1328,1601,778,542,308,240,196,6959,0,0,4,17,0,0,0,0,0,29,0,0,0,3,3,4,0,3,0,10,0,0,6,12,3,8,5,3,0,33,0,0,7,7,0,0,0,3,0,15,0,0,0,9,4,11,4,3,3,33
LGA11350,0,0,0,0,0,3,0,0,0,3,0,0,0,7,4,3,0,0,0,6,0,4,0,3,3,0,0,0,0,4,0,7,4,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,9,0,7,16,36,13,21,42,3,0,151,0,0,0,0,0,3,0,0,0,6,0,0,0,3,8,4,3,0,0,19,0,0,0,4,0,3,3,0,0,11,4,22,20,165,62,59,41,8,3,395,86,206,173,558,351,398,251,71,37,2136,772,1877,1423,3605,2269,2697,1751,562,237,15197,0,0,0,0,0,0,0,0,0,0,675,1530,1044,2646,1634,1856,1027,472,293,11178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,40,22,13,5,0,0,92,0,0,0,9,3,4,0,0,0,20
LGA11400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,5,0,3,15,8,3,5,0,39,24,49,43,107,88,76,79,39,13,533,427,1045,734,1329,938,921,789,394,113,6692,0,0,0,0,0,0,0,0,0,0,380,934,611,1203,797,725,613,317,153,5734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA11450,0,0,0,12,7,12,6,3,0,46,0,4,4,25,20,7,3,3,0,62,0,0,0,15,4,0,3,0,0,22,0,3,3,25,0,6,3,0,0,43,0,0,0,7,17,8,3,0,0,40,0,0,3,9,12,0,0,0,0,23,6,16,13,27,24,9,12,0,0,98,0,0,6,35,17,11,4,0,0,73,0,4,3,12,14,9,11,5,0,46,0,3,16,29,16,6,0,0,0,73,8,13,40,292,174,142,95,31,14,813,129,220,207,607,285,184,159,84,33,1913,3336,6205,5140,11530,4825,3529,2413,1034,327,38336,0,0,4,25,11,4,0,3,0,51,3032,5497,4412,9300,3425,2426,1562,760,413,30830,0,0,0,22,5,0,0,0,0,30,0,0,0,28,7,13,0,0,0,51,0,0,4,28,3,3,4,0,3,53,0,3,11,30,8,4,7,0,0,57,0,3,0,36,36,19,16,6,0,122
LGA11500,0,0,3,12,13,15,20,14,3,78,7,22,16,118,66,44,22,4,4,317,0,0,3,16,0,7,0,0,0,29,4,7,26,100,9,22,11,0,0,183,0,0,3,14,32,20,13,8,0,98,0,0,0,12,7,11,3,4,0,41,7,17,17,60,32,16,10,3,0,172,3,8,24,135,87,73,20,4,0,358,0,0,3,4,15,18,17,7,0,65,0,11,21,33,22,3,0,0,0,91,21,142,295,1120,784,715,421,195,38,3720,317,622,677,1296,611,573,486,233,113,4922,5974,11421,11225,21490,9376,8925,5860,2163,572,77002,0,8,30,54,15,16,11,3,0,131,5127,9064,8218,12140,4830,5134,3004,1180,466,49161,17,89,136,1040,248,71,14,3,3,1620,0,0,5,39,30,25,7,3,0,117,0,0,19,106,36,42,13,4,0,232,4,5,8,29,10,3,3,3,0,61,0,3,3,85,92,76,103,25,8,399
LGA11520,0,0,0,6,10,7,3,7,0,42,0,0,6,93,22,17,21,20,5,179,3,3,8,82,10,14,3,0,0,120,5,8,12,64,5,4,0,0,0,101,0,0,0,12,7,3,3,0,0,29,0,3,11,49,42,23,14,4,0,135,13,22,14,51,23,17,12,7,0,161,0,0,16,136,59,37,17,7,0,290,0,0,0,13,13,3,4,4,0,34,0,0,3,8,6,5,0,3,0,26,29,79,88,626,193,149,139,70,42,1419,143,190,300,1002,305,260,232,128,65,2617,2822,4468,5109,14703,5201,4313,3213,1782,738,42348,0,0,0,8,0,0,0,0,0,8,2310,3668,2992,6577,3217,2348,1536,790,583,24013,0,0,3,24,3,3,0,0,0,32,0,0,0,17,3,6,3,0,0,30,0,0,4,15,3,3,3,0,0,26,0,5,3,52,16,3,5,0,0,82,3,0,3,28,23,16,20,6,0,97
LGA11570,0,0,3,17,32,29,30,27,7,139,3,8,31,126,49,66,38,14,6,331,0,10,24,111,5,21,16,3,0,186,7,25,58,197,33,30,9,0,0,368,0,3,25,147,193,261,257,103,28,1008,3,3,12,92,115,61,55,23,3,370,6,38,39,104,38,22,8,3,3,263,43,175,680,2655,2087,1987,689,254,117,8679,0,3,0,16,9,9,7,3,3,48,0,5,14,33,15,10,3,0,0,83,114,462,793,3111,1796,1349,975,509,195,9299,728,1294,1262,3136,1446,1226,971,593,270,10927,12810,23866,23707,49862,21448,18174,12295,7239,2921,172327,3,12,36,90,28,20,5,0,0,194,10797,18461,15378,20366,7203,5121,3606,2592,2118,85649,57,172,392,2146,209,78,13,3,0,3082,0,0,7,69,28,31,19,12,0,176,0,3,17,81,49,68,32,21,0,272,5,7,11,43,19,11,3,5,5,106,0,0,9,66,65,58,57,19,3,274
LGA11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,6,0,0,0,0,0,10,6,9,17,48,20,20,16,8,4,144,90,183,161,353,216,206,113,75,26,1421,0,0,0,0,0,0,0,0,0,0,93,139,130,225,153,141,75,49,26,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11650,0,0,0,0,8,15,12,19,4,60,0,4,0,39,23,15,27,9,0,119,0,6,7,17,3,4,0,0,0,43,5,20,24,55,20,8,0,0,0,139,0,0,0,0,4,10,3,0,0,23,0,0,0,10,19,8,5,10,0,56,8,55,46,138,101,96,70,22,4,539,6,16,8,46,30,13,6,3,0,125,0,9,3,36,43,47,62,37,12,251,0,11,11,58,27,27,10,0,3,141,16,73,89,526,377,353,426,283,80,2228,404,894,969,2208,1381,1485,1359,926,532,10156,9887,21280,19382,36279,21054,20057,17251,9718,3866,158768,0,0,3,3,0,3,0,0,0,11,8754,18152,16711,30321,16702,16349,13349,8117,4254,132713,0,3,7,20,3,0,0,0,0,31,0,0,0,4,7,7,6,5,0,29,0,0,0,23,6,7,4,0,0,41,0,19,25,101,60,43,28,4,3,284,0,3,0,32,35,26,46,13,8,157
LGA11700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,11,11,12,32,27,31,22,12,0,158,75,97,113,242,134,147,125,38,5,973,0,0,0,0,0,0,0,0,0,0,54,101,95,168,90,90,51,22,17,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
