LGA_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
LGA10050,218,1322,922,17211,283,19963,0,7,3,160,4,177,248,12,27,90,3,382,95,24,15,41,0,178,363,105,76,305,11,855,1791,1312,851,15890,326,20164,257,9,46,14,5,332,45,11,13,120,8,197,454,213,145,3009,53,3882,125,46,19,134,3,319,77,16,9,40,3,144,615,29,25,10,5,677,358,348,220,6121,92,7137,245,116,45,717,13,1137,28,0,5,0,0,34,45,18,11,67,3,144,7,3,3,3,0,19,32,17,3,61,0,114,105,19,14,24,0,158,107,83,53,46,3,295,141,31,18,100,0,291,46,10,10,24,0,94,471,316,222,4612,75,5702,68,0,0,23,0,97,57,11,12,5,0,89,82,9,4,72,3,170,95,8,7,3,0,113,3,5,0,0,0,10,48,3,5,0,3,59,69,35,12,144,13,271,1934,239,173,522,33,2901,123,25,15,458,3276,3889,6989,2586,1734,35769,3993,51076
LGA10130,112,786,615,10666,190,12375,4,5,3,346,3,366,445,15,21,76,0,566,4,5,0,6,0,20,121,55,32,119,7,325,1085,730,541,9157,195,11701,149,3,19,3,3,178,52,23,7,62,0,136,204,75,63,1037,12,1384,37,7,3,46,0,95,37,10,0,13,0,55,196,4,4,11,0,219,247,173,132,3374,47,3975,62,40,28,234,4,368,15,0,0,0,0,22,13,11,8,44,0,70,0,3,0,0,0,3,6,6,4,19,0,40,49,12,19,15,3,96,63,29,31,30,0,158,40,10,10,40,0,91,30,4,0,28,0,71,336,196,149,2677,48,3411,10,0,0,3,0,16,50,7,7,3,0,67,33,3,3,28,0,70,58,0,3,0,0,60,3,0,4,0,0,13,58,4,0,0,0,61,50,21,15,95,0,182,1493,174,169,268,9,2113,35,5,4,266,1976,2288,4205,1386,1082,20370,2404,29449
LGA10250,146,1457,1081,13791,300,16767,3,7,3,240,8,256,152,24,25,88,4,300,37,8,6,12,0,70,311,85,58,125,3,586,2386,1379,995,13270,308,18330,104,0,40,12,0,157,95,28,16,140,0,276,321,113,86,1286,19,1834,49,19,8,96,0,180,53,16,7,21,0,97,148,22,7,31,0,212,501,364,251,4873,94,6092,288,148,51,714,16,1207,24,0,3,0,0,30,14,17,0,29,0,56,5,0,0,4,0,14,60,14,10,41,0,129,59,24,22,16,3,119,170,75,65,33,5,352,82,17,17,47,0,173,29,17,3,29,0,77,604,382,268,3720,94,5072,17,3,0,5,0,25,106,20,9,14,0,151,69,4,0,36,3,117,16,6,0,9,0,29,16,3,0,4,0,22,36,0,8,0,0,43,111,30,16,139,3,294,934,297,227,457,21,1933,39,23,15,331,2734,3139,5454,2684,1908,28331,3398,41790
LGA10300,8,28,20,875,21,947,0,0,0,37,0,37,7,0,0,3,0,9,0,0,0,0,0,0,3,0,0,8,0,8,29,31,30,656,4,752,3,0,0,0,0,4,0,0,0,3,0,3,0,3,0,69,3,79,0,0,0,3,0,6,0,0,0,0,0,0,4,0,0,3,0,6,7,7,13,265,7,303,94,17,10,138,7,269,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,0,4,0,7,0,6,3,4,0,0,0,4,4,0,0,0,0,4,0,0,0,3,0,4,0,0,0,3,0,3,8,4,5,157,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,62,8,8,20,0,95,3,0,0,25,225,251,220,70,63,1674,261,2287
LGA10470,149,1103,825,15510,278,17872,0,11,7,266,5,291,215,11,30,124,5,375,38,10,12,17,0,76,203,86,48,216,0,552,1441,996,798,13238,299,16769,137,6,53,17,8,218,49,9,14,141,0,218,230,104,71,1029,22,1456,38,17,8,83,5,147,40,8,3,17,0,70,232,14,10,3,0,251,340,270,184,5404,85,6285,144,120,41,446,3,756,19,0,6,0,0,26,64,26,6,43,9,148,9,3,3,5,0,14,53,14,20,91,0,183,65,28,11,15,0,120,108,66,37,56,0,267,78,22,11,64,0,179,27,10,12,19,0,68,436,256,211,3311,59,4264,22,6,4,15,0,44,63,17,17,10,0,103,45,5,0,23,0,76,46,3,3,12,0,66,4,0,0,0,0,9,55,0,3,0,0,65,68,39,12,115,3,232,908,198,142,369,8,1631,65,16,16,378,3429,3909,4354,2001,1536,29375,4036,41300
LGA10550,110,1089,816,11674,290,13982,0,7,0,119,6,132,106,9,26,50,4,198,34,8,3,6,0,55,347,104,59,137,8,648,2171,1067,764,10176,253,14430,105,0,28,6,8,147,58,17,4,72,9,171,407,98,99,1041,23,1667,50,10,5,29,0,91,55,13,7,22,0,94,55,3,0,12,0,70,361,232,138,3348,72,4152,152,72,35,285,7,543,17,0,0,3,0,19,11,0,0,24,0,30,5,3,0,3,0,11,61,23,6,38,0,129,47,10,3,13,0,80,74,33,21,21,3,156,84,19,9,61,3,176,44,10,3,25,0,76,491,281,185,2715,58,3729,6,0,3,3,0,14,56,10,8,9,0,83,34,3,0,26,6,71,6,0,0,4,0,10,5,0,0,0,0,6,27,0,0,0,0,30,98,26,12,94,0,223,717,162,126,358,22,1386,40,9,14,320,2239,2632,4723,1983,1417,22271,2856,33253
LGA10600,37,504,322,4350,105,5318,0,6,3,65,0,73,19,11,0,18,3,51,11,0,0,11,0,20,127,30,23,38,0,216,878,465,325,3810,106,5588,15,0,10,5,0,26,36,13,5,47,3,105,156,29,45,379,10,619,10,12,0,20,3,47,23,4,3,18,0,49,22,4,0,3,0,29,154,120,66,1380,24,1741,34,32,9,125,7,202,3,0,0,0,0,3,3,3,0,5,0,18,4,0,0,0,0,4,3,5,0,22,0,27,16,4,6,8,0,34,37,21,17,21,0,90,32,9,3,19,3,66,16,4,3,12,0,37,203,122,102,1101,18,1547,0,0,4,0,0,5,19,3,8,3,0,28,17,4,6,15,0,40,0,0,0,0,0,0,5,0,0,0,0,3,8,0,3,0,0,11,46,14,7,41,0,110,298,107,64,140,13,620,25,12,0,121,710,871,1758,914,610,8448,941,12668
LGA10650,22,203,149,3051,72,3497,0,0,0,5,0,8,35,3,4,9,0,53,0,0,0,0,0,4,54,5,14,25,4,112,264,183,130,2748,78,3409,30,0,6,0,3,44,13,4,0,19,0,33,53,17,9,232,5,311,3,3,0,5,0,15,3,3,0,3,0,13,24,0,0,3,0,26,68,32,32,949,17,1090,32,23,5,112,5,186,3,0,0,0,0,3,0,0,0,7,0,7,0,0,0,0,0,0,3,5,0,8,0,25,9,0,0,5,0,19,22,14,10,7,0,53,11,9,3,3,0,22,4,0,0,0,0,4,100,60,41,730,10,945,3,0,0,0,0,3,14,0,0,0,0,16,3,0,0,0,0,3,9,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,6,7,8,0,20,0,39,125,19,14,86,6,248,14,3,0,158,732,909,774,374,260,6158,893,8462
LGA10750,6227,9191,6172,53848,1234,76673,22,142,49,1161,27,1400,12759,222,417,396,92,13894,1913,225,138,450,28,2754,1328,386,249,664,25,2655,15640,6696,4536,41633,1202,69707,27911,486,1126,170,237,29931,745,92,63,330,13,1247,2763,663,423,3255,105,7206,1896,414,231,936,45,3511,863,136,53,193,9,1254,37211,292,208,136,224,38064,3043,1563,1095,13201,223,19114,3750,1172,512,3114,92,8644,1951,8,34,17,7,2012,3381,769,336,709,40,5241,318,57,22,56,3,456,4571,917,492,2396,79,8457,2767,325,250,138,76,3551,1392,444,284,209,37,2371,1817,205,164,431,19,2633,756,61,54,166,18,1055,3200,1379,1079,9125,174,14958,981,76,45,78,10,1197,1126,132,115,54,12,1434,3065,128,77,138,30,3437,3795,68,53,45,18,3971,2125,225,146,145,13,2660,1280,40,83,19,5,1421,310,106,65,393,9,884,64975,3356,2206,2490,718,73744,2770,154,158,1064,15759,19902,189424,17999,12419,97472,19651,336962
LGA10800,10,114,64,2426,62,2673,0,0,0,17,0,17,23,0,3,9,0,33,3,0,0,0,0,3,17,0,3,14,0,35,138,92,75,2025,54,2380,14,3,0,0,0,23,0,0,0,11,0,14,16,8,12,279,4,313,3,0,0,13,0,18,0,3,0,0,0,6,12,0,0,0,0,12,22,23,12,591,6,643,4,7,0,17,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,4,0,16,11,0,0,0,0,17,9,4,0,3,0,15,3,0,0,0,0,7,4,0,0,0,0,8,33,22,24,532,6,623,5,0,0,0,0,7,12,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,9,0,12,91,15,7,18,11,143,0,0,3,101,621,726,361,179,120,4549,745,5955
LGA10850,13,181,114,3085,64,3449,0,0,0,25,0,25,20,5,0,14,0,34,0,0,0,3,0,7,37,15,16,31,3,103,238,163,130,2436,61,3032,9,0,0,0,0,9,8,3,0,20,0,34,39,16,10,172,0,237,3,4,0,7,0,19,3,4,0,4,0,15,3,0,0,3,0,10,52,46,21,927,10,1063,18,4,5,69,3,98,0,0,0,0,0,0,7,0,0,0,0,14,0,0,0,0,0,0,9,3,0,13,0,24,4,7,0,0,0,8,21,15,4,5,0,51,13,4,0,8,0,26,0,0,0,6,0,4,69,52,39,556,14,725,4,0,0,0,0,4,3,0,3,4,0,9,3,0,0,3,0,10,0,4,0,4,0,6,0,0,0,0,0,0,3,0,0,0,0,3,9,3,4,22,0,38,73,33,12,56,0,163,4,0,3,87,441,536,533,327,222,5607,564,7257
LGA10900,401,3927,2622,22338,382,29668,0,24,13,220,5,261,630,69,109,192,21,1014,185,52,28,95,3,354,761,281,179,400,11,1630,6853,3817,2619,20759,403,34456,283,12,50,35,9,381,268,73,44,230,5,615,1115,407,276,1873,43,3716,290,93,49,230,0,662,296,55,33,84,4,465,293,47,33,36,4,411,1702,1135,692,8893,149,12568,680,275,114,870,27,1963,89,3,5,4,0,100,117,29,10,72,4,235,20,3,3,6,0,40,310,122,56,280,3,768,92,22,17,26,3,158,305,185,125,90,3,718,517,102,62,183,4,862,226,48,24,108,3,412,1778,994,652,6149,101,9665,56,19,6,17,0,102,172,39,37,16,0,267,270,32,18,78,3,400,59,18,14,10,0,101,30,6,8,3,0,40,145,9,10,9,0,172,300,106,76,372,8,862,3091,909,550,1068,46,5670,105,35,31,373,3305,3852,16671,7327,4839,43869,4198,76904
LGA10950,4,28,33,1280,19,1373,0,0,0,29,0,29,11,0,0,7,0,17,0,0,0,9,0,6,4,0,0,0,0,3,44,37,27,887,16,1008,4,0,3,0,0,10,5,0,0,3,0,3,3,6,3,60,0,73,3,0,0,0,0,3,0,0,0,4,0,3,14,0,0,0,0,11,20,11,4,281,4,320,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,13,0,6,0,0,0,12,4,6,7,0,0,10,3,0,0,11,0,14,0,0,0,0,0,3,16,7,7,170,0,195,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,4,0,3,46,4,4,6,0,61,0,0,0,34,274,314,144,60,50,2119,312,2692
LGA11100,678,1211,933,5653,112,8588,7,12,0,148,3,171,6152,71,102,100,55,6469,348,38,30,78,3,496,148,28,30,53,3,257,2479,889,634,4495,137,8627,1280,25,100,15,7,1428,211,29,13,47,0,294,342,90,58,393,12,897,1729,262,144,594,32,2766,174,19,4,11,0,210,1172,14,19,11,12,1222,1062,310,221,2160,43,3799,1022,198,85,475,25,1809,240,0,13,4,0,257,343,38,39,87,3,505,110,7,5,21,0,141,389,87,39,142,11,668,254,50,20,18,3,348,288,68,41,30,3,433,252,37,21,30,3,345,389,12,22,25,4,454,596,197,139,1136,38,2105,240,12,10,22,7,290,177,23,18,8,3,231,658,19,23,35,6,745,88,3,3,7,3,100,668,69,28,43,3,819,334,0,13,3,4,350,67,24,18,66,0,177,9457,457,379,379,84,10749,318,29,17,113,2889,3359,27352,2594,1886,11430,3391,46654
LGA11150,4,56,25,1158,48,1286,0,0,0,136,13,152,4,0,0,13,0,13,0,0,0,0,0,0,7,0,0,7,0,15,35,37,15,614,30,722,3,0,0,0,0,4,0,0,0,3,0,3,3,3,3,48,0,58,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,3,8,8,8,209,3,233,6,3,0,5,0,11,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,17,8,3,110,6,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,37,9,8,13,4,79,7,0,0,28,482,521,127,79,38,1833,560,2634
LGA11200,4,13,8,544,18,591,0,7,0,525,5,536,0,0,0,12,0,7,0,0,0,0,0,0,0,0,0,0,0,3,14,14,11,300,11,351,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,39,0,46,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,3,3,3,121,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,83,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,3,11,0,38,0,0,0,27,139,172,41,35,16,1375,180,1651
LGA11250,31,375,216,7591,213,8424,0,3,0,153,6,168,24,4,0,20,0,47,32,3,4,27,0,65,30,17,14,21,0,81,282,319,173,5841,176,6782,103,0,33,8,7,149,9,4,3,44,0,58,62,36,19,710,24,849,20,9,0,40,5,74,3,0,0,3,0,7,64,0,0,17,0,77,52,57,33,1497,26,1667,125,75,22,330,12,557,7,0,0,0,0,5,3,3,6,17,0,29,0,0,0,0,0,3,65,36,23,112,3,236,14,7,3,5,0,27,18,12,8,5,0,40,11,0,4,32,0,49,0,7,0,9,0,14,86,60,45,1244,32,1476,8,0,0,0,0,12,11,0,4,0,0,17,14,0,0,12,0,27,10,0,4,0,0,17,0,0,0,0,0,3,7,0,3,0,0,9,16,8,3,46,0,67,198,63,26,152,6,444,22,3,3,250,1352,1638,1089,681,384,13796,1768,17708
LGA11300,340,596,404,2406,31,3781,0,11,4,35,0,49,11699,88,170,78,82,12117,304,12,16,49,0,380,49,17,14,27,0,105,1194,376,287,2055,47,3954,503,3,40,4,0,560,89,12,14,28,0,146,162,39,35,181,7,420,805,103,38,309,10,1278,64,6,8,15,0,100,1786,16,14,4,8,1834,452,181,90,1137,22,1888,1894,283,143,589,21,2929,1517,13,19,0,3,1558,1083,218,108,210,8,1630,48,6,5,15,0,69,87,14,12,44,0,167,40,12,4,3,0,60,88,20,23,10,0,140,172,23,12,38,0,251,178,10,12,22,0,217,222,103,61,610,11,1015,68,4,8,13,0,92,25,5,3,0,0,32,198,11,4,18,0,241,164,5,0,0,0,176,94,3,3,3,0,108,692,15,24,10,7,747,20,4,3,23,0,52,4390,190,185,156,43,4965,187,11,3,36,1745,1990,26566,1520,1097,5594,2025,36809
LGA11350,196,1416,1003,7900,201,10712,0,4,5,78,3,90,85,37,14,55,0,196,43,7,0,13,0,66,301,93,54,120,3,578,2793,1206,853,7316,208,12373,58,7,18,13,0,101,254,32,29,102,8,429,648,171,116,745,24,1701,86,41,10,77,3,213,55,19,4,20,7,106,105,9,18,20,5,152,671,363,235,3317,84,4663,384,113,55,333,16,895,24,3,0,0,0,29,22,16,3,29,0,68,10,9,0,0,0,18,40,13,9,27,3,89,51,26,11,3,3,98,180,71,40,23,6,317,159,36,19,62,3,278,90,22,9,24,0,156,647,296,221,2294,61,3527,12,4,4,0,0,18,104,16,19,11,3,146,136,21,12,29,3,200,20,8,5,5,0,40,12,9,0,3,0,30,18,3,3,6,0,34,108,34,20,98,5,268,1518,396,270,407,49,2640,64,24,11,220,3659,3985,6700,2617,1790,16301,4149,31556
LGA11400,9,291,270,5751,93,6418,0,0,0,32,0,35,26,0,0,15,0,44,17,3,0,4,0,21,58,26,17,48,0,152,424,269,230,4657,96,5674,30,0,4,8,0,44,6,12,3,39,0,58,66,25,18,333,13,455,3,4,0,3,0,11,12,0,0,0,0,14,20,3,0,3,0,23,73,72,44,1479,26,1697,53,11,9,135,0,209,3,0,0,0,0,3,0,0,0,11,0,16,0,0,0,0,0,0,15,9,3,35,0,61,28,9,5,7,0,52,39,22,16,4,0,83,14,8,9,24,0,54,11,3,5,14,0,27,96,71,57,1128,20,1362,0,0,3,0,0,4,26,5,3,0,0,38,7,0,0,3,0,14,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,14,5,4,40,3,66,143,43,37,77,4,298,16,7,3,174,781,985,989,532,434,10450,983,13386
LGA11450,642,3356,2187,22545,365,29094,0,20,8,218,3,253,1295,57,101,138,19,1606,483,95,59,277,6,921,390,149,96,263,7,905,4565,2763,1966,17520,299,27110,686,69,101,33,10,902,184,46,20,165,4,413,657,259,180,1447,25,2564,389,138,85,397,7,1018,166,56,12,74,4,309,1483,70,23,38,8,1620,1157,608,435,5682,66,7948,1930,779,285,2317,61,5374,57,0,11,3,0,75,620,173,70,223,11,1094,177,39,30,68,3,318,862,255,145,893,8,2169,232,33,40,30,0,337,307,139,109,87,0,643,391,79,78,196,10,760,173,19,18,56,3,272,1174,666,485,4044,62,6434,391,72,28,108,3,605,277,43,48,20,5,389,417,55,28,92,3,590,130,9,12,11,0,160,113,33,10,32,0,186,293,26,16,11,0,347,162,68,41,144,3,415,6060,954,549,960,67,8591,200,47,30,350,3343,3973,21791,6607,4257,41388,4177,78218
LGA11500,2671,5115,3579,32590,794,44739,20,79,38,822,25,972,4356,94,176,222,45,4891,747,95,79,165,7,1093,603,239,96,323,14,1268,8474,3966,2760,26038,768,42004,5067,129,400,52,43,5692,504,57,35,210,15,825,1586,406,261,2094,46,4397,880,220,130,450,34,1716,345,53,35,86,0,519,8281,122,69,47,69,8588,1863,945,586,8517,170,12077,1699,558,269,1644,65,4241,213,3,25,9,0,254,2260,523,230,390,46,3454,378,53,33,64,4,526,673,231,142,588,29,1662,1300,174,119,96,34,1724,799,260,171,149,3,1380,938,95,83,229,7,1346,395,52,34,82,9,571,2080,934,668,5967,136,9792,445,70,30,67,7,612,742,88,75,46,4,956,1518,87,78,105,24,1810,522,11,20,11,3,565,234,60,26,58,0,371,1276,46,59,17,19,1412,275,77,56,231,7,640,29748,1946,1287,1462,434,34877,1167,109,91,640,8077,10087,70098,10028,6971,59591,10314,157006
LGA11520,734,2391,1674,10510,131,15446,3,6,3,71,7,89,13928,246,334,316,86,14911,477,66,41,176,3,752,282,84,44,125,8,542,4424,1857,1300,9569,193,17340,834,37,99,34,4,1007,306,39,27,122,0,495,652,160,108,830,16,1765,1875,300,164,920,20,3277,216,40,25,48,3,328,2892,72,68,42,12,3087,1580,704,425,5205,73,7988,7658,1331,688,3225,125,13028,3695,15,27,15,13,3771,1065,253,126,428,11,1875,131,32,10,37,0,216,373,84,63,216,0,743,152,32,17,9,4,209,359,130,69,32,0,585,421,50,68,133,3,669,343,43,28,65,0,479,1114,466,351,2944,43,4915,258,28,30,50,3,363,232,54,36,20,3,341,625,48,52,89,9,822,380,24,16,13,3,440,399,33,17,24,0,477,760,17,49,23,6,863,163,36,38,167,3,402,7206,706,685,774,62,9436,253,26,27,139,4789,5240,48073,5722,3999,24744,5484,88015
LGA11570,8172,7336,4395,28312,975,49187,23,71,31,447,6,571,37510,323,570,445,436,39284,1211,132,79,272,17,1710,493,146,84,233,12,965,11867,4335,2697,22750,795,42442,4838,116,417,45,66,5482,722,69,42,221,18,1074,1691,356,208,1814,67,4136,15017,1812,977,4617,317,22740,550,89,43,98,14,791,8253,145,106,67,53,8623,2099,1173,758,9684,164,13873,8039,1589,719,3656,154,14167,4213,19,71,14,24,4338,37278,6559,2774,5179,566,52357,3299,409,167,499,35,4410,1054,231,142,473,22,1928,1393,133,128,48,35,1735,886,239,135,103,21,1386,1252,141,83,229,22,1729,624,50,43,86,8,807,1903,932,613,5697,124,9271,696,41,47,70,4,865,376,55,59,24,7,519,1736,99,93,153,18,2096,567,25,27,20,3,647,1492,164,64,140,20,1886,24302,150,350,157,239,25195,207,82,51,273,4,621,66993,3888,2360,2661,747,76645,3405,327,180,747,17916,22568,227699,20839,12162,63426,22186,346302
LGA11600,9,54,41,1117,19,1239,0,0,0,16,0,24,21,0,0,4,0,26,0,0,0,3,0,3,13,3,3,4,0,23,58,53,41,828,21,994,11,0,0,0,0,11,5,0,0,5,0,7,12,5,3,62,0,86,0,0,0,3,0,3,0,0,0,0,0,0,31,3,0,0,0,31,17,20,7,273,3,324,16,8,3,23,0,58,25,0,4,0,0,22,0,0,0,6,0,10,0,0,0,0,0,0,3,0,0,0,0,7,6,0,0,0,0,11,8,0,3,0,0,13,3,0,0,3,0,5,3,0,0,0,0,3,19,11,12,259,5,305,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,63,8,5,21,0,100,9,0,5,27,208,252,322,99,77,1979,248,2719
LGA11650,1684,13931,9672,109393,2463,137137,6,81,39,1275,32,1433,2920,203,256,743,42,4166,523,152,79,274,9,1039,2099,658,396,1289,43,4491,24285,12726,8978,94025,2368,142375,1778,106,456,89,38,2460,789,169,129,896,28,2011,2605,951,604,6834,165,11162,1029,331,136,846,15,2357,486,129,55,175,8,854,1861,135,94,149,6,2257,5234,3057,1916,31464,579,42252,2717,1141,406,3859,112,8240,695,11,38,17,3,762,410,168,63,263,6,911,83,24,7,33,0,151,1401,411,210,1210,46,3279,1103,330,221,226,22,1896,1483,803,521,438,27,3270,928,225,141,449,20,1764,697,94,96,206,6,1100,5767,3105,2118,22431,479,33906,258,36,15,83,5,397,1014,187,140,92,11,1441,1069,101,70,377,9,1628,211,44,29,33,4,318,169,40,21,29,0,263,336,13,45,18,3,410,952,276,191,1049,21,2495,10129,2613,1771,3444,200,18158,575,189,147,2249,16527,19680,60471,24662,16940,203827,21832,327736
