LGA_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
LGA17350,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,13,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,11,0,11,..,9,0,9,0,9,..,44,11,55,5,58,..,5,0,5,152,155,2860,54,11,59,153,3073,5648,..,..,..,..,5648,..,5,0,5,0,5,..,10,0,10,0,9,..,6,0,6,0,6,..,8,3,8,0,8,..,0,0,0,0,4,..,0,0,0,0,0,..,11,3,10,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7
LGA17400,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,3,0,6,..,0,0,3,0,3,..,8,3,11,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,15,0,15,0,15,..,77,9,83,3,84,..,7,0,7,364,374,2915,83,9,94,368,3375,5730,..,..,..,..,5730,..,6,0,6,0,6,..,0,0,0,0,0,..,12,0,11,0,11,..,0,4,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,3,3,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,13,0,13,0,13
LGA17420,13,1602,..,26,7,34,0,34,..,213,10,229,0,228,..,925,119,1038,9,1050,..,250,10,268,3,268,..,224,28,249,0,249,..,8,0,8,0,8,..,135,13,155,0,155,..,407,8,410,3,418,..,421,32,457,3,462,..,634,12,642,3,644,..,57,0,57,0,57,..,1514,55,1573,4,1577,..,681,60,736,3,743,..,876,35,910,5,912,..,155,41,199,0,199,..,179,18,193,0,193,..,222,50,278,3,278,..,1758,257,2013,37,2050,..,22187,3792,25973,193,26166,..,185,18,203,2123,2327,51301,22368,3813,26178,2315,79791,102587,..,..,..,..,102587,..,623,14,634,4,643,..,2528,164,2688,15,2703,..,0,0,0,0,0,..,4422,918,5345,16,5358,..,7260,2669,9927,74,10002,..,370,87,458,0,458,..,12052,3675,15728,93,15820,..,582,55,638,7,642,..,192,7,197,0,197,..,343,14,357,0,361,..,507,7,512,3,512
LGA17550,0,21,..,4,0,4,0,4,..,11,0,11,0,11,..,0,0,0,0,0,..,31,0,34,0,34,..,23,0,23,3,22,..,9,0,9,0,9,..,10,0,12,0,12,..,77,3,83,0,85,..,29,0,28,0,27,..,133,3,137,0,137,..,15,0,15,0,15,..,254,7,261,3,268,..,106,5,114,0,115,..,3,0,3,0,3,..,88,10,97,3,103,..,11,0,13,0,13,..,22,4,27,0,25,..,366,44,409,8,422,..,1893,221,2113,31,2145,..,151,8,163,3129,3295,41831,2044,231,2272,3164,47261,81054,..,..,..,..,81054,..,39,0,39,5,38,..,34,10,39,0,40,..,39,4,42,0,42,..,73,39,108,8,119,..,164,62,220,5,224,..,19,0,18,0,18,..,253,100,349,9,365,..,22,3,22,0,22,..,92,0,88,0,89,..,208,12,218,0,216,..,302,10,309,5,319
LGA17620,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,19,0,18,..,3,0,3,0,3,..,17,0,17,0,13,..,0,0,0,0,0,..,34,0,34,4,34,..,0,0,0,0,0,..,3,0,7,0,7,..,3,0,5,0,5,..,0,0,0,0,0,..,12,7,16,0,16,..,34,7,41,3,50,..,167,37,202,3,210,..,16,0,17,619,634,6298,181,36,218,627,7140,12444,..,..,..,..,12444,..,9,0,9,0,9,..,12,0,12,0,12,..,0,0,0,0,0,..,20,4,27,0,27,..,21,22,45,0,45,..,0,0,0,0,0,..,46,29,72,0,72,..,0,0,0,0,0,..,4,0,4,0,4,..,12,0,12,0,12,..,16,3,16,0,16
LGA17640,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,11,..,58,3,63,4,63,..,9,0,9,279,292,3430,67,3,73,281,3785,6958,..,..,..,..,6958,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,9,0,10,0,10,..,0,0,0,0,0,..,11,3,17,0,17,..,0,0,0,4,4,..,8,0,8,0,8,..,3,0,3,0,3,..,14,0,14,0,14
LGA17650,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,53,3,55,0,55,..,10,0,10,190,196,2872,60,3,62,193,3120,5564,..,..,..,..,5564,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,0,5,0,5,..,11,0,11,0,11,..,17,0,17,0,17
LGA17750,0,33,..,0,0,0,0,0,..,3,0,3,0,3,..,23,6,31,0,31,..,14,0,15,0,15,..,11,0,11,0,11,..,5,0,4,0,4,..,11,0,11,0,11,..,75,3,82,0,81,..,10,0,14,0,14,..,92,0,92,0,92,..,21,3,25,0,25,..,197,4,208,0,206,..,34,4,39,0,37,..,28,3,31,0,31,..,27,3,27,0,27,..,0,0,0,0,0,..,25,9,28,0,28,..,509,116,622,8,634,..,1670,295,1967,32,1997,..,85,4,89,1642,1733,28150,1761,294,2053,1678,31880,54708,..,..,..,..,54708,..,98,0,96,0,99,..,250,33,286,0,285,..,40,0,40,4,47,..,92,39,127,0,132,..,167,122,284,3,286,..,21,12,32,0,32,..,276,172,443,3,452,..,17,0,21,0,21,..,27,0,27,0,29,..,53,0,59,0,59,..,79,3,80,0,80
LGA17850,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,13,0,13,..,20,0,27,0,27,..,7,0,7,169,169,1345,27,0,26,169,1540,2708,..,..,..,..,2708,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3
LGA17900,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,4,27,0,27,..,3,0,3,0,5,..,0,0,0,0,0,..,13,0,13,0,12,..,4,0,4,0,4,..,18,0,18,3,23,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,25,0,25,0,25,..,128,14,144,3,147,..,6,0,9,335,342,2389,137,15,152,341,2875,5042,..,..,..,..,5042,..,6,0,6,0,6,..,3,0,3,0,3,..,7,3,11,0,11,..,10,4,14,0,14,..,4,3,3,0,3,..,0,0,0,0,0,..,15,6,17,0,17,..,25,3,24,0,24,..,4,0,4,0,4,..,0,0,0,0,0,..,37,0,37,0,36
LGA17950,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,28,6,29,0,29,..,0,0,0,138,141,1195,28,6,31,138,1366,2401,..,..,..,..,2401,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,9,0,9,0,9
LGA18020,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,13,0,13,0,13,..,3,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,19,0,19,..,79,8,87,0,87,..,21,0,21,481,505,4105,102,8,108,481,4692,8178,..,..,..,..,8178,..,4,0,4,0,4,..,0,0,4,0,4,..,3,0,3,0,3,..,4,0,5,0,5,..,4,0,3,0,3,..,0,0,0,0,0,..,12,3,8,0,8,..,0,0,0,0,0,..,6,0,6,0,6,..,7,0,7,0,7,..,24,0,24,0,24
LGA18050,0,93,..,20,0,20,0,20,..,17,0,17,3,19,..,50,4,52,0,52,..,132,11,138,0,137,..,707,130,835,0,839,..,4,0,4,0,4,..,47,9,52,0,55,..,67,0,69,0,69,..,61,3,66,0,66,..,114,0,117,3,118,..,16,0,16,0,16,..,258,9,265,3,266,..,661,61,724,3,727,..,5,0,5,0,5,..,92,16,102,0,102,..,14,3,23,0,24,..,48,5,58,0,58,..,1780,123,1903,23,1922,..,6882,660,7537,68,7603,..,97,8,108,3433,3544,23185,6977,667,7641,3498,34334,45870,..,..,..,..,45870,..,70,0,73,0,73,..,187,20,208,0,206,..,5,0,5,0,5,..,316,41,361,0,362,..,591,151,746,5,745,..,63,15,77,3,82,..,975,207,1182,8,1192,..,86,3,92,0,92,..,168,8,171,0,173,..,1114,52,1165,8,1179,..,616,17,632,6,636
LGA18100,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,7,..,24,3,25,0,25,..,7,0,6,161,170,1639,33,4,37,161,1831,3273,..,..,..,..,3273,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,5,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,6,3,9,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0
LGA18200,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,9,0,9,..,91,11,99,3,99,..,15,0,15,334,354,2838,106,11,111,334,3288,5843,..,..,..,..,5843,..,0,0,0,0,0,..,0,0,0,0,0,..,36,0,38,0,40,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,7,0,7,0,7,..,4,0,4,0,4,..,3,0,3,0,3
LGA18230,0,23,..,3,0,3,0,3,..,4,0,4,0,4,..,14,0,14,0,14,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,3,0,3,0,3,..,29,3,31,0,31,..,12,3,11,0,11,..,73,3,79,0,79,..,13,0,13,0,13,..,116,9,127,0,127,..,24,0,25,0,25,..,26,0,26,0,26,..,18,6,20,0,20,..,3,0,3,0,3,..,33,0,33,0,35,..,213,33,245,0,246,..,1080,136,1214,13,1230,..,71,10,74,1917,1998,22281,1143,146,1292,1932,25505,43242,..,..,..,..,43242,..,43,0,43,0,43,..,91,3,98,0,98,..,35,4,41,0,41,..,57,31,86,0,86,..,125,33,160,0,164,..,6,3,5,0,5,..,187,67,256,0,257,..,0,0,0,0,0,..,21,0,20,0,20,..,26,3,29,0,29,..,52,4,51,0,51
LGA18250,17,1325,..,34,7,47,0,43,..,5,0,5,0,7,..,219,39,262,0,262,..,65,9,70,0,70,..,122,20,144,0,144,..,3,0,3,0,3,..,52,5,54,0,54,..,175,0,176,0,182,..,271,22,287,3,294,..,226,0,231,0,229,..,34,0,37,0,37,..,709,25,735,4,737,..,253,27,282,0,285,..,80,3,77,3,82,..,243,63,307,3,308,..,12,0,15,0,15,..,152,21,178,0,176,..,963,150,1115,30,1142,..,12986,3305,16295,137,16429,..,80,13,91,1745,1842,20351,13069,3316,16384,1885,38624,40861,..,..,..,..,40861,..,89,0,87,0,87,..,392,57,454,8,462,..,0,0,0,0,0,..,4442,1047,5486,35,5519,..,6634,2285,8918,48,8965,..,270,90,365,3,364,..,11345,3424,14769,79,14848,..,325,56,383,0,384,..,106,5,116,0,119,..,395,15,409,3,407,..,266,11,276,6,280
LGA18350,0,14,..,23,4,30,0,30,..,11,0,11,0,11,..,5,0,5,0,9,..,24,5,28,0,30,..,11,0,8,0,8,..,4,0,9,0,9,..,19,4,22,0,21,..,14,0,14,0,14,..,6,0,12,0,12,..,40,0,40,0,40,..,11,0,11,0,11,..,73,0,69,0,75,..,69,4,73,0,73,..,3,0,3,0,3,..,25,3,35,0,35,..,3,0,5,0,5,..,29,11,44,0,44,..,179,24,201,8,209,..,1243,165,1408,24,1429,..,55,3,61,1412,1474,22088,1296,166,1467,1440,24988,42268,..,..,..,..,42268,..,38,0,38,0,38,..,55,8,64,0,63,..,3,0,3,0,3,..,89,27,118,3,115,..,148,75,226,5,228,..,12,14,20,0,20,..,246,120,360,6,370,..,31,3,33,0,33,..,74,4,78,0,80,..,108,0,110,0,112,..,194,4,202,0,202
LGA18400,0,7,..,12,7,19,0,19,..,83,3,86,4,84,..,3,0,3,0,3,..,18,0,20,0,20,..,25,0,29,0,29,..,4,0,4,0,4,..,39,7,46,0,46,..,16,0,13,0,13,..,0,3,3,0,3,..,26,0,28,0,29,..,6,0,5,0,5,..,43,8,48,0,50,..,102,9,108,0,112,..,3,0,3,0,3,..,26,5,26,0,26,..,11,0,16,0,19,..,20,6,20,0,24,..,179,26,210,8,220,..,1262,140,1402,32,1434,..,76,4,75,1149,1232,21653,1333,141,1478,1184,24314,43229,..,..,..,..,43229,..,53,0,54,0,54,..,252,26,278,11,282,..,6,0,6,0,6,..,55,26,87,0,84,..,82,26,115,0,114,..,14,4,20,0,20,..,156,59,215,3,219,..,143,13,156,0,156,..,53,3,57,3,55,..,36,0,36,0,36,..,97,0,97,0,101
LGA18450,0,173,..,1705,651,2356,28,2385,..,142,8,150,3,154,..,160,33,191,3,190,..,189,30,224,7,230,..,83,15,99,0,103,..,31,0,31,0,31,..,561,160,717,10,725,..,150,6,159,4,161,..,128,21,152,0,151,..,313,14,329,3,331,..,69,3,75,0,75,..,667,47,713,9,720,..,733,111,845,3,848,..,64,3,65,0,68,..,260,58,322,0,320,..,353,85,440,7,443,..,417,181,594,0,597,..,1857,531,2394,46,2443,..,13906,3459,17361,243,17607,..,251,60,312,4659,4969,80512,14156,3520,17676,4899,103087,159289,..,..,..,..,159289,..,120,0,120,5,123,..,2211,636,2851,26,2873,..,25,0,25,0,28,..,475,171,649,5,652,..,2366,666,3032,14,3048,..,265,111,375,0,375,..,3105,950,4053,15,4071,..,613,119,730,19,744,..,319,3,325,12,334,..,323,16,335,4,342,..,677,30,699,19,721
LGA18500,0,79,..,20,5,25,0,25,..,5,0,5,0,10,..,52,3,55,0,55,..,78,3,88,0,88,..,246,27,274,3,277,..,0,0,0,0,0,..,41,3,48,0,48,..,36,0,36,0,36,..,41,4,49,0,49,..,79,3,79,0,79,..,14,0,14,3,19,..,177,4,183,3,183,..,304,15,315,3,319,..,10,0,10,0,10,..,65,5,67,0,67,..,31,3,32,0,32,..,68,8,73,0,72,..,829,58,883,9,891,..,4241,340,4584,45,4625,..,74,5,74,2508,2589,21799,4313,343,4658,2549,29009,41035,..,..,..,..,41035,..,97,0,94,0,96,..,112,7,120,3,123,..,3,0,3,0,6,..,496,51,552,3,558,..,703,179,887,3,892,..,49,19,69,0,68,..,1250,245,1503,7,1509,..,56,7,61,0,61,..,85,3,92,0,91,..,698,11,711,3,715,..,357,12,367,3,371
LGA18710,0,0,..,6,3,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,5,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,0,..,11,0,11,3,16,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,9,0,8,0,8,..,46,8,61,0,60,..,260,29,287,9,288,..,11,0,11,494,505,7417,273,29,296,503,8209,14550,..,..,..,..,14550,..,18,0,15,0,15,..,24,3,27,0,27,..,7,0,7,0,7,..,0,0,0,0,0,..,29,3,31,0,31,..,5,0,3,0,3,..,32,3,40,0,40,..,56,0,59,3,61,..,40,0,40,0,40,..,17,0,18,0,18,..,59,3,59,0,59
LGA19399,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,8,0,8,0,8,..,0,0,0,54,54,426,8,0,8,54,492,905,..,..,..,..,905,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5
LGA19499,0,20,..,3,0,3,0,3,..,6,0,6,0,6,..,6,0,6,0,6,..,4,0,4,0,4,..,11,0,11,0,11,..,18,0,18,0,18,..,3,0,3,0,3,..,17,0,17,0,17,..,10,0,13,0,13,..,16,0,16,0,16,..,8,0,8,0,8,..,53,0,52,0,52,..,41,3,43,0,43,..,3,0,3,0,3,..,11,7,18,0,18,..,6,0,6,0,6,..,27,14,38,0,38,..,97,26,123,0,124,..,670,146,819,9,821,..,13,3,21,1058,1072,3038,688,150,836,1061,4939,7212,..,..,..,..,7212,..,5,0,5,0,5,..,122,33,154,0,155,..,16,3,19,0,19,..,66,22,84,0,87,..,210,94,307,0,307,..,7,7,14,0,19,..,285,121,406,3,405,..,12,0,12,0,12,..,23,0,23,0,23,..,76,8,86,4,88,..,57,0,57,0,57
LGA19799,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,5,11,0,11,..,3,0,3,0,3,..,28,26,54,0,55,..,0,0,3,30,33,154,30,26,58,27,239,279,..,..,..,..,279,..,0,0,0,0,0,..,3,3,3,0,3,..,0,0,0,0,0,..,3,3,4,0,4,..,7,19,22,0,22,..,0,3,5,0,5,..,14,22,31,0,31,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
