LGA_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
LGA12700,312,10,0,326,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,5,0,0,0,5,0,3,9,6,0,0,0,10,0,0,0,10,0,3,13,268,34,9,0,318,8,0,8,323,10,3,332,76,13,7,0,89,6,0,6,96,13,0,108,0,0,0,0,0,0,0,0,0,0,4,4,342,49,11,3,405,13,0,13,416,24,3,438,35,6,0,0,40,0,0,0,44,0,0,39,89,18,4,0,110,0,0,0,110,0,0,117,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,4,4,0,0,0,4,0,0,7,125,25,4,4,157,0,0,0,158,5,0,161,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,125,25,4,4,166,0,0,0,163,5,0,169,27,3,3,0
LGA12730,287,8,0,294,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,0,0,0,8,0,0,8,9,0,0,3,11,0,0,0,9,0,0,9,257,25,4,8,293,0,0,0,297,8,0,303,45,6,3,4,51,3,0,3,54,11,3,72,0,0,0,0,0,0,0,0,0,0,0,0,304,33,7,8,349,4,0,4,354,15,6,377,74,8,3,0,82,0,0,0,82,4,0,88,75,5,0,0,78,0,0,0,79,11,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,150,13,3,0,167,0,0,0,168,14,0,182,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,4,0,0,4,149,13,3,0,170,0,0,4,170,14,0,184,20,0,3,0
LGA12750,773,53,3,831,5,0,0,0,5,3,0,3,10,3,0,12,12,8,0,0,19,3,0,3,21,0,0,21,22,8,0,0,33,6,0,6,33,3,0,36,605,158,14,6,782,20,4,22,809,54,3,870,155,42,7,7,210,17,5,26,231,55,8,298,0,3,0,0,3,0,0,0,3,0,8,9,766,195,21,9,996,39,13,50,1041,114,18,1173,167,23,4,0,195,3,0,7,198,19,0,216,213,66,3,0,278,3,3,11,288,22,3,314,13,3,0,0,12,0,0,0,12,0,0,17,0,0,0,3,3,0,0,0,3,3,0,6,388,94,5,4,494,11,3,14,500,42,3,545,3,0,0,0,3,0,0,0,6,0,0,3,3,3,0,0,10,0,0,0,8,0,0,8,6,3,0,0,8,3,0,3,11,0,0,11,395,95,5,4,499,14,3,14,516,38,3,560,72,24,7,3
LGA12850,3278,275,10,3570,43,16,3,3,66,25,7,35,97,15,0,120,134,41,0,3,181,25,17,43,223,27,0,245,180,51,6,5,243,54,26,79,317,41,0,366,2762,515,44,63,3384,148,69,214,3603,317,10,3927,2041,821,40,125,3027,146,73,225,3255,1640,35,4929,14,0,0,20,33,4,0,8,41,15,100,152,4820,1336,83,216,6452,304,141,441,6892,1976,149,9012,844,100,6,8,951,26,11,41,993,101,5,1102,721,199,5,13,941,23,9,36,981,100,8,1090,21,6,4,0,35,0,0,5,39,0,0,40,18,3,0,20,37,4,0,4,43,3,0,50,1605,308,16,43,1966,59,23,84,2051,210,17,2281,33,20,4,3,53,20,3,21,73,6,0,82,62,39,0,0,100,14,19,33,139,18,0,155,97,61,4,3,154,28,21,57,211,26,0,239,1701,365,16,44,2126,87,52,140,2264,239,17,2517,1041,448,20,54
LGA12870,376,14,0,389,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,13,0,0,0,13,0,0,13,15,0,0,0,17,0,0,0,17,0,0,17,348,25,3,9,388,0,0,0,392,14,0,402,99,4,3,0,110,0,0,0,110,10,0,123,0,0,0,0,0,0,0,0,0,0,3,3,449,33,10,11,496,0,0,0,502,26,3,527,83,12,0,0,94,3,0,3,98,3,0,97,109,12,3,3,124,0,0,0,124,5,0,127,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,193,21,4,0,223,3,0,3,225,8,0,234,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,6,0,0,3,3,0,0,0,8,0,0,0,8,0,0,9,202,25,4,0,226,3,0,3,232,5,0,238,54,3,3,0
LGA12900,327,18,0,349,3,0,0,0,3,3,0,3,3,0,0,8,4,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,6,3,0,3,7,0,0,11,290,28,5,8,331,4,3,4,340,22,0,360,67,11,5,0,77,3,0,6,79,9,0,91,0,3,0,0,3,0,0,0,3,0,0,3,359,40,8,8,411,10,4,11,420,25,0,448,75,3,0,0,72,0,0,0,72,0,0,74,76,10,0,0,82,0,0,0,84,6,0,90,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,148,10,0,3,167,0,0,0,165,11,0,172,3,0,0,0,3,4,0,4,6,0,0,6,3,3,0,0,7,0,0,0,7,0,0,7,3,3,0,0,4,4,0,4,8,0,0,8,153,12,0,3,167,4,0,8,173,11,0,185,11,0,0,0
LGA12930,4319,166,3,4489,40,4,0,0,43,4,4,6,53,9,0,61,125,18,0,5,144,4,3,9,155,5,0,163,164,21,0,5,193,16,6,16,208,18,0,225,3827,469,47,75,4417,86,22,109,4524,188,3,4714,1303,244,28,39,1609,35,7,46,1649,205,3,1860,9,3,4,5,26,0,0,0,26,0,11,30,5145,718,72,115,6050,122,32,152,6201,389,13,6602,904,107,4,9,1030,19,9,29,1053,60,3,1111,1085,163,10,8,1265,12,5,22,1286,48,0,1329,24,4,6,3,35,0,0,0,35,6,0,45,17,8,0,22,42,0,0,0,42,0,0,47,2030,279,23,44,2372,37,14,50,2424,111,3,2534,20,5,0,0,27,5,0,5,26,4,0,34,78,7,0,0,91,5,4,13,97,5,0,109,94,11,0,5,115,9,4,16,124,13,0,138,2132,289,23,46,2488,47,16,65,2548,120,3,2669,608,112,10,18
LGA12950,135,10,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,10,0,3,134,3,0,3,137,10,0,143,40,3,4,0,45,3,0,3,46,4,0,53,0,0,0,0,0,0,0,0,0,0,0,0,158,12,3,3,180,7,0,7,185,12,0,195,22,0,0,0,22,0,0,0,22,0,0,20,33,5,0,0,39,0,0,0,39,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,0,0,60,0,0,0,60,3,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,0,0,58,0,0,0,65,3,0,66,5,0,0,3
LGA13010,191,4,0,194,0,0,0,0,4,3,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,3,7,0,0,7,148,29,13,4,189,13,0,13,203,4,0,205,54,24,0,3,82,3,0,4,82,26,0,110,0,0,0,0,0,0,0,0,0,0,0,0,200,44,11,7,270,15,0,19,283,29,0,314,53,8,0,0,60,0,0,0,60,3,0,66,58,15,3,0,71,0,0,0,74,9,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,15,3,0,136,0,0,0,140,13,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,15,3,0,136,0,0,0,140,13,0,153,16,10,0,0
LGA13310,861,41,0,898,14,0,0,0,17,0,0,0,17,5,0,23,22,0,0,0,27,0,0,0,27,0,0,26,32,7,0,0,42,0,0,0,41,3,0,49,757,92,16,13,889,9,7,22,903,43,0,949,204,35,11,5,252,8,3,9,265,48,4,311,0,0,0,0,0,0,0,0,0,0,0,3,965,127,24,23,1140,24,8,31,1172,93,4,1261,216,17,0,7,240,4,0,8,247,6,0,250,215,31,0,3,250,3,0,3,257,7,0,261,7,4,3,0,11,0,0,0,11,3,0,18,0,0,0,3,5,0,0,0,5,0,0,7,434,52,9,14,508,6,0,7,516,17,0,535,7,0,0,0,7,3,3,8,9,3,0,19,8,0,0,0,8,4,0,5,13,0,0,15,13,0,0,0,13,9,5,13,24,8,0,29,451,52,9,14,525,18,3,18,542,22,0,566,115,13,0,3
LGA13340,411,20,3,436,0,0,0,0,0,3,0,3,6,3,0,7,5,3,0,0,6,0,0,0,13,0,0,13,5,0,0,0,7,3,0,7,16,3,0,18,365,41,7,6,421,7,0,7,429,24,3,450,100,19,0,3,114,7,0,7,123,21,0,139,0,3,0,0,3,0,0,0,3,0,0,3,462,63,7,10,539,13,0,14,557,39,3,599,66,6,0,0,73,0,0,0,75,10,0,83,131,22,3,0,157,0,0,0,159,3,0,163,10,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,4,0,0,0,4,0,0,4,205,28,7,0,244,3,0,3,246,9,0,260,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,7,0,0,7,7,0,0,0,5,0,0,0,12,0,0,12,215,31,7,0,253,3,0,3,256,9,0,266,49,19,0,0
LGA13450,854,42,3,901,7,0,0,0,7,3,0,3,12,0,0,11,9,3,0,0,7,3,0,3,11,0,0,11,13,3,0,0,17,8,0,8,19,0,0,26,762,70,18,12,848,12,8,26,875,47,3,925,227,31,7,10,267,20,3,19,288,69,0,360,3,3,0,0,9,0,0,0,9,3,0,8,992,102,19,20,1129,31,16,48,1172,115,6,1297,187,15,7,5,215,5,0,5,222,10,0,230,299,30,10,3,336,4,3,6,345,14,0,352,4,0,3,0,8,0,0,0,8,0,0,8,3,0,0,0,5,0,0,0,5,0,0,5,497,43,13,11,567,10,3,9,576,20,0,600,6,0,0,0,3,3,0,3,10,3,0,13,5,0,0,0,3,0,0,0,8,0,0,8,11,0,0,0,14,8,0,8,19,3,0,18,508,43,13,13,574,12,3,18,592,20,0,619,105,13,0,3
LGA13510,325,14,0,336,3,0,0,0,3,0,0,0,8,0,0,8,8,4,0,0,8,0,0,0,8,0,0,8,6,6,0,0,16,0,0,0,16,0,0,16,272,47,9,3,330,9,0,9,345,14,0,355,80,4,0,3,86,10,0,10,95,23,0,120,0,0,0,0,0,0,0,0,0,0,0,0,349,54,6,8,416,16,0,18,443,37,0,479,67,9,3,0,77,4,0,4,82,9,0,98,110,13,3,6,124,0,0,0,131,0,0,130,4,0,4,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,174,29,4,3,214,9,0,9,222,12,0,236,0,0,0,0,3,0,0,0,3,0,0,3,0,4,0,0,7,0,0,0,7,0,0,7,0,4,0,0,3,0,0,0,3,0,0,3,179,26,4,4,219,9,0,9,226,12,0,243,33,7,3,0
LGA13550,411,10,0,427,9,0,0,0,5,3,0,3,9,0,0,15,11,0,0,0,10,0,0,0,9,0,0,12,17,0,0,0,14,7,0,7,22,3,0,26,391,26,8,6,423,6,3,9,437,15,0,448,84,3,13,3,103,11,0,11,110,22,0,135,0,0,0,0,0,0,0,0,0,0,8,9,477,25,15,9,527,19,3,19,549,41,11,595,75,9,0,0,90,0,0,0,90,9,0,98,107,10,0,0,115,0,0,3,122,3,0,119,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,3,0,0,0,3,0,0,5,195,20,4,0,218,0,0,3,221,14,0,227,3,0,0,0,3,3,0,3,5,0,0,7,3,0,0,0,3,4,0,4,4,0,0,7,4,0,0,0,4,3,0,3,9,7,0,12,195,20,4,0,220,3,0,9,230,14,0,245,32,4,0,0
LGA13660,158,4,3,161,4,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,7,0,0,0,3,0,0,10,154,7,0,0,160,0,0,0,162,7,3,171,49,0,0,0,51,0,0,0,49,14,0,69,0,0,0,0,0,0,0,0,0,0,0,0,203,7,0,0,217,3,0,3,217,21,3,236,39,3,0,0,44,0,0,0,44,0,0,44,47,4,0,0,49,0,0,0,52,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,88,4,0,0,94,0,0,0,95,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,89,4,0,0,96,0,0,0,94,3,0,101,15,0,3,0
LGA13800,2352,59,0,2411,9,0,0,0,9,3,0,3,12,4,0,14,56,3,0,3,56,0,0,0,59,0,0,65,64,3,0,3,72,4,0,4,77,4,0,81,2150,186,27,40,2411,12,5,15,2429,64,0,2495,602,48,8,26,683,10,0,10,694,73,3,772,5,4,0,0,6,0,0,0,6,0,9,17,2761,238,36,64,3104,25,5,28,3134,135,15,3279,539,52,3,3,598,3,0,3,601,21,0,622,733,59,12,4,807,3,0,3,813,8,0,824,21,0,6,0,29,0,0,0,29,5,0,32,10,0,0,5,18,0,0,0,18,0,0,15,1300,114,17,14,1450,6,0,12,1458,38,0,1491,4,3,0,0,8,3,0,3,9,0,0,11,28,0,4,0,27,0,0,0,27,3,0,30,33,3,4,0,37,3,0,3,39,5,0,41,1337,117,24,14,1487,10,0,10,1494,39,0,1534,308,29,4,10
LGA13850,81,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,67,9,3,0,81,0,0,0,81,0,0,81,25,4,0,0,28,0,0,0,32,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,94,17,3,0,115,0,0,0,115,5,0,124,21,0,0,0,24,0,0,0,24,0,0,24,26,3,0,0,26,0,0,0,26,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,46,6,3,0,55,0,0,0,55,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,6,3,0,55,0,0,0,55,3,0,57,10,0,0,0
LGA13910,554,26,3,574,3,3,0,0,6,4,0,4,14,3,0,10,8,3,0,0,11,0,0,0,11,0,0,13,10,8,0,0,21,4,0,4,20,3,0,24,464,72,12,14,560,7,0,12,572,27,3,598,159,18,3,9,193,8,3,13,203,42,0,248,0,0,0,0,0,0,0,0,0,0,5,4,632,95,18,22,753,17,3,21,775,69,9,854,103,15,0,0,116,3,0,3,121,3,0,126,177,16,3,0,196,4,0,3,200,3,0,206,0,0,0,0,3,0,0,0,3,0,0,3,3,3,0,4,8,0,0,0,8,0,0,8,277,34,5,4,328,3,0,7,334,7,0,343,0,0,0,0,3,3,0,3,10,3,0,14,6,0,0,0,4,0,0,0,4,0,0,4,5,3,0,0,13,3,0,3,14,3,0,20,286,36,5,9,338,6,0,10,346,15,0,359,69,15,0,4
LGA14000,6072,157,12,6240,81,3,0,0,86,19,0,19,107,8,0,112,165,14,0,8,184,6,0,5,194,3,3,196,240,22,0,8,272,21,0,28,296,7,5,308,5591,521,63,56,6227,120,23,144,6371,166,15,6551,1618,146,15,41,1816,33,7,38,1859,103,8,1967,4,0,0,8,21,0,0,0,21,0,4,19,7220,665,77,99,8060,158,27,180,8248,272,21,8542,1348,141,7,6,1499,35,15,52,1547,71,0,1624,1758,149,10,10,1919,18,4,22,1943,44,0,1989,31,6,11,0,54,0,0,0,51,0,0,53,14,0,0,7,27,0,0,0,29,3,0,36,3151,295,26,27,3497,62,18,78,3575,124,3,3698,36,3,0,0,44,0,0,0,46,4,0,46,81,10,0,0,92,3,0,3,90,4,0,98,118,10,0,0,133,3,0,4,137,5,0,147,3271,307,24,25,3627,67,17,81,3707,129,3,3843,699,61,6,9
LGA14100,538,20,0,559,5,0,0,0,5,0,0,0,5,0,0,5,17,0,0,0,17,0,0,0,17,0,0,15,22,0,0,0,22,0,0,0,22,0,0,26,504,39,5,6,555,3,0,8,559,23,0,580,136,8,3,0,148,0,0,0,148,10,0,157,0,0,0,0,3,0,0,0,3,0,0,3,648,46,10,4,712,3,0,8,715,33,0,742,133,11,0,0,144,0,0,0,144,3,0,149,164,9,0,0,172,0,0,3,175,3,0,179,0,0,0,0,5,0,0,0,5,0,0,7,0,0,0,0,4,0,0,0,4,0,0,4,305,19,3,0,323,0,0,3,330,6,0,332,3,0,0,0,3,0,0,0,3,0,0,3,10,0,0,0,10,0,0,0,10,0,0,10,10,0,0,0,12,0,0,0,12,0,0,12,311,19,3,0,337,0,0,3,337,6,0,348,68,9,0,0
LGA14170,5710,175,13,5900,43,7,0,0,55,6,0,6,58,5,0,66,119,17,0,0,135,0,0,0,135,3,0,139,164,28,0,0,189,6,0,6,194,13,0,207,5097,606,59,54,5811,78,19,95,5905,188,13,6105,992,132,10,29,1174,21,4,24,1198,117,3,1311,7,0,0,3,10,0,0,0,10,0,26,32,6095,738,73,89,6992,98,21,117,7110,304,41,7453,1081,169,6,5,1251,29,6,33,1288,69,0,1354,1092,144,11,5,1248,23,3,25,1272,26,3,1305,28,0,9,0,32,0,0,0,32,0,0,39,5,0,0,12,18,0,0,0,18,3,0,18,2203,312,24,21,2556,49,12,60,2612,99,7,2713,23,8,3,0,31,6,0,7,38,3,0,42,46,10,3,0,59,0,0,4,59,0,0,61,72,18,5,0,95,11,3,11,102,3,0,107,2273,327,24,18,2647,59,13,70,2717,103,7,2824,415,56,6,6
LGA14200,442,8,0,455,3,0,0,0,3,3,0,3,7,0,0,7,4,0,0,0,8,0,0,0,8,3,0,10,9,3,0,0,7,3,0,3,16,3,0,21,378,56,10,7,440,10,3,12,460,16,0,472,120,13,4,0,142,16,0,17,163,32,0,193,0,0,0,0,0,0,0,0,0,0,4,4,501,69,14,7,589,32,3,31,619,49,3,670,117,8,0,0,122,4,0,4,132,9,0,135,116,17,3,3,137,7,0,5,145,3,0,153,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,7,3,0,0,0,5,0,0,10,237,26,8,9,280,7,0,9,287,16,0,303,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,5,0,0,5,241,26,8,9,278,8,0,15,296,16,0,304,47,11,0,0
LGA14300,199,11,0,209,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,7,0,0,0,7,0,0,7,172,13,3,0,202,8,0,8,202,11,0,212,28,3,0,3,38,3,0,3,37,12,0,49,0,0,0,0,0,0,0,0,0,0,0,0,207,19,3,9,233,8,0,8,243,22,0,263,53,9,0,0,64,3,0,3,60,3,0,64,43,3,0,0,49,0,0,0,49,0,0,48,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,101,10,3,0,109,3,0,3,115,3,0,123,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,5,0,0,0,5,0,0,5,100,10,3,0,115,3,0,3,120,3,0,120,21,3,0,0
LGA14350,572,39,8,619,3,0,0,0,3,0,0,0,10,0,0,7,18,5,0,0,24,0,0,0,26,0,0,24,20,3,0,0,32,0,0,0,29,0,0,36,456,106,15,15,594,13,3,12,606,42,8,653,144,39,6,13,200,17,0,14,216,71,0,292,0,0,0,4,4,0,0,0,4,0,9,14,606,142,19,29,798,27,3,28,821,119,14,953,128,34,0,3,162,3,0,5,167,11,0,173,144,38,7,0,183,0,0,0,188,22,0,212,9,0,3,0,11,0,0,0,11,0,0,11,0,0,0,3,9,0,0,0,9,0,3,9,278,69,8,5,367,3,3,4,367,32,7,410,3,0,0,0,3,3,0,3,3,4,0,8,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,3,7,4,0,13,277,70,8,5,368,6,3,7,376,34,7,420,65,12,3,9
LGA14400,709,28,0,740,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,0,22,0,0,0,22,0,0,22,16,3,3,0,18,0,0,0,18,0,0,22,612,72,22,9,717,6,0,12,730,30,0,761,113,18,0,3,137,0,0,0,139,11,0,154,3,0,0,0,3,0,0,0,3,0,0,3,734,91,22,12,863,5,0,10,869,45,0,919,139,24,4,0,164,0,0,0,164,5,0,172,264,40,8,0,315,3,0,3,315,9,0,330,3,0,3,0,5,0,0,0,5,0,0,9,4,0,0,7,9,0,0,0,9,0,0,9,410,60,13,11,496,3,0,3,497,18,0,517,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,8,0,0,0,8,3,0,10,7,3,0,0,8,0,0,0,8,3,0,10,418,65,13,11,507,3,0,3,504,20,0,526,61,15,0,6
