LGA_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
LGA10050,69,0,0,0,72,10,0,83,1646,167,36,11,1864,18,5,22,1885,112,5,2005,2952,304,42,21,3321,45,8,51,3375,94,3,3463,275,45,42,0,360,0,0,0,363,4,0,365,40,3,0,15,63,0,0,0,63,3,0,59,4907,520,123,56,5599,63,13,80,5678,209,7,5894,32,10,0,0,41,7,0,7,47,3,0,53,92,16,0,0,112,5,4,9,121,6,0,127,119,26,0,0,150,12,4,14,163,8,0,173,5030,543,122,57,5753,72,22,91,5844,215,7,6072,1133,197,27,23,1381,63,12,75,1456,288,8,1753,0,0,0,4,3,0,0,0,3,0,29,39,6163,748,146,84,7140,137,32,167,7309,509,46,7856
LGA10130,23,0,0,0,23,3,0,27,954,138,10,6,1105,20,7,26,1129,73,0,1205,1297,182,15,10,1504,12,0,10,1517,57,0,1576,91,19,26,0,134,3,0,3,139,9,0,143,22,0,0,6,27,0,0,0,27,4,0,38,2366,336,52,26,2774,38,8,40,2818,141,0,2962,9,7,0,0,17,13,0,13,30,5,0,39,27,6,0,14,44,7,0,7,52,7,0,52,36,14,0,14,57,16,0,16,79,16,0,91,2398,344,52,41,2837,57,8,61,2899,154,0,3056,668,125,10,25,822,28,9,36,861,272,0,1136,12,0,0,0,12,0,0,0,12,0,9,23,3074,473,66,60,3668,84,17,100,3767,424,12,4213
LGA10250,48,5,0,5,52,7,0,58,1229,215,22,18,1482,24,8,36,1515,60,0,1571,2002,416,38,12,2470,31,8,43,2511,102,4,2619,136,23,24,3,181,0,0,0,179,11,0,192,20,4,0,36,56,0,0,0,61,3,0,61,3379,658,78,76,4188,57,21,76,4268,178,3,4443,23,8,0,0,36,5,0,5,34,3,0,38,54,28,3,0,87,11,4,8,99,0,0,101,83,35,3,0,121,12,4,12,132,5,0,139,3462,691,81,76,4313,69,22,90,4403,181,3,4584,826,184,31,28,1071,54,3,58,1130,167,6,1302,6,0,0,0,8,0,0,0,8,0,16,20,4294,879,117,97,5394,118,29,143,5539,350,28,5914
LGA10300,3,0,0,0,3,0,0,3,79,6,0,5,86,0,0,0,92,0,0,92,139,10,0,0,153,0,0,0,153,0,0,157,19,0,0,0,19,0,0,0,19,0,0,19,0,0,0,0,4,0,0,0,4,0,0,4,238,16,0,4,266,0,0,0,262,0,0,264,3,0,0,0,3,3,0,3,6,0,0,6,5,0,0,0,5,0,0,0,5,0,0,3,7,0,0,0,7,3,0,3,8,0,0,10,245,16,0,4,267,4,0,4,275,7,0,274,94,12,0,0,104,3,0,3,114,6,0,114,5,3,0,0,11,0,0,0,11,0,0,8,346,29,0,7,381,11,0,11,390,10,0,405
LGA10470,57,0,0,0,58,4,0,66,1785,161,29,15,1989,22,4,30,2022,106,3,2126,2235,217,40,18,2515,17,5,22,2535,66,0,2607,242,13,37,3,291,3,0,3,296,12,0,306,38,8,4,24,65,3,0,3,68,0,0,71,4307,396,104,60,4864,48,10,55,4920,188,3,5113,36,0,0,0,33,8,0,8,43,3,0,42,72,6,0,0,83,3,3,7,86,9,0,94,101,5,0,0,113,12,3,9,126,9,0,137,4408,400,105,65,4982,59,13,68,5050,199,3,5247,935,137,27,30,1125,63,11,67,1192,241,10,1440,0,0,0,3,7,0,0,0,7,0,13,14,5344,537,132,91,6106,118,21,139,6241,438,20,6702
LGA10550,10,0,0,0,10,3,0,15,814,181,16,4,1014,12,3,20,1033,61,0,1091,1308,302,41,12,1663,22,5,30,1690,93,0,1780,109,20,32,0,152,0,0,0,152,4,0,159,19,0,3,20,42,0,0,0,42,0,4,42,2247,496,87,36,2870,36,12,45,2915,158,6,3075,18,9,0,0,18,6,3,8,35,5,0,38,37,7,3,4,54,8,0,8,53,0,0,53,55,10,3,4,75,11,3,15,91,5,0,95,2300,508,88,43,2944,47,16,59,3001,162,6,3170,605,142,27,6,782,26,12,34,816,186,3,1009,11,0,0,0,17,0,0,0,17,0,14,32,2911,654,120,53,3739,70,28,98,3834,353,26,4210
LGA10600,0,0,0,0,0,3,0,9,276,69,7,4,357,0,0,0,357,33,0,384,440,185,9,9,643,10,0,12,655,52,3,712,34,3,8,0,40,3,4,3,47,0,0,50,14,0,0,7,20,0,0,0,20,0,0,20,762,265,17,16,1056,12,3,14,1077,88,3,1168,8,3,0,0,14,4,0,7,22,0,0,22,22,4,0,0,29,0,0,0,25,0,0,25,33,6,0,0,38,4,3,6,48,0,0,48,791,270,17,16,1101,16,7,25,1124,88,3,1213,240,94,9,3,355,21,4,24,378,94,4,485,6,0,0,0,6,0,0,0,6,0,5,7,1038,367,29,20,1455,44,7,54,1508,184,17,1702
LGA10650,7,0,0,0,7,0,0,7,255,13,11,0,280,0,0,0,279,23,3,307,469,33,13,0,520,7,0,7,523,18,3,540,36,4,9,0,48,0,0,0,48,0,0,48,5,0,0,0,5,0,0,0,5,6,0,12,761,54,29,3,851,7,0,9,862,46,3,911,3,0,0,0,7,5,0,5,10,3,0,15,3,0,0,0,3,0,0,0,3,0,0,3,10,0,0,0,10,5,0,5,15,3,0,21,772,54,35,8,863,10,0,11,880,46,3,930,176,18,3,11,200,6,0,6,209,33,0,246,0,0,0,0,0,0,0,0,0,3,0,3,951,68,33,10,1068,21,0,20,1086,86,4,1177
LGA10750,1780,52,19,67,1850,341,12,2204,19650,1758,172,188,21774,474,102,576,22353,1051,27,23430,16117,2059,205,194,18577,281,77,359,18938,634,13,19589,1613,187,209,30,2042,28,3,35,2075,57,6,2133,368,57,10,333,768,22,3,29,795,61,38,896,37756,4063,594,751,43160,810,191,998,44163,1803,79,46043,858,170,18,26,1071,145,13,159,1232,108,4,1338,1264,207,3,26,1497,116,40,152,1649,107,3,1757,2122,381,21,48,2570,259,52,314,2886,211,3,3095,39876,4442,619,796,45736,1070,240,1311,47044,2012,90,49143,15610,2767,276,513,19169,689,167,854,20025,3673,89,23780,114,20,0,102,232,0,4,9,242,38,243,517,55601,7233,890,1414,65134,1761,415,2170,67306,5719,418,73441
LGA10800,3,0,0,0,3,0,0,3,208,28,0,0,237,0,0,0,237,0,3,242,354,39,7,4,409,0,0,0,408,16,0,422,27,0,4,4,32,0,0,0,32,7,0,36,8,0,0,21,31,0,0,0,31,0,0,31,593,71,10,33,709,0,0,0,709,20,3,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,8,593,70,10,33,710,0,0,0,712,22,3,735,143,24,0,3,171,10,10,24,189,27,0,218,0,0,0,3,3,0,0,0,3,0,0,3,735,95,11,40,884,16,6,23,906,53,3,959
LGA10850,8,0,0,0,8,0,0,5,313,33,0,0,347,3,0,3,355,13,0,363,491,39,10,4,548,7,0,7,552,12,0,567,38,5,12,0,52,0,0,0,52,0,0,52,9,0,0,0,10,0,0,0,10,3,0,11,854,78,22,4,955,9,0,9,971,29,0,999,14,0,0,0,14,0,0,0,14,0,0,14,13,3,0,0,14,0,0,0,14,4,0,13,21,3,0,0,24,0,0,0,24,4,0,30,877,81,22,4,983,9,0,9,991,35,0,1030,196,25,8,7,239,9,3,10,249,27,0,282,0,0,0,0,0,0,0,0,0,0,0,0,1075,105,35,16,1225,18,3,22,1246,65,5,1313
LGA10900,278,4,3,10,285,42,0,321,3013,433,47,11,3500,46,18,63,3560,237,0,3801,4623,632,64,34,5350,46,25,72,5419,172,7,5605,448,31,54,10,539,7,0,7,544,14,3,566,31,6,0,23,63,0,0,0,64,6,0,65,8114,1105,165,72,9455,97,38,140,9595,431,14,10034,44,10,4,0,61,7,0,7,61,9,0,73,194,19,4,9,224,3,3,4,233,13,0,244,236,29,7,10,286,8,3,9,293,21,0,318,8353,1129,172,83,9742,106,39,146,9888,455,14,10350,2312,305,45,43,2709,39,11,47,2757,259,3,3015,7,0,0,13,13,0,0,0,13,6,15,37,10673,1440,220,134,12464,147,48,199,12658,719,33,13405
LGA10950,0,0,0,0,0,0,0,0,93,7,0,0,98,0,0,0,101,10,0,108,120,16,0,0,138,7,0,7,151,5,0,154,11,0,4,0,16,0,0,0,16,0,0,16,0,0,0,4,4,0,0,0,4,0,0,4,222,22,4,6,257,10,0,10,268,16,0,287,4,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,3,224,22,4,6,257,13,0,13,270,16,0,289,67,3,3,4,75,8,0,8,88,10,3,103,3,0,0,0,4,0,0,0,4,0,8,8,296,29,6,7,343,24,0,24,361,27,12,398
LGA11100,196,9,0,9,209,42,0,249,2117,231,16,11,2382,40,14,48,2431,85,5,2521,2076,307,30,25,2429,34,13,45,2475,78,4,2557,246,24,33,6,313,3,0,3,311,3,0,318,25,0,0,30,61,0,0,3,64,6,0,69,4474,560,80,72,5188,72,23,94,5282,171,7,5463,57,6,0,0,62,20,7,24,85,3,0,91,108,19,0,3,132,10,4,11,143,6,0,158,163,28,0,3,194,25,11,33,235,14,0,241,4641,586,80,81,5387,96,33,127,5516,187,7,5704,1253,264,19,28,1559,38,19,51,1612,260,13,1882,7,0,0,16,24,0,0,0,24,5,15,49,5900,848,99,117,6972,136,47,185,7149,450,38,7637
LGA11150,0,0,0,0,0,0,0,0,123,24,3,0,147,0,0,0,146,3,0,154,71,8,0,0,80,0,0,0,80,4,0,90,7,0,0,0,7,0,0,0,9,0,0,9,0,0,0,3,3,0,0,0,3,0,0,3,201,28,3,3,237,3,0,3,240,6,3,247,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,202,28,3,3,238,3,0,3,247,6,3,256,45,0,0,0,43,5,3,13,53,18,0,79,0,0,0,0,0,0,0,0,0,0,7,7,251,31,3,3,289,8,3,11,303,27,8,338
LGA11200,0,0,0,0,0,0,0,0,55,3,0,0,54,0,0,0,54,10,0,63,23,3,0,0,33,0,0,0,30,12,0,46,6,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,3,0,3,3,0,0,3,79,9,0,0,96,3,0,9,102,18,0,122,0,0,0,0,0,4,0,4,4,0,0,4,0,0,0,0,6,0,0,0,6,4,0,8,0,0,0,0,6,4,0,4,4,4,0,7,83,11,0,0,96,8,0,11,108,24,0,126,17,8,0,0,23,4,0,6,33,32,0,63,0,0,0,0,0,0,0,0,0,0,0,0,101,13,0,0,120,11,4,17,139,49,0,190
LGA11250,3,0,0,0,3,3,0,4,423,40,5,7,475,14,0,17,491,49,0,548,548,42,9,9,616,16,3,22,633,35,0,671,63,6,6,0,74,0,0,3,83,6,0,84,7,0,0,12,15,0,4,4,24,0,0,20,1035,89,31,28,1184,37,7,43,1234,92,0,1320,15,0,0,0,14,5,3,9,30,0,0,30,19,3,0,0,28,6,0,7,30,0,0,27,33,4,0,0,41,9,5,16,54,0,0,59,1070,97,31,31,1226,47,10,56,1285,89,0,1379,252,58,9,18,337,32,12,39,380,99,5,481,7,0,0,0,7,0,0,0,7,0,11,13,1334,154,41,50,1573,76,23,97,1674,188,13,1877
LGA11300,230,6,3,8,238,34,0,275,1377,151,24,14,1559,46,16,55,1620,102,0,1717,1295,235,8,16,1558,17,14,29,1579,66,3,1651,140,18,19,7,173,6,0,6,177,4,0,180,15,4,3,27,46,0,0,0,46,4,3,59,2826,408,47,55,3335,62,24,91,3428,176,9,3608,46,3,3,0,51,9,4,9,61,5,0,68,72,12,3,3,94,4,8,14,102,10,0,111,121,19,3,3,147,13,8,23,162,16,0,179,2946,425,55,60,3481,73,35,109,3589,187,9,3788,867,233,16,40,1149,39,21,56,1207,223,0,1426,0,0,0,10,14,0,0,0,14,0,5,21,3809,655,67,112,4645,113,55,169,4809,414,12,5233
LGA11350,25,0,0,0,25,5,0,28,667,183,3,5,866,20,3,20,882,44,0,927,1109,484,29,22,1645,26,3,35,1675,97,3,1778,73,21,29,0,124,7,0,7,129,7,0,131,29,6,0,27,59,5,0,6,67,7,3,80,1869,701,65,56,2687,58,9,62,2757,156,8,2918,12,8,0,0,18,8,0,8,21,8,0,25,25,11,0,7,41,8,5,5,49,4,0,55,40,17,0,7,58,15,5,15,70,9,0,80,1903,715,65,64,2747,66,12,78,2824,168,8,2999,451,222,29,15,724,37,4,40,759,140,3,899,6,7,0,0,11,0,0,0,11,0,10,25,2368,942,95,81,3482,102,20,115,3603,309,16,3925
LGA11400,8,0,0,0,8,3,0,13,645,77,16,9,748,11,0,11,762,40,0,802,968,84,4,19,1074,3,3,6,1079,18,0,1099,66,9,15,0,82,0,0,0,87,6,0,97,23,3,0,12,35,0,0,0,35,0,0,35,1696,167,35,43,1948,18,3,22,1962,68,0,2027,12,0,0,0,11,0,0,0,15,0,0,15,23,3,0,0,22,5,0,5,32,0,0,32,34,0,0,0,37,10,0,10,47,0,0,47,1732,173,35,43,1977,28,3,28,2006,68,0,2075,335,53,16,20,426,19,3,16,442,72,0,509,0,0,0,0,0,0,0,0,0,0,5,5,2068,223,51,62,2406,40,3,44,2447,134,8,2586
LGA11450,326,6,0,8,339,34,3,368,4946,348,35,30,5364,56,11,70,5434,162,3,5597,6031,465,67,50,6618,50,6,58,6675,124,8,6801,777,31,107,9,921,4,5,7,931,8,0,937,81,7,0,104,193,0,0,0,193,6,0,199,11839,853,215,191,13098,102,27,133,13226,296,14,13537,124,12,0,3,133,7,3,9,146,6,0,154,267,26,4,13,312,7,3,4,318,8,0,326,388,37,4,17,443,10,5,13,461,19,0,480,12231,887,218,206,13543,112,33,143,13690,317,14,14021,3191,254,57,75,3572,66,19,83,3654,292,12,3962,13,4,0,9,21,0,0,0,21,0,26,49,15433,1150,273,288,17139,177,49,225,17366,611,52,18030
LGA11500,765,17,12,26,786,144,6,933,6381,727,95,70,7272,143,55,198,7474,565,3,8043,6202,901,77,82,7260,101,46,147,7401,409,11,7818,605,71,101,10,783,10,0,12,794,35,0,829,121,29,3,115,270,14,0,16,292,32,3,328,13300,1733,275,282,15593,268,100,369,15961,1036,25,17024,372,63,0,10,450,68,9,74,526,39,0,557,565,91,3,25,687,54,14,77,757,46,10,813,937,158,3,37,1136,125,27,151,1285,85,10,1372,14245,1894,276,318,16724,388,125,522,17248,1123,26,18396,6630,1355,143,275,8404,321,100,429,8833,1953,20,10807,45,6,0,21,64,6,0,6,74,27,121,223,20920,3253,418,610,25196,726,234,952,26152,3103,169,29424
LGA11520,427,15,9,21,440,46,0,491,3946,365,31,17,4357,82,16,96,4457,199,3,4657,4409,435,38,44,4933,78,15,91,5022,132,3,5156,510,46,40,7,606,4,0,4,611,15,0,619,49,3,3,32,92,3,0,3,90,4,4,105,8910,858,113,100,9986,165,29,196,10180,352,11,10541,77,8,0,0,80,8,0,8,89,13,0,102,203,17,3,6,232,25,6,34,266,3,0,271,276,23,3,6,311,33,6,45,350,13,0,369,9187,881,117,109,10296,207,30,240,10531,365,11,10906,2552,326,50,46,2964,54,18,71,3036,388,16,3440,3,7,0,18,27,0,0,0,27,4,16,46,11748,1210,164,169,13288,257,55,305,13594,755,42,14391
LGA11570,2001,51,21,72,2073,520,13,2606,11816,1586,118,138,13662,342,117,459,14117,1117,23,15257,12821,2640,164,162,15789,273,89,358,16145,947,31,17122,1142,176,185,20,1524,24,3,29,1555,64,6,1622,236,59,4,338,638,7,10,12,655,60,36,748,26016,4463,472,664,31612,644,215,854,32470,2188,97,34752,464,169,4,24,655,146,17,164,825,81,0,903,932,383,5,38,1358,129,68,196,1558,156,12,1723,1397,547,10,54,2017,280,90,368,2378,233,12,2630,27417,5010,485,718,33627,920,299,1224,34851,2419,111,37376,16167,6062,453,983,23676,1255,348,1610,25280,6796,189,32267,115,57,0,85,256,6,0,8,265,66,360,695,43697,11129,939,1790,57556,2189,655,2838,60396,9280,661,70338
LGA11600,0,0,0,0,0,0,0,0,79,3,0,0,91,0,0,0,91,4,0,96,152,17,5,3,176,0,0,0,176,9,0,187,20,3,5,0,23,0,0,0,23,0,0,23,0,0,0,9,5,0,0,0,5,0,0,5,253,20,10,15,300,0,0,0,300,10,0,310,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,11,0,0,0,11,0,0,11,7,3,0,0,11,0,0,0,11,0,0,11,255,23,10,10,308,0,0,0,308,10,0,317,69,15,6,3,90,0,0,0,90,13,0,98,3,0,0,0,3,0,0,0,3,0,0,3,323,40,16,17,397,0,0,0,397,21,0,425
LGA11650,941,24,8,27,967,124,3,1088,10318,1405,152,79,11948,207,57,264,12212,783,19,13021,18513,1964,250,143,20878,246,66,310,21187,719,18,21928,1544,183,244,21,1987,29,9,37,2024,76,3,2105,219,23,7,201,445,9,0,15,458,26,18,500,30590,3573,647,448,35266,493,131,626,35890,1607,56,37553,336,40,11,11,394,43,12,55,445,44,0,492,917,104,12,15,1054,55,9,65,1117,69,3,1185,1252,144,25,24,1443,106,20,119,1562,110,3,1672,31843,3718,673,474,36704,597,151,743,37449,1720,57,39229,9061,1245,290,233,10829,340,68,406,11243,1532,23,12799,60,15,7,28,108,0,0,0,108,8,99,207,40968,4980,967,731,47645,935,218,1156,48798,3257,182,52232
LGA11700,0,0,0,0,0,0,0,0,34,0,3,0,44,0,3,3,46,7,0,49,14,5,0,3,23,0,0,0,23,6,0,32,3,0,0,3,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,53,12,3,7,73,0,3,3,78,14,0,89,3,0,0,0,3,3,0,3,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,9,0,0,11,58,12,3,7,81,3,3,3,81,17,0,96,39,6,0,0,38,11,0,11,52,25,0,81,0,0,0,0,0,0,0,0,0,0,9,9,95,12,3,7,115,14,5,18,138,40,9,190
LGA11720,70,3,0,3,75,17,0,90,1466,130,37,8,1645,60,5,67,1713,110,0,1825,2679,333,43,25,3086,58,4,59,3147,153,0,3299,227,29,53,0,312,0,3,3,312,9,0,326,21,4,0,44,66,0,0,0,66,0,3,71,4399,502,138,75,5113,123,9,132,5239,276,3,5522,43,12,0,0,51,27,0,27,77,19,0,92,100,30,3,9,139,3,3,3,146,26,0,172,142,37,3,13,189,27,3,32,221,42,0,268,4537,536,140,90,5301,143,17,159,5462,321,3,5794,1712,243,47,53,2051,113,16,130,2182,503,5,2690,21,6,0,0,29,0,0,0,29,0,29,56,6269,781,188,143,7385,255,32,291,7676,828,34,8540
LGA11730,14,0,0,0,14,3,0,17,1144,182,15,18,1360,30,10,34,1390,99,0,1493,1749,378,29,31,2192,40,11,57,2247,143,3,2390,130,42,22,0,197,0,0,0,202,24,0,222,31,5,4,13,57,5,0,5,62,10,9,78,3062,617,68,60,3802,77,20,97,3904,268,7,4183,42,11,0,0,55,38,5,42,96,17,3,109,90,4,7,3,103,19,5,27,128,6,3,138,133,19,5,3,157,58,8,68,220,24,3,249,3193,629,80,58,3962,132,32,164,4125,291,15,4430,1062,214,46,38,1361,56,15,69,1426,418,0,1844,10,9,0,0,23,0,0,0,23,0,5,36,4264,856,128,101,5341,188,43,233,5578,708,20,6307
LGA11750,3,0,0,0,3,0,0,3,174,10,3,3,190,0,0,0,194,9,0,199,208,12,3,8,229,4,0,4,234,4,0,240,20,16,7,3,41,0,0,0,41,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,404,39,18,12,473,5,0,5,479,10,0,489,5,0,0,0,5,3,0,3,5,0,0,11,7,0,0,0,7,0,0,0,7,0,0,7,17,0,0,0,17,3,0,3,21,0,0,21,420,39,18,12,490,9,0,9,498,11,0,508,216,11,16,10,249,9,0,9,256,32,0,288,3,0,0,0,3,0,0,0,3,0,0,4,637,48,36,26,737,15,0,15,761,40,0,796
LGA11800,74,0,0,0,74,18,0,86,2162,347,20,20,2547,44,29,74,2623,197,8,2822,3284,638,49,57,4027,59,13,71,4103,201,0,4304,275,37,49,0,364,5,0,12,372,18,0,385,47,0,0,29,78,8,0,8,84,3,3,93,5769,1020,118,107,7012,114,48,163,7177,416,14,7608,43,22,0,3,68,26,6,35,103,3,0,104,129,22,10,0,161,34,14,47,212,20,0,229,178,49,10,3,231,63,18,80,311,23,0,335,5948,1062,125,111,7247,180,70,248,7492,436,14,7945,1580,303,33,48,1961,84,22,105,2064,457,8,2532,4,3,0,8,22,3,0,3,22,0,43,67,7528,1370,152,171,9230,259,91,356,9582,895,62,10537
LGA12000,3,0,0,0,3,0,0,4,168,25,0,6,195,0,0,0,195,12,0,209,227,29,4,0,258,4,0,4,270,7,0,270,28,4,0,0,34,0,0,0,34,0,0,34,12,0,0,4,15,0,0,0,15,0,0,15,426,66,3,8,506,4,0,4,508,14,0,530,3,0,0,0,7,0,0,0,4,6,0,8,0,0,0,0,0,0,3,3,3,0,0,3,3,0,0,0,7,0,3,6,9,6,0,11,430,66,6,8,507,7,3,8,523,18,0,544,131,16,0,4,153,6,0,7,157,19,0,180,3,0,0,0,3,0,0,0,3,0,0,4,562,81,7,11,662,15,5,18,684,44,0,726
