LGA_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
LGA11650,1440,56,11,68,1509,256,8,1776,15,0,0,0,13,0,0,0,13,0,13,30,6498,770,136,122,7522,139,40,184,7700,543,29,8273,1330,169,16,7,1525,25,4,32,1561,103,8,1668,1812,201,30,16,2065,28,5,33,2097,92,3,2192,32,8,10,0,50,4,0,6,57,0,0,57,20,0,0,18,39,4,0,4,39,5,3,45,3196,377,60,40,3672,67,10,78,3752,197,13,3959,52,5,0,0,65,8,0,10,67,3,0,76,73,5,0,3,82,10,0,10,91,8,0,102,127,14,0,3,147,13,3,14,161,11,0,173,3320,392,65,44,3821,80,16,89,3913,208,13,4135,660,106,23,16,805,29,9,36,842,172,3,1011,13,0,0,0,10,0,0,0,10,0,20,28,3990,501,87,61,4634,102,23,126,4764,377,28,5172,1978,207,27,12,2224,43,7,49,2271,126,9,2412,2221,284,26,24,2548,36,4,42,2589,126,3,2716
LGA11700,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,9,0,0,0,12,5,3,19,4,0,0,0,4,0,0,0,4,0,0,5,3,0,0,0,3,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,9,0,0,0,7,0,0,0,7,0,0,15,3,0,0,0,3,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,10,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA11720,258,14,0,14,271,94,0,370,0,0,0,0,0,0,0,0,0,0,0,3,930,129,27,30,1117,54,0,53,1169,152,3,1328,201,20,8,0,227,9,0,13,236,11,0,247,260,41,3,0,301,5,0,5,306,14,0,319,6,3,3,0,14,0,0,0,14,3,0,13,3,3,0,5,12,0,0,0,12,0,0,12,465,57,9,10,550,12,0,17,561,28,0,592,8,0,0,0,7,3,0,3,7,3,0,13,10,3,0,0,17,0,0,0,17,4,0,19,15,5,0,0,25,3,0,3,24,3,0,32,484,66,9,9,567,13,0,19,587,37,0,621,130,9,6,8,157,8,3,10,167,69,0,231,3,0,0,0,3,0,0,0,3,0,4,10,621,78,14,15,733,19,4,25,753,102,4,859,282,19,3,0,304,14,4,14,322,24,0,340,324,42,9,11,376,11,0,11,387,24,0,409
LGA11730,184,5,0,7,188,75,0,261,3,0,0,0,5,0,0,0,5,0,5,10,739,147,15,11,916,29,9,36,947,133,6,1088,161,26,0,0,191,3,0,4,193,13,0,213,194,46,4,3,243,9,3,9,254,14,0,272,3,4,3,0,10,0,0,0,10,0,0,11,3,0,0,0,6,3,0,3,6,0,0,8,363,77,11,6,453,9,3,16,465,30,0,497,0,3,0,0,5,3,0,3,6,3,0,9,4,0,0,0,4,0,0,0,7,0,0,7,6,3,0,0,9,3,0,3,13,3,0,20,363,79,12,6,467,16,3,17,484,33,0,515,79,17,3,5,102,5,0,5,105,50,0,158,0,0,0,0,0,0,0,0,0,0,0,0,445,96,12,15,567,16,3,20,586,81,0,672,228,32,4,4,270,3,0,5,272,16,0,291,270,65,9,6,350,10,7,18,361,29,0,393
LGA11750,30,7,0,7,35,6,0,36,0,0,0,0,0,0,0,0,0,0,0,0,91,6,0,3,104,7,0,7,108,6,0,112,21,4,0,0,28,0,0,0,30,0,0,32,19,3,0,3,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,5,0,0,48,0,0,0,51,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,0,0,50,0,0,0,54,0,0,52,15,0,0,0,15,0,0,0,15,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,57,5,0,0,65,0,0,0,69,3,0,68,28,0,3,0,28,0,0,0,29,0,0,29,27,3,0,0,31,0,0,0,31,0,0,28
LGA11800,216,11,0,11,228,73,0,304,3,0,0,0,3,0,0,0,3,0,6,9,1217,214,29,28,1488,42,9,55,1537,155,16,1709,298,44,3,0,349,8,3,12,359,22,0,388,325,49,5,9,382,7,3,15,400,38,0,437,11,0,0,0,6,0,0,0,6,0,0,7,3,0,0,3,8,0,0,0,8,0,0,3,636,92,11,13,746,16,5,26,770,64,0,834,5,0,0,0,9,7,0,7,12,0,0,12,12,0,0,0,13,3,0,3,20,7,0,27,19,0,0,0,26,8,0,6,29,7,0,36,651,97,11,13,769,27,9,29,804,65,0,869,116,22,4,5,142,8,0,10,156,50,0,209,3,0,0,0,3,0,0,0,3,0,3,10,767,119,12,18,919,31,5,40,960,117,3,1087,434,57,6,6,494,12,0,12,511,32,0,544,402,91,7,6,507,9,3,7,517,42,0,556
LGA12000,25,0,0,0,29,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,99,16,0,6,126,0,0,4,131,3,0,137,30,3,0,0,30,0,0,0,30,0,0,36,29,3,0,0,29,0,0,0,29,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,58,6,0,0,65,0,0,0,65,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,6,0,0,70,0,0,0,70,3,0,71,18,3,0,0,20,0,0,0,20,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,72,9,3,0,84,0,0,0,84,7,0,91,37,3,0,0,39,0,0,0,39,6,0,49,31,4,0,0,34,0,0,0,34,3,0,34
LGA12150,3,0,0,0,5,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,3,61,3,0,3,65,5,0,76,6,3,0,0,11,0,0,0,11,0,0,11,10,3,0,3,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,0,6,21,0,0,0,21,0,0,23,3,0,0,0,3,0,0,3,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,7,0,0,5,20,3,0,6,23,0,0,3,25,0,0,31,5,0,0,3,3,0,0,0,6,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,4,33,3,0,3,37,5,0,42,11,4,0,0,12,0,0,0,12,0,0,19,14,0,0,0,16,0,0,0,16,0,0,16
LGA12350,49,4,0,4,52,14,0,65,0,0,0,0,0,0,0,0,0,0,0,0,250,27,5,5,292,4,0,4,296,19,3,318,66,9,0,0,68,0,3,4,71,0,0,78,47,14,0,0,65,0,0,0,65,6,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,22,4,0,136,0,3,4,138,6,0,148,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,4,117,20,4,0,141,3,3,7,144,13,0,155,14,0,0,0,15,5,0,5,21,13,0,36,0,0,0,0,0,0,0,0,0,0,0,0,130,21,3,0,157,12,3,12,170,19,0,186,50,7,0,0,61,0,0,0,67,0,0,67,72,14,0,0,83,0,0,0,83,3,0,90
LGA12380,1747,93,48,142,1894,747,26,2662,11,7,0,13,33,0,0,0,36,3,34,70,3388,910,54,154,4507,189,82,274,4776,948,70,5791,684,87,10,0,787,25,7,26,811,78,0,887,522,116,9,18,666,17,10,22,687,53,0,746,18,0,4,0,30,0,0,0,27,0,0,27,11,3,0,26,33,0,0,3,35,16,3,52,1239,209,25,42,1512,39,13,56,1566,146,7,1715,29,6,3,0,38,8,0,5,42,3,0,47,54,27,0,4,85,8,3,12,96,11,0,101,80,29,3,4,117,17,6,19,135,8,0,151,1319,234,24,49,1629,52,21,71,1701,157,4,1868,669,294,9,49,1026,36,15,53,1075,460,8,1545,13,3,0,10,29,0,0,0,29,0,33,57,2001,534,36,112,2677,90,39,125,2805,617,46,3469,984,118,5,12,1122,33,10,46,1169,110,0,1279,695,179,7,17,900,18,6,29,930,73,0,1001
LGA12700,32,0,0,0,32,6,0,40,0,0,0,0,0,0,0,0,0,0,0,0,154,31,9,8,200,0,0,0,198,12,0,213,40,9,0,0,51,0,0,0,51,0,0,49,55,6,0,6,70,0,0,0,70,3,0,69,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,98,21,3,8,125,0,0,0,129,3,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,21,3,8,125,0,0,0,129,3,0,130,25,3,4,0,32,0,0,0,32,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,124,22,5,8,159,0,0,0,158,10,0,169,48,9,0,0,59,0,0,0,63,3,0,65,61,13,3,0,80,0,3,6,84,8,0,86
LGA12730,25,0,0,0,26,7,0,34,0,0,0,0,0,0,0,0,0,0,0,0,168,16,5,0,196,3,0,3,196,18,0,215,43,0,0,0,46,0,0,0,46,0,0,46,51,4,0,0,50,0,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,91,5,0,3,96,0,0,0,96,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,95,5,0,3,104,0,0,0,104,0,0,103,13,0,0,0,14,0,0,0,14,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,109,4,0,3,112,0,0,0,113,11,0,121,49,6,4,0,50,0,0,0,50,4,0,56,60,3,0,0,65,0,0,0,65,3,0,71
LGA12750,109,4,0,10,116,31,0,148,0,0,0,0,0,0,0,0,0,0,3,3,471,119,9,9,613,15,4,24,632,69,5,712,107,25,0,0,141,0,0,0,141,13,0,148,121,38,0,0,159,8,0,5,168,18,0,188,0,6,0,0,8,0,0,0,8,0,0,9,0,0,0,5,5,0,0,0,5,0,0,5,228,72,4,5,312,8,0,5,312,34,0,346,3,0,0,0,3,0,0,0,3,0,0,3,3,3,0,0,8,0,0,0,10,0,0,10,8,3,0,0,13,0,0,0,14,0,0,14,238,70,4,5,325,6,0,7,329,34,0,361,41,13,0,0,53,6,0,6,62,26,0,85,0,0,0,0,3,0,0,0,3,0,3,8,285,84,5,8,384,13,0,13,395,62,3,456,131,39,0,0,180,0,0,0,177,19,0,199,127,53,3,4,190,6,3,8,199,12,0,210
LGA12850,1559,57,49,110,1665,992,15,2671,11,4,0,10,19,0,0,0,22,10,66,96,2747,810,36,111,3704,147,102,246,3949,1241,103,5292,613,66,4,4,686,26,8,33,712,61,3,776,490,147,10,6,653,23,12,36,684,67,0,754,20,0,3,0,22,0,0,0,22,3,0,25,17,0,0,27,39,3,3,3,42,4,0,50,1138,208,14,38,1397,46,19,67,1466,134,6,1605,29,4,0,0,37,21,4,20,52,5,0,59,42,31,3,3,74,20,21,40,115,14,0,130,69,37,3,4,113,33,23,57,166,19,0,194,1207,242,15,37,1504,85,44,126,1637,155,6,1799,661,303,17,23,996,45,36,86,1085,659,7,1750,3,0,0,6,19,0,0,0,15,0,29,46,1866,551,37,70,2524,134,85,212,2733,820,41,3589,920,105,3,12,1043,30,6,43,1085,110,3,1199,663,202,11,17,896,24,12,34,930,119,0,1052
LGA12870,55,0,0,0,55,9,0,65,0,0,0,0,0,0,0,0,0,0,3,3,255,23,7,3,288,3,0,3,290,11,3,301,53,4,0,0,54,0,0,0,54,0,0,59,63,6,0,0,65,0,0,0,66,3,0,71,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,117,9,4,6,131,0,0,0,127,9,0,135,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,115,9,4,6,131,0,0,0,131,9,0,136,14,3,0,0,16,3,0,3,22,8,0,30,0,0,0,0,3,0,0,0,3,0,0,3,132,12,4,4,153,4,0,4,158,19,0,172,71,0,0,0,72,0,0,0,72,4,0,76,85,7,3,0,102,0,0,0,102,9,0,106
LGA12900,16,0,0,0,21,10,0,34,0,0,0,0,0,0,0,0,3,0,0,3,165,17,3,0,188,7,3,4,195,24,0,219,59,3,0,0,57,0,0,0,57,3,0,61,51,3,5,3,62,0,0,0,62,5,0,68,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,110,9,3,7,125,0,0,0,125,9,0,137,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,6,0,0,7,112,11,3,7,133,0,0,0,133,7,0,143,16,0,0,0,19,3,0,3,16,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,128,10,3,3,146,3,0,3,151,14,0,168,60,5,0,0,64,0,0,0,69,0,0,72,50,6,3,0,55,0,0,0,57,3,0,60
LGA12930,751,22,7,28,778,114,3,890,12,0,0,0,13,0,0,0,13,0,3,12,2748,398,33,63,3249,70,20,93,3340,230,6,3578,649,73,4,3,732,10,9,16,754,41,0,797,718,120,3,10,852,18,7,23,875,31,3,912,18,6,8,0,27,0,0,0,30,0,0,28,11,3,0,15,24,0,0,0,24,0,0,29,1401,203,13,24,1641,28,9,41,1679,82,3,1765,20,3,0,0,27,6,0,8,30,3,0,39,37,15,0,0,53,0,7,5,57,4,0,61,58,15,0,0,78,11,5,12,87,11,0,98,1461,218,13,24,1715,38,18,55,1770,94,3,1864,312,61,11,3,394,11,3,18,406,83,0,494,3,0,0,3,12,0,0,0,12,0,3,16,1782,287,19,33,2115,51,18,69,2191,179,11,2377,996,131,10,3,1133,25,5,31,1161,70,0,1236,934,171,7,14,1133,27,8,32,1165,60,0,1226
LGA12950,9,0,0,0,11,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,58,10,3,0,72,0,0,3,77,8,0,87,17,3,0,0,22,0,0,0,22,0,0,22,18,0,0,0,19,0,0,0,19,0,0,19,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,43,0,0,0,43,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,43,0,0,0,43,0,0,43,4,3,0,0,3,0,0,0,3,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,40,7,0,0,53,0,0,0,53,6,0,55,27,0,0,0,24,0,0,0,24,0,0,24,20,8,0,0,28,0,0,0,28,0,0,28
LGA13010,31,3,0,3,32,10,0,47,0,0,0,0,0,0,0,0,0,0,0,0,134,29,3,0,170,6,0,6,174,24,0,193,27,3,0,0,33,0,0,0,33,3,0,38,30,10,0,0,40,0,0,0,40,6,0,43,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,59,15,0,0,78,0,0,0,78,8,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,15,0,0,78,0,0,0,78,8,0,86,16,6,0,3,17,3,0,3,20,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,75,19,0,5,95,3,0,3,102,14,0,114,56,9,0,0,66,0,0,0,66,5,0,66,36,12,0,0,42,4,0,4,47,3,0,49
LGA13310,134,4,0,6,135,26,0,161,0,0,0,0,0,0,0,0,0,0,0,0,564,64,7,19,655,17,7,25,680,49,0,732,127,11,3,3,140,3,0,3,144,5,0,152,129,17,3,5,148,3,0,3,151,9,0,162,4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,257,25,4,10,297,7,0,6,311,12,0,320,3,0,0,0,0,0,0,4,5,0,0,9,4,0,0,0,4,0,0,0,4,0,0,6,3,0,0,0,4,0,3,3,7,0,0,8,266,26,4,10,307,12,4,15,314,14,0,331,56,6,3,0,67,0,0,0,71,28,0,96,0,0,0,0,0,0,0,0,0,0,0,0,322,35,8,10,372,11,4,13,385,42,3,430,173,17,3,5,198,6,0,6,204,8,0,212,170,21,3,3,199,0,3,4,199,6,0,206
LGA13340,65,0,0,0,65,17,0,82,0,0,0,0,0,0,0,0,0,0,0,0,262,46,7,0,318,3,0,3,319,29,0,352,61,7,0,0,67,0,0,0,68,5,0,67,77,11,3,3,97,0,0,0,98,5,0,104,5,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,3,0,0,0,3,0,0,3,142,17,4,4,173,0,0,0,172,12,0,185,0,0,0,3,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,9,0,0,9,144,21,4,5,176,4,0,3,180,12,0,189,26,4,0,0,27,0,0,0,30,7,0,36,0,0,0,0,0,0,0,0,0,0,0,0,170,25,4,5,207,6,0,3,210,14,0,225,76,8,0,0,81,0,0,0,82,5,0,90,98,8,0,0,113,3,0,3,113,7,0,119
LGA13450,119,6,0,6,125,31,5,165,3,0,0,0,7,0,0,0,7,0,3,7,611,59,15,17,699,24,3,23,724,60,5,791,125,10,0,0,139,0,0,0,138,7,0,147,179,19,0,0,193,3,0,3,202,13,0,209,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,5,0,0,0,5,0,0,7,307,27,3,0,344,3,3,3,344,18,0,363,4,0,0,0,4,7,0,7,8,0,0,12,0,0,0,0,3,0,0,0,4,0,0,4,8,0,0,0,10,3,0,3,15,0,0,10,311,30,3,4,350,11,3,13,361,19,0,376,62,5,5,0,68,3,0,3,74,22,3,96,0,0,0,0,3,0,0,0,3,0,0,3,376,36,6,8,420,7,3,15,433,45,5,478,182,17,3,4,202,3,0,3,207,10,0,216,202,16,3,0,226,0,0,4,230,13,0,241
LGA13510,38,0,3,6,46,18,0,65,0,0,0,0,0,0,0,0,0,0,0,0,212,32,12,4,261,9,3,13,271,34,0,304,25,10,0,0,35,3,0,3,38,9,0,51,59,8,0,0,67,0,0,0,72,3,0,74,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,89,15,0,0,106,3,0,3,113,15,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,6,0,0,0,6,0,0,6,88,15,0,0,111,3,0,3,119,15,0,136,19,3,0,0,24,0,0,0,24,11,0,34,0,0,0,0,0,0,0,0,0,0,0,0,106,21,0,3,136,3,0,3,140,21,0,167,47,3,5,0,60,0,0,0,59,8,0,68,43,11,0,0,56,0,0,0,55,3,0,59
LGA13550,35,0,0,0,39,11,0,49,0,0,0,0,0,0,0,0,0,0,0,0,230,23,4,3,260,6,0,8,266,25,0,291,58,3,0,0,65,0,0,0,65,0,0,67,60,3,0,0,67,0,0,3,66,0,0,64,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,120,8,0,0,127,0,0,3,130,4,0,133,0,0,0,0,0,0,0,0,0,3,0,5,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,8,3,0,3,6,3,0,11,124,9,0,0,138,3,0,7,143,10,0,150,14,3,3,0,20,0,0,0,19,8,0,32,0,0,0,0,0,0,0,0,0,0,0,0,143,6,4,3,157,7,0,3,161,17,0,177,80,7,0,0,86,0,0,0,86,7,0,90,67,5,3,0,74,3,0,3,74,6,0,79
LGA13660,23,0,0,0,23,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,107,6,0,0,119,0,0,0,119,12,0,126,16,0,0,0,21,0,0,0,21,3,0,22,11,3,0,0,13,0,0,0,18,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,30,3,0,0,35,0,0,0,39,3,0,43,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,6,35,3,0,0,40,0,0,0,43,5,0,50,3,0,0,0,3,0,0,0,3,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,44,0,0,0,50,9,0,57,20,3,0,0,27,0,0,0,27,7,0,30,14,8,0,0,18,0,0,0,18,0,0,24
