LGA_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
LGA11600,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,4,18,..,65,17,81,3,85,..,3,0,3,114,113,1216,68,17,87,118,1421,1118,..,..,..,..,1118,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,9,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,4,3,0,3,..,14,3,21,0,21,..,4,0,9,0,9,..,3,0,5,0,5,..,3,3,5
LGA11650,3,56,0,56,..,447,23,474,4,476,..,644,70,707,8,719,..,57,0,57,0,57,..,133,31,168,4,167,..,53,6,65,0,65,..,129,32,159,0,164,..,1467,241,1709,42,1752,..,7663,1036,8692,120,8810,..,451,38,491,8519,9007,140949,8111,1073,9182,8637,158768,148827,..,..,..,..,148827,..,205,3,213,0,215,..,214,30,241,0,244,..,26,5,29,0,29,..,295,133,427,0,430,..,627,264,892,11,899,..,29,15,41,0,41,..,948,418,1360,12,1371,..,111,3,109,3,114,..,230,3,237,3,239,..,361,16,378,0,377,..,468,18,481,8,488,..,290,55,347,11,361,..,36,0,37,0,37,..,158,12,166,0,166,..,100,21,119,0,117,..,40,0,37,0,37,..,53,5,50,0,50,..,111,14,132,0,131,..,494,52,550,3,550,..,494,45,542,6,548,..,229,23,252,0,252,..,231,90,325
LGA11700,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,3,8,0,8,..,18,3,25,0,31,..,3,0,3,170,171,774,21,3,28,167,973,710,..,..,..,..,710,..,0,0,0,0,0,..,0,0,0,0,3,..,6,0,6,4,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA11720,0,0,0,0,..,24,0,24,0,26,..,31,3,33,0,33,..,0,0,0,0,0,..,13,5,18,0,22,..,3,0,3,0,3,..,8,0,8,0,8,..,89,27,116,6,122,..,416,52,469,23,488,..,52,3,61,2642,2702,24446,468,57,526,2658,27633,25398,..,..,..,..,25398,..,17,0,18,0,18,..,11,3,9,0,9,..,3,0,3,0,3,..,18,5,23,0,23,..,21,9,27,0,29,..,0,0,0,0,0,..,38,14,55,0,52,..,3,0,3,0,3,..,15,0,13,0,13,..,14,0,14,0,14,..,34,3,33,0,33,..,12,0,18,0,18,..,0,0,0,0,0,..,15,0,12,0,11,..,15,0,13,0,13,..,3,0,3,0,4,..,3,0,5,0,5,..,8,0,8,0,8,..,45,7,49,0,49,..,15,0,19,3,21,..,4,0,9,0,11,..,3,3,6
LGA11730,0,0,0,0,..,20,0,22,0,22,..,24,0,27,0,27,..,7,0,7,0,7,..,8,3,10,0,10,..,0,0,0,0,0,..,4,10,11,0,11,..,67,14,78,6,87,..,412,54,465,11,481,..,50,3,57,2011,2065,22600,459,59,518,2019,25140,23150,..,..,..,..,23150,..,13,0,11,0,11,..,3,0,3,0,3,..,24,0,24,3,27,..,27,9,34,0,35,..,26,12,37,0,37,..,4,0,4,0,4,..,55,21,75,0,74,..,3,0,3,0,3,..,30,0,30,0,28,..,26,0,26,0,25,..,42,0,43,0,49,..,5,0,8,3,8,..,0,0,0,0,0,..,7,0,7,0,7,..,23,3,25,0,25,..,5,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,6,..,44,3,51,0,48,..,8,0,8,0,10,..,21,0,24,0,24,..,6,0,6
LGA11750,0,0,0,0,..,6,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,22,0,22,..,68,14,81,3,83,..,6,3,9,285,297,2014,77,14,92,285,2394,1894,..,..,..,..,1894,..,10,0,10,0,10,..,0,0,0,0,0,..,4,0,3,3,4,..,0,0,0,0,0,..,9,4,10,0,12,..,0,0,0,0,0,..,5,4,7,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,8,0,8,..,0,0,0,0,0,..,0,0,4,0,4,..,4,0,4,0,4,..,4,0,4,0,4,..,16,3,21,0,21,..,5,0,4,0,4,..,0,0,0,0,3,..,0,0,0
LGA11800,3,12,0,12,..,61,5,64,0,64,..,90,14,103,0,103,..,12,0,12,0,12,..,27,0,29,0,29,..,4,0,4,0,4,..,14,3,19,0,19,..,474,227,702,16,715,..,2039,484,2523,35,2561,..,118,7,120,2411,2532,30227,2155,491,2649,2450,35319,32028,..,..,..,..,32028,..,27,0,29,0,29,..,63,9,77,0,80,..,17,0,17,0,17,..,38,13,52,0,55,..,76,49,131,3,132,..,10,3,9,3,14,..,120,69,194,4,199,..,8,0,12,0,12,..,58,4,64,0,63,..,85,3,93,0,91,..,166,3,170,6,177,..,31,0,31,3,33,..,3,0,3,0,3,..,43,0,46,0,46,..,478,126,601,9,614,..,7,0,7,0,7,..,11,4,13,0,15,..,23,3,25,0,25,..,559,135,696,7,704,..,92,3,98,4,97,..,41,4,51,0,52,..,14,7,13
LGA12000,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,28,4,31,0,31,..,3,0,3,214,221,1911,28,4,34,214,2160,1909,..,..,..,..,1909,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,7,0,6,0,6,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
LGA12150,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,20,0,24,0,24,..,8,0,10,297,309,1619,26,0,29,297,1947,1647,..,..,..,..,1647,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,11,0,11,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0
LGA12350,0,0,0,0,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,30,4,34,3,35,..,128,18,146,3,151,..,14,0,14,487,505,5499,144,18,158,494,6157,5590,..,..,..,..,5590,..,0,0,0,0,0,..,3,0,5,0,3,..,15,0,15,0,15,..,4,3,8,0,8,..,17,7,22,0,24,..,0,0,0,0,0,..,17,6,31,0,28,..,9,0,10,0,11,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,10,0,10,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,7,0,5,0,5,..,3,0,3,0,3,..,3,0,3
LGA12380,5,88,0,88,..,1778,74,1851,19,1873,..,699,116,814,10,825,..,3217,526,3750,45,3789,..,127,50,183,3,183,..,2635,665,3296,37,3340,..,1287,418,1703,9,1713,..,8435,2587,11018,232,11255,..,57148,15241,72389,767,73163,..,310,142,449,5625,6075,31839,57459,15384,72842,6401,111080,30561,..,..,..,..,30561,..,17,0,17,0,17,..,13072,2798,15873,149,16014,..,3,0,3,0,3,..,2993,2174,5173,25,5198,..,3537,3283,6820,33,6856,..,287,229,517,8,521,..,6823,5684,12502,65,12569,..,655,145,800,0,801,..,21,0,22,0,22,..,159,6,167,3,169,..,96,0,94,0,97,..,663,206,868,13,874,..,519,58,577,0,579,..,2155,166,2323,18,2344,..,982,146,1124,7,1134,..,193,8,202,0,207,..,1511,252,1763,18,1785,..,3956,416,4371,30,4405,..,9314,1047,10365,84,10446,..,865,159,1024,12,1034,..,73,15,88,0,88,..,1397,1119,2514
LGA12700,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,37,0,42,0,42,..,4,0,4,306,310,4143,46,0,42,306,4497,4140,..,..,..,..,4140,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,3,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
LGA12730,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,0,27,0,30,..,109,42,144,0,147,..,13,0,13,414,426,3783,121,42,155,414,4353,3933,..,..,..,..,3933,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,6,19,24,0,24,..,0,0,0,0,0,..,20,19,38,0,38,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,3,0,3,..,14,0,18,0,18,..,20,0,22,0,22,..,4,0,4,0,4,..,3,5,9
LGA12750,0,3,0,3,..,10,0,12,0,12,..,33,5,39,3,41,..,0,0,0,0,0,..,7,3,12,0,12,..,3,0,4,0,4,..,18,8,24,0,24,..,95,15,116,3,114,..,567,81,651,12,662,..,68,4,71,1342,1413,16200,635,89,721,1349,18270,16849,..,..,..,..,16849,..,10,0,10,0,10,..,9,0,10,0,10,..,14,0,17,0,17,..,20,0,17,0,17,..,15,5,20,0,25,..,0,0,0,0,0,..,35,4,42,0,44,..,49,8,56,0,53,..,40,0,40,0,39,..,31,0,30,0,30,..,96,3,96,0,103,..,22,7,31,0,32,..,8,0,8,0,8,..,5,0,5,0,5,..,7,0,6,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,3,0,3,..,26,3,27,4,26,..,52,3,57,0,54,..,9,0,9,0,9,..,3,0,3
