LGA_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
LGA16700,3,72,0,72,..,1249,47,1294,7,1302,..,516,53,574,3,578,..,407,12,415,3,421,..,141,42,180,0,180,..,80,13,97,0,95,..,293,35,330,4,336,..,2206,330,2533,50,2581,..,22004,4230,26234,212,26447,..,142,31,169,2256,2429,27639,22144,4258,26401,2470,56509,27807,..,..,..,..,27807,..,44,4,48,0,48,..,844,138,980,11,991,..,0,0,4,0,4,..,3302,1021,4323,19,4345,..,6083,1938,8017,40,8061,..,304,94,403,3,408,..,9690,3053,12751,68,12810,..,174,35,201,0,201,..,49,4,54,0,54,..,171,8,185,0,185,..,189,7,191,0,195,..,523,74,596,0,597,..,214,21,238,3,234,..,767,40,807,7,809,..,180,21,209,5,210,..,209,16,230,0,230,..,155,6,163,3,165,..,482,33,514,4,516,..,2012,136,2151,19,2169,..,1131,199,1335,16,1344,..,408,59,470,0,470,..,1770,1018,2788
LGA16900,0,10,0,10,..,69,0,70,3,72,..,298,54,354,0,354,..,0,0,0,0,0,..,28,8,37,0,37,..,132,25,153,0,158,..,60,20,75,0,75,..,338,89,431,13,440,..,2871,436,3310,43,3356,..,87,15,107,1584,1688,28396,2963,454,3417,1627,33444,29553,..,..,..,..,29553,..,32,0,27,0,27,..,92,11,101,3,105,..,0,0,0,0,0,..,42,12,55,0,55,..,74,21,95,0,96,..,3,3,10,0,10,..,123,40,162,0,161,..,89,15,106,3,112,..,42,0,46,0,46,..,33,0,35,0,35,..,163,13,176,0,175,..,129,25,152,4,158,..,10,0,10,0,10,..,26,0,32,0,32,..,14,6,19,0,19,..,14,0,14,0,14,..,33,5,31,0,35,..,6,0,6,0,6,..,99,11,110,0,113,..,239,40,276,7,282,..,21,3,26,0,26,..,14,11,23
LGA16950,0,18,0,18,..,75,5,79,0,79,..,93,9,109,0,106,..,7,0,7,0,7,..,30,12,39,0,39,..,6,0,6,0,6,..,27,11,38,0,40,..,269,53,328,4,331,..,1613,217,1825,28,1855,..,145,10,153,3934,4089,43345,1755,226,1975,3965,49284,44802,..,..,..,..,44802,..,20,0,20,0,25,..,36,3,38,0,38,..,22,0,22,0,26,..,46,31,82,0,82,..,64,33,98,0,98,..,6,0,11,0,11,..,123,62,187,0,187,..,75,8,84,0,90,..,64,5,64,0,64,..,61,0,61,0,65,..,156,9,166,0,164,..,104,16,125,3,125,..,16,0,17,0,16,..,28,3,35,0,35,..,29,0,29,0,29,..,15,0,14,0,14,..,3,0,3,0,3,..,32,4,35,0,35,..,118,12,130,0,131,..,140,15,153,3,154,..,32,4,38,0,43,..,11,7,18
LGA17000,0,5,0,5,..,38,0,38,0,38,..,12,0,17,0,18,..,3,0,3,0,3,..,3,0,5,0,5,..,3,0,3,0,3,..,7,4,10,0,10,..,51,20,66,0,68,..,294,51,343,0,349,..,23,0,19,841,864,10492,320,51,366,845,11701,10106,..,..,..,..,10106,..,42,0,42,0,42,..,4,0,4,0,4,..,6,0,6,3,14,..,12,4,18,0,18,..,24,7,27,0,27,..,0,0,0,0,0,..,35,15,46,0,46,..,0,0,0,0,0,..,5,0,5,0,5,..,11,0,9,0,9,..,19,0,19,0,19,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,8,0,8,..,0,0,0,0,0,..,9,3,9,0,9,..,3,0,3,0,3,..,3,0,3,0,3,..,20,3,23,0,23,..,12,0,12,0,12,..,0,0,0,0,0,..,4,0,3
LGA17040,0,0,0,0,..,11,0,12,0,12,..,12,0,12,0,12,..,0,0,0,0,0,..,13,0,13,0,13,..,6,0,6,0,6,..,4,0,5,0,5,..,76,4,82,3,84,..,447,49,492,8,502,..,21,4,25,1022,1054,8900,472,51,523,1033,10461,8388,..,..,..,..,8388,..,11,0,11,0,11,..,16,0,16,0,16,..,0,0,0,0,0,..,15,6,14,0,14,..,32,23,51,3,48,..,4,0,6,0,6,..,43,22,71,3,69,..,0,0,4,0,5,..,24,0,21,0,21,..,17,0,17,0,18,..,93,0,100,0,98,..,19,0,15,0,15,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,12,0,12,0,12,..,4,0,4,0,4,..,0,0,0,0,0,..,24,0,24,0,24,..,34,3,39,0,39,..,11,0,11,3,13,..,6,4,11
LGA17080,0,0,0,0,..,16,0,16,0,16,..,6,0,6,0,6,..,0,0,0,0,0,..,3,4,9,0,9,..,0,0,0,0,0,..,4,0,4,0,4,..,46,7,57,7,63,..,215,28,250,4,252,..,18,0,18,759,779,6250,233,28,266,767,7278,6227,..,..,..,..,6227,..,36,0,36,0,36,..,3,0,3,0,3,..,3,0,3,0,3,..,5,3,6,0,6,..,6,24,28,0,28,..,0,0,3,0,3,..,13,29,42,0,42,..,5,0,5,0,5,..,15,0,15,0,15,..,8,0,8,0,8,..,17,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,10,0,11,0,11,..,4,0,4,0,4,..,0,0,0,0,0,..,0,4,3
LGA17100,0,16,0,16,..,275,26,298,4,308,..,127,18,144,0,143,..,1094,100,1198,9,1205,..,50,17,75,0,73,..,50,3,52,0,57,..,330,72,397,3,402,..,1205,124,1327,25,1353,..,10530,2180,12709,114,12824,..,44,18,64,1389,1451,6164,10574,2196,12775,1499,20434,5627,..,..,..,..,5627,..,3,0,3,0,3,..,896,121,1015,4,1020,..,4,0,4,0,4,..,1090,408,1498,10,1508,..,1523,691,2210,16,2224,..,74,48,116,0,116,..,2679,1141,3823,28,3853,..,76,9,84,0,84,..,9,0,11,0,11,..,39,0,39,0,38,..,19,0,20,0,19,..,251,53,304,3,307,..,97,4,99,0,99,..,567,37,609,0,612,..,102,7,113,0,112,..,36,0,41,0,41,..,152,12,162,0,159,..,666,50,718,4,719,..,1616,117,1736,6,1740,..,340,60,406,4,408,..,47,13,53,0,53,..,1076,742,1820
LGA17150,0,29,0,27,..,448,18,467,3,473,..,685,58,739,8,747,..,27,0,27,0,27,..,103,28,134,0,134,..,73,7,80,0,80,..,164,24,184,5,188,..,1274,211,1489,40,1525,..,11710,1410,13121,120,13241,..,234,17,253,3890,4142,89331,11942,1428,13373,4009,106713,92291,..,..,..,..,92291,..,130,0,138,0,137,..,938,85,1021,9,1030,..,6,0,6,0,6,..,847,276,1119,13,1130,..,1170,490,1664,9,1669,..,81,25,103,3,102,..,2097,788,2885,19,2907,..,280,26,300,6,313,..,179,3,182,0,185,..,289,9,292,0,293,..,433,11,444,8,447,..,1920,203,2117,16,2136,..,57,6,63,0,65,..,181,7,194,3,193,..,85,9,98,0,98,..,33,0,37,0,37,..,51,4,56,0,56,..,216,18,236,0,235,..,623,49,674,8,682,..,863,76,937,10,947,..,216,32,244,4,252,..,92,33,127
LGA17200,3,140,0,141,..,2711,232,2943,18,2962,..,1801,121,1918,16,1938,..,181,4,187,0,186,..,1594,994,2585,20,2606,..,245,33,280,7,283,..,790,166,957,9,963,..,2733,367,3100,54,3153,..,29626,5673,35300,272,35573,..,223,33,254,13965,14226,58048,29850,5712,35556,14239,107852,49236,..,..,..,..,49236,..,53,0,53,0,53,..,437,93,522,3,529,..,25,0,23,0,24,..,2465,818,3281,12,3295,..,9734,2226,11963,56,12021,..,649,247,898,3,899,..,12843,3292,16141,71,16209,..,124,6,128,0,128,..,207,0,203,0,203,..,1118,47,1168,6,1172,..,555,10,569,4,570,..,745,205,951,8,960,..,105,9,112,0,114,..,507,24,528,3,533,..,58,0,58,0,60,..,56,0,57,3,59,..,55,4,57,0,57,..,217,21,234,0,236,..,995,54,1046,8,1059,..,803,57,856,6,862,..,833,195,1027,9,1039,..,1232,490,1717
LGA17310,0,3,0,3,..,161,3,167,3,167,..,19,0,14,0,15,..,12,0,20,0,17,..,14,6,17,0,17,..,0,0,3,0,3,..,25,5,27,0,27,..,140,47,186,10,190,..,910,256,1166,20,1187,..,79,5,88,2183,2265,25623,992,264,1256,2197,29077,27309,..,..,..,..,27309,..,35,0,35,0,35,..,31,3,34,0,34,..,7,0,13,0,13,..,28,14,40,0,41,..,79,39,112,3,121,..,0,3,4,0,4,..,108,54,162,4,168,..,0,0,3,0,3,..,18,0,18,0,18,..,21,0,24,0,24,..,41,0,41,0,41,..,10,0,13,0,14,..,15,0,16,0,16,..,37,4,45,3,41,..,27,15,42,0,42,..,12,0,11,0,11,..,14,0,13,0,14,..,26,3,30,0,30,..,132,26,155,3,159,..,19,3,26,0,26,..,0,4,9,0,9,..,17,19,41
LGA17350,0,0,0,0,..,11,0,11,0,11,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,9,0,11,..,14,9,23,0,23,..,57,15,73,4,75,..,6,0,6,173,174,2790,61,15,77,170,3036,2860,..,..,..,..,2860,..,0,0,0,0,0,..,3,0,3,0,4,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,3,..,0,0,0,0,0,..,4,0,4,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,4,0,3,0,6,..,0,0,0,0,0,..,0,0,0
LGA17400,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,3,0,0,0,..,6,3,7,3,10,..,65,7,76,3,78,..,10,0,10,347,364,2817,76,7,82,352,3253,2915,..,..,..,..,2915,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,6,..,12,0,15,0,15,..,0,0,0,0,0,..,0,0,0
LGA17420,0,39,0,39,..,1227,31,1259,4,1263,..,582,43,625,3,634,..,836,19,857,8,863,..,81,30,114,0,114,..,190,12,208,0,208,..,209,30,239,0,240,..,1656,215,1873,51,1927,..,21002,2757,23755,183,23942,..,159,30,185,2036,2222,51288,21157,2786,23946,2215,77451,51301,..,..,..,..,51301,..,315,4,324,4,327,..,1237,103,1342,9,1347,..,0,0,0,0,0,..,2243,547,2792,12,2799,..,3780,1485,5261,36,5299,..,203,53,256,0,256,..,6221,2086,8312,49,8358,..,299,29,325,4,329,..,107,4,110,0,110,..,184,12,197,0,197,..,259,4,262,0,262,..,445,35,479,6,484,..,257,20,278,0,281,..,1476,59,1538,8,1544,..,578,77,652,4,655,..,665,26,687,3,697,..,425,24,444,4,454,..,545,41,582,0,586,..,3947,232,4181,26,4207,..,733,98,830,10,836,..,144,6,151,0,151,..,1118,469,1587
LGA17550,0,8,0,8,..,90,0,90,0,93,..,91,6,103,3,107,..,3,0,3,0,3,..,39,3,39,0,36,..,4,0,6,0,6,..,9,0,10,0,10,..,301,49,346,7,354,..,1493,167,1662,42,1703,..,130,15,143,3033,3175,39229,1623,183,1805,3077,44109,41831,..,..,..,..,41831,..,16,0,16,0,16,..,14,5,18,0,18,..,16,4,17,0,17,..,36,18,51,3,54,..,96,38,132,0,132,..,15,0,15,0,15,..,149,55,204,3,205,..,11,3,12,0,12,..,46,0,46,0,48,..,100,7,110,0,107,..,172,4,179,5,181,..,32,0,32,0,30,..,6,0,6,0,6,..,24,0,24,0,24,..,92,25,110,4,112,..,7,0,7,0,7,..,4,0,9,0,9,..,17,0,17,0,17,..,150,24,172,4,176,..,95,10,111,0,111,..,130,23,149,0,152,..,16,6,21
LGA17620,0,5,0,5,..,32,0,31,0,31,..,0,0,0,0,0,..,4,4,10,0,10,..,4,0,4,0,4,..,3,0,3,0,3,..,10,11,20,0,20,..,39,10,45,0,47,..,166,44,213,0,210,..,13,3,17,598,617,6140,180,49,229,596,6970,6298,..,..,..,..,6298,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,12,3,13,0,13,..,10,8,25,0,25,..,0,0,0,0,0,..,18,13,38,0,38,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,11,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,17,0,17,0,17,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4
LGA17640,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,10,4,13,..,47,4,55,3,61,..,13,0,13,316,326,3531,62,4,64,318,3917,3430,..,..,..,..,3430,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,4,0,9,0,9,..,0,0,0,0,0,..,7,3,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0
LGA17650,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,7,0,7,..,41,3,40,0,47,..,3,0,3,187,191,2690,43,3,49,185,2926,2872,..,..,..,..,2872,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0
LGA17750,0,20,0,20,..,196,11,203,0,202,..,43,4,44,0,44,..,40,22,60,0,60,..,8,0,13,0,13,..,0,0,0,0,0,..,31,10,41,0,38,..,545,168,712,11,718,..,1763,350,2113,21,2135,..,65,10,72,1742,1814,26558,1827,359,2179,1766,30504,28150,..,..,..,..,28150,..,47,0,50,0,50,..,123,23,143,0,143,..,26,0,29,0,32,..,42,17,62,0,62,..,87,58,141,3,144,..,5,9,16,0,16,..,134,85,215,3,220,..,13,0,13,0,13,..,16,0,16,0,16,..,24,0,24,0,24,..,43,0,48,0,48,..,37,0,37,0,37,..,34,3,38,3,41,..,61,3,62,0,64,..,25,7,35,0,35,..,32,3,36,0,36,..,38,0,40,0,40,..,54,10,62,3,65,..,242,28,275,3,275,..,33,6,37,4,42,..,17,0,17,0,17,..,27,5,33
LGA17850,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,12,..,18,0,18,0,15,..,6,0,6,171,172,1358,19,0,19,172,1551,1345,..,..,..,..,1345,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA17900,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,39,0,37,0,37,..,158,15,178,0,178,..,9,0,9,393,398,2659,166,15,188,393,3235,2389,..,..,..,..,2389,..,4,0,4,0,4,..,3,0,0,0,0,..,3,0,6,0,6,..,8,4,7,0,7,..,0,0,3,0,3,..,0,0,0,0,0,..,8,6,8,0,8,..,4,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,15,0,15,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,11,..,10,0,10,0,12,..,17,0,20,3,20,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA17950,0,0,0,0,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,21,0,21,0,21,..,5,0,5,123,132,1211,30,0,30,123,1366,1195,..,..,..,..,1195,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0
LGA18020,0,0,0,0,..,3,0,3,0,3,..,3,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,3,20,0,24,..,94,11,101,0,106,..,16,0,16,486,502,4076,110,11,125,485,4689,4105,..,..,..,..,4105,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0
LGA18050,0,14,0,14,..,178,9,187,0,187,..,645,42,689,0,691,..,11,0,11,0,11,..,60,11,71,0,71,..,28,4,30,0,30,..,26,7,37,0,37,..,1622,121,1741,21,1759,..,5808,567,6379,37,6415,..,80,8,88,3299,3382,22682,5887,576,6463,3335,32485,23185,..,..,..,..,23185,..,34,0,34,0,34,..,86,9,99,0,101,..,3,0,3,0,3,..,197,25,222,0,222,..,365,90,458,5,459,..,40,10,41,0,43,..,603,120,723,3,733,..,53,0,54,0,54,..,91,3,94,0,95,..,568,24,590,8,602,..,347,3,351,5,355,..,344,32,374,6,381,..,19,3,23,0,23,..,40,9,40,0,43,..,17,0,21,0,21,..,7,0,7,0,7,..,6,3,7,0,7,..,36,4,39,0,39,..,125,19,141,0,139,..,507,33,543,0,547,..,197,26,223,0,223,..,80,18,93
LGA18100,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,16,5,18,3,20,..,5,0,5,165,170,1641,27,5,30,166,1834,1639,..,..,..,..,1639,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
LGA18200,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,9,4,13,0,16,..,86,10,102,3,103,..,18,0,16,383,405,3004,107,11,121,386,3512,2838,..,..,..,..,2838,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,22,0,23,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,33,9,40,0,40,..,0,0,0,0,0,..,0,0,0
