LGA_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
LGA18100,15,37,86,134,120,140,55,10,0,601,11,8,12,11,31,29,23,5,0,130,0,0,0,0,0,0,3,3,0,13,7,0,0,6,6,5,4,0,0,26,32,42,97,148,154,178,94,22,0,775,3,3,4,3,3,10,0,0,0,26,3,0,0,3,0,4,0,0,0,10,7,3,3,5,6,9,0,0,0,42,37,45,101,155,163,191,94,22,0,812,37,12,10,19,57,79,188,111,49,572,5,5,12,9,15,33,23,15,15,134,88,67,129,186,235,298,308,152,59,1519,3,18,40,50,80,64,18,6,0,288,25,11,39,85,70,72,30,4,3,331,0,0,5,3,9,6,13,0,0,35,0,0,4,3,3,0,3,0,0,16,31,29,84,138,155,148,65,13,3,666,8,0,0,3,5,7,0,0,0,20,0,3,0,3,3,0,0,0,0,15,7,3,0,3,8,7,0,0,0,37
LGA18200,27,74,193,229,289,227,59,14,0,1106,36,16,37,27,42,73,48,5,3,277,4,4,8,6,6,19,0,0,0,42,6,9,8,14,9,7,7,5,0,64,74,98,240,270,349,321,109,23,3,1489,5,12,19,13,20,19,3,0,0,90,4,0,0,3,3,10,0,0,0,20,11,12,16,13,24,21,3,0,0,106,85,111,257,285,371,340,115,23,3,1593,103,27,31,37,74,137,290,161,49,899,21,17,53,45,52,68,49,29,4,343,209,152,344,368,501,552,450,213,52,2831,10,43,83,119,175,125,29,3,0,583,71,49,79,137,113,122,34,3,0,611,6,3,17,7,13,20,0,0,0,65,0,0,5,7,7,12,3,3,0,39,88,101,185,268,306,271,69,14,0,1305,5,8,7,8,15,0,0,0,0,36,6,4,8,0,3,6,3,0,0,33,13,8,16,7,16,11,3,0,0,70
LGA18230,282,793,2024,1873,1971,1486,380,46,16,8868,328,181,264,208,248,304,245,55,9,1856,25,23,52,43,47,79,28,6,0,306,23,33,50,36,46,24,16,11,0,236,655,1032,2387,2164,2310,1894,668,121,22,11262,59,107,126,97,82,68,8,0,0,545,68,28,26,18,11,33,4,3,0,187,127,135,151,114,101,98,7,3,0,733,785,1172,2539,2280,2411,1995,677,126,22,11999,683,312,484,383,423,725,1380,944,337,5672,100,122,248,223,244,245,202,113,56,1555,1571,1603,3274,2886,3083,2964,2255,1184,412,19222,122,525,1258,1166,1467,1002,141,12,4,5690,557,378,858,889,842,752,204,43,4,4529,26,37,172,71,51,71,22,3,0,459,22,22,42,26,32,27,16,11,4,201,727,959,2332,2152,2389,1851,388,66,17,10882,42,63,79,76,60,25,0,0,0,331,66,42,66,48,40,45,6,0,0,316,111,107,150,117,92,67,4,0,0,649
LGA18250,46,547,3617,4584,3494,1835,418,47,8,14591,397,691,619,443,444,519,427,74,11,3619,20,24,82,82,49,52,28,6,0,331,16,34,74,59,43,30,10,3,0,268,471,1291,4397,5166,4026,2436,885,127,21,18815,10,56,117,154,127,84,16,0,0,572,101,100,67,34,22,51,25,3,0,402,113,157,187,189,154,138,43,3,0,975,588,1449,4580,5358,4174,2572,925,126,21,19787,1358,578,444,266,416,779,1481,1133,582,7036,65,110,306,289,212,175,152,71,48,1422,2011,2134,5331,5904,4801,3521,2555,1334,647,28247,42,591,2994,2621,2091,1197,196,5,0,9742,526,782,1060,1641,1443,942,393,57,4,6854,30,32,240,185,82,41,23,4,0,639,14,36,61,63,39,38,9,3,0,268,614,1441,4364,4515,3651,2217,625,71,9,17499,8,32,131,103,91,51,0,0,0,423,103,81,98,121,74,52,12,0,0,548,112,117,229,224,170,100,15,0,0,970
LGA18350,214,549,1325,1667,2014,1510,404,54,6,7742,415,178,244,236,319,501,467,104,10,2480,24,10,37,38,66,67,34,5,0,287,8,23,33,32,38,23,15,8,0,187,662,764,1641,1963,2443,2103,923,176,22,10692,20,49,41,36,43,37,6,4,0,239,48,20,12,10,19,23,20,3,0,150,73,64,55,46,58,58,30,6,0,393,733,827,1691,2008,2502,2165,947,181,22,11086,651,111,146,203,298,750,2142,1513,440,6243,63,54,138,159,228,181,220,154,78,1282,1450,990,1973,2374,3025,3095,3309,1848,536,18615,100,326,662,857,1308,851,157,18,0,4287,534,311,639,988,1174,1023,427,53,3,5148,29,18,92,56,61,66,28,4,4,357,11,18,23,21,33,34,7,11,0,161,672,671,1417,1927,2572,1978,626,82,11,9947,32,21,22,32,35,32,3,0,0,182,49,12,35,34,50,39,17,0,0,233,79,38,58,65,83,76,17,0,0,414
LGA18400,404,850,2063,2450,2495,1644,286,20,5,10226,364,242,223,226,272,353,210,28,3,1913,20,23,61,66,60,78,17,3,0,335,26,37,56,60,53,35,16,6,3,297,820,1153,2400,2801,2878,2107,533,57,14,12760,34,46,71,57,54,40,8,0,0,310,70,22,6,12,13,19,3,0,0,150,112,63,80,71,67,61,10,0,0,457,925,1217,2479,2871,2944,2167,542,59,13,13214,783,146,151,156,229,632,1354,741,179,4379,66,64,150,161,167,174,141,84,50,1061,1777,1432,2780,3188,3336,2977,2038,883,247,18662,165,589,1089,1205,1387,842,102,11,0,5389,569,475,832,1204,1135,802,168,12,4,5207,21,37,160,89,67,93,20,3,0,497,24,33,42,32,41,26,10,4,0,211,781,1136,2129,2527,2627,1767,297,31,5,11297,47,38,44,40,52,22,3,3,0,253,95,28,43,47,47,19,6,0,0,287,146,62,85,91,101,49,3,3,0,542
LGA18450,798,2620,7746,8670,8293,4953,627,54,3,33778,1449,1992,1774,1246,1316,1420,636,90,6,9939,98,120,271,237,278,276,60,13,4,1347,74,131,197,166,152,104,39,13,3,876,2419,4866,9992,10319,10050,6752,1362,166,20,45941,227,426,486,359,369,282,16,0,0,2166,516,450,223,102,89,126,32,4,3,1544,742,878,709,456,462,403,47,9,3,3707,3166,5742,10702,10769,10508,7153,1412,173,22,49652,3245,1981,1683,1378,1944,3973,7044,4761,1713,27728,244,399,715,585,638,632,563,450,206,4434,6652,8125,13103,12732,13097,11759,9013,5386,1942,81811,304,1944,4515,4084,4812,2750,248,15,0,18660,2126,2600,3537,4786,4321,3063,630,51,7,21117,111,158,641,446,241,283,60,5,0,1938,61,104,115,81,107,74,27,17,9,599,2602,4806,8804,9390,9478,6167,962,87,18,42316,132,219,260,215,239,110,3,0,0,1176,531,363,318,278,215,138,19,3,0,1867,670,583,577,495,448,247,18,4,0,3049
LGA18500,37,469,3056,2776,2293,1510,636,126,14,10915,171,403,370,264,344,427,543,169,37,2726,7,17,53,39,29,32,42,12,0,231,7,17,45,42,41,21,23,5,3,200,218,910,3522,3114,2715,1989,1237,310,53,14070,5,22,58,64,83,47,6,3,0,286,49,45,28,6,24,23,10,3,0,186,55,70,87,68,103,65,15,4,0,471,276,976,3604,3186,2819,2059,1258,308,53,14542,956,244,168,154,222,420,1050,845,451,4516,80,134,417,315,276,237,247,161,80,1937,1314,1355,4194,3656,3317,2705,2553,1319,588,21001,29,548,3240,1815,1468,928,279,22,3,8325,231,507,746,991,902,813,585,117,18,4897,12,18,186,152,52,48,34,3,0,511,11,19,59,35,22,27,18,5,0,199,281,1089,4228,2992,2443,1813,920,152,18,13936,4,15,56,47,55,33,3,0,0,208,50,44,41,45,47,31,20,0,0,281,53,57,96,99,102,63,24,0,0,494
LGA18710,70,188,489,777,870,549,154,28,7,3118,128,79,66,89,114,142,106,31,3,759,9,16,14,21,35,30,15,3,0,137,13,12,12,17,16,10,8,7,6,105,218,296,583,909,1034,722,288,67,9,4118,6,14,22,5,11,6,0,0,0,70,23,7,3,4,6,10,0,0,0,61,30,18,21,9,18,19,0,0,0,124,244,311,607,920,1053,741,291,64,9,4241,228,32,47,56,86,270,461,233,72,1482,30,26,45,76,71,86,58,49,29,449,499,365,692,1045,1212,1097,803,350,107,6181,35,141,318,500,612,320,64,6,3,2001,205,114,197,367,358,293,100,10,0,1646,10,9,58,47,46,36,17,3,0,229,8,14,3,20,17,9,0,4,0,78,265,278,577,935,1033,657,180,30,8,3961,5,6,4,14,8,5,0,0,0,39,25,5,12,12,12,8,0,0,0,79,29,9,12,25,27,12,0,0,0,121
LGA19399,5,22,49,56,49,53,17,4,0,259,0,0,8,11,7,9,11,3,0,52,0,0,0,9,5,0,0,0,0,18,0,0,0,5,0,5,0,0,0,12,5,27,56,71,61,71,32,13,0,339,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,27,56,71,66,69,32,13,0,336,4,3,4,4,4,11,21,18,9,76,3,7,13,10,10,5,6,0,3,56,14,36,74,91,80,90,59,28,5,466,0,10,28,32,29,29,19,0,0,144,8,10,13,21,16,15,8,0,0,82,0,0,7,3,4,3,3,0,0,23,0,3,0,3,0,0,0,3,0,10,8,17,44,57,48,48,28,3,0,260,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,4
LGA19499,39,169,440,315,195,130,25,3,0,1322,16,85,143,90,92,73,30,3,0,531,0,10,24,9,15,15,7,0,0,85,5,25,32,27,14,8,0,0,0,103,63,284,637,441,319,228,61,3,5,2042,25,76,145,91,80,56,3,0,0,467,13,23,33,12,16,15,3,0,0,120,35,101,177,106,87,66,6,0,0,583,102,382,816,548,406,294,63,5,5,2623,115,204,305,238,301,381,503,112,20,2178,68,158,491,484,440,313,157,39,12,2153,285,746,1615,1269,1148,986,719,162,32,6958,12,116,261,93,93,64,8,0,0,653,24,106,149,80,80,63,18,0,0,520,3,4,27,6,12,13,0,0,0,65,3,7,15,13,6,4,0,0,0,47,44,243,451,183,185,151,28,0,0,1291,26,34,59,43,42,27,4,0,0,230,12,21,38,18,13,23,4,0,0,127,35,52,103,58,59,42,3,0,0,358
LGA19799,0,3,8,8,10,4,0,0,0,28,0,0,0,0,3,3,3,0,0,7,0,0,0,8,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,3,9,11,20,10,6,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,11,20,10,6,0,0,61,4,5,5,0,3,8,31,14,3,77,0,3,0,0,0,4,10,9,0,24,3,9,11,18,25,22,48,16,3,157,3,0,10,0,5,4,0,0,0,25,0,0,3,4,3,9,5,0,0,18,0,3,4,4,9,3,6,0,0,24,0,0,0,0,0,3,0,0,0,4,3,3,17,13,17,11,11,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
