LGA_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
LGA13910,27,4,3,9,6,3,0,4,70,0,0,0,0,0,0,0,0,0,0,0,25,12,38,6,5,9,7,12,0,5,122,42,13,8,0,0,0,0,4,0,0,71,19,15,16,3,7,0,0,4,0,5,68,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,19,16,4,7,0,0,4,0,3,75,0,0,0,0,0,0,0,0,0,0,0,60,30,26,4,8,4,0,7,0,4,144,94,7,0,3,0,0,3,0,0,3,114,23,3,7,0,0,0,0,0,0,0,38,3,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,26,3,10,0,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,125,8,12,3,3,0,6,0,3,5,159,130,7,3,0,3,0,0,0,0,6,145,33,0,0,0
LGA14000,1698,240,330,361,371,405,214,88,5561,0,0,3,0,0,0,0,0,0,0,3,1616,1054,1932,274,379,406,414,447,247,118,6887,1333,584,476,72,52,50,50,39,30,54,2745,1814,2071,2020,288,291,263,230,254,111,83,7422,38,128,178,35,32,45,55,50,20,21,596,15,13,11,0,0,0,0,0,0,0,38,1866,2208,2200,319,325,309,277,303,135,112,8060,0,0,0,0,0,0,0,0,0,4,8,3200,2796,2676,393,379,361,330,351,164,165,10812,2590,564,344,37,40,26,30,21,11,50,3709,3323,1068,670,83,89,58,49,26,20,49,5434,303,166,129,22,26,27,23,21,20,30,773,20,6,8,0,0,0,0,0,0,3,41,3646,1242,808,104,110,82,76,46,41,85,6251,3,0,0,0,0,0,0,0,0,3,4,6238,1807,1148,136,148,113,112,67,55,134,9964,2701,166,54,20,3,6,5,3,0,46,3009,3306,261,100,20
LGA14100,48,4,13,6,14,9,5,11,212,0,0,0,0,0,0,0,0,0,0,0,98,64,63,11,23,16,19,12,11,8,323,151,60,45,0,9,3,0,3,3,10,277,109,38,54,8,6,3,8,5,3,6,233,3,3,4,3,0,0,0,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,110,42,62,14,4,3,7,5,3,6,260,0,0,0,0,0,0,0,0,0,0,3,261,105,106,14,15,6,8,7,5,15,541,285,36,18,8,0,0,4,0,0,15,371,233,24,13,0,4,0,0,0,0,0,282,13,4,5,0,0,3,3,0,0,4,37,0,0,0,0,0,0,0,0,0,0,0,250,28,20,3,3,3,6,5,0,5,325,0,0,0,0,0,0,0,0,0,0,0,530,69,41,11,3,4,10,3,4,18,696,255,19,3,0,0,0,0,0,0,10,284,205,0,5,0
LGA14170,2445,444,643,799,904,946,518,232,8777,0,0,3,0,0,0,0,0,0,6,12,2498,1189,3494,810,1019,1162,1243,1271,687,379,13759,2527,1448,1160,212,160,154,101,85,61,119,6024,1840,1177,1303,178,206,176,185,164,90,101,5427,114,107,137,14,31,39,43,36,30,35,573,8,3,12,0,0,0,0,0,0,0,32,1961,1294,1451,196,235,216,229,201,118,136,6031,0,3,0,0,0,0,0,0,0,8,10,4489,2745,2613,402,395,370,329,285,182,260,12074,3777,628,275,48,36,31,28,42,18,107,4987,2598,438,241,33,43,42,36,39,20,90,3580,494,103,111,14,26,31,21,33,16,31,890,17,4,5,0,0,0,0,0,0,0,26,3113,546,354,48,74,66,59,70,42,119,4491,5,0,0,0,0,0,0,0,0,3,15,6891,1169,633,99,111,102,85,107,62,230,9485,2968,114,60,15,15,10,7,5,5,74,3274,2802,114,54,10
LGA14200,26,4,11,9,11,5,0,7,81,0,0,0,0,0,0,0,0,0,0,0,19,21,37,5,17,16,12,5,3,6,144,27,28,6,0,3,0,0,0,0,3,71,8,3,27,4,6,8,9,3,0,3,72,0,3,3,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,3,8,8,26,5,7,8,9,3,0,4,82,0,0,0,0,0,0,0,0,0,0,0,36,33,33,9,8,7,9,3,0,5,153,68,14,3,0,0,0,0,0,0,4,94,18,3,14,0,0,0,0,3,0,3,43,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,18,4,20,0,3,0,0,3,0,3,50,0,0,0,0,0,0,0,0,0,0,0,85,17,22,0,3,0,0,3,0,9,150,95,3,3,0,0,3,0,4,0,0,106,17,4,5,0
LGA14300,6,0,6,9,12,15,16,10,85,0,0,0,0,0,0,0,0,0,37,37,5,15,10,3,6,9,12,15,16,47,140,7,0,3,0,0,0,0,0,0,0,18,3,0,3,0,3,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,5,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,36,36,14,3,5,0,5,0,0,0,3,39,69,18,3,5,0,0,0,0,0,0,3,29,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,18,18,26,3,3,0,0,0,0,0,0,27,58,44,3,0,0,0,0,0,0,0,4,51,3,0,0,0
LGA14350,19,7,14,11,17,14,9,9,101,0,0,0,0,0,0,0,0,0,11,11,34,14,24,10,17,11,18,15,9,21,172,79,15,9,0,3,0,0,0,0,7,115,17,11,20,3,0,3,5,7,3,7,71,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,15,20,3,0,9,6,11,3,7,81,0,0,0,0,0,0,0,0,0,14,14,98,29,28,8,3,9,9,11,3,21,204,197,11,5,5,0,0,0,0,0,18,243,31,4,9,0,0,0,3,0,3,0,50,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,40,4,8,0,0,0,3,0,3,0,64,0,0,0,0,0,0,0,0,0,10,13,238,22,14,3,0,0,3,0,3,28,313,329,13,8,3,0,0,0,0,0,18,371,36,3,9,0
LGA14400,21,0,0,3,3,3,0,3,62,0,0,0,0,0,0,0,0,0,0,0,43,30,52,9,11,3,5,10,4,10,182,110,59,44,5,11,3,9,3,0,12,249,25,20,27,4,3,7,4,6,0,0,86,0,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,25,22,27,3,3,7,4,6,0,0,97,0,0,0,0,0,0,0,0,0,0,0,134,79,67,11,14,12,12,9,3,9,344,298,38,30,6,4,8,0,3,0,8,396,37,7,14,3,0,0,0,0,0,4,65,3,0,3,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,44,7,13,3,0,0,0,0,0,9,77,0,0,0,0,0,0,0,0,0,0,0,344,43,44,7,10,8,3,8,0,17,482,410,14,14,0,3,3,0,0,0,10,460,87,3,3,0
LGA14500,1046,169,164,176,159,177,108,89,3722,0,0,0,0,0,0,0,0,0,0,11,1309,991,1218,214,207,225,206,205,131,122,4838,1278,545,489,103,80,85,70,105,35,55,2854,1751,1298,1018,151,164,161,181,177,101,78,5073,39,61,110,24,43,58,41,44,30,35,486,11,4,6,0,3,0,0,0,0,0,20,1800,1358,1131,179,211,214,215,218,128,113,5575,0,0,0,0,0,0,0,0,0,0,3,3080,1906,1624,281,290,303,287,320,165,166,8432,2914,779,504,88,83,60,44,48,21,77,4617,2615,617,462,86,81,77,52,52,24,59,4119,227,109,138,32,25,32,50,37,23,34,711,9,3,0,0,0,0,0,0,0,0,14,2853,726,600,116,112,108,99,94,44,88,4843,0,0,0,0,0,0,0,0,0,3,3,5774,1508,1099,201,190,172,140,144,66,171,9463,2715,295,103,9,14,8,4,3,4,46,3207,2294,188,60,7
LGA14550,8,0,3,0,0,7,0,0,26,0,0,0,0,0,0,0,0,0,0,0,12,3,8,0,5,0,0,12,0,4,44,27,4,8,3,0,0,3,0,0,0,41,5,11,11,6,3,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,11,6,3,3,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,30,10,16,9,3,3,3,0,0,3,75,108,10,0,3,0,0,0,0,0,4,128,12,8,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,116,20,3,3,0,0,0,0,0,4,151,175,8,0,0,0,0,0,0,0,5,190,26,0,0,0
LGA14600,8,3,3,3,9,0,3,3,35,0,0,0,0,0,0,0,0,0,0,0,10,0,12,7,3,3,16,0,3,3,54,7,4,3,0,3,0,0,0,0,0,16,0,0,11,0,5,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,3,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,8,3,9,0,6,3,3,0,0,0,46,16,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0,0,0,6,27,22,0,0,0,0,0,0,0,0,0,24,3,0,0,0
LGA14650,310,52,68,83,67,68,35,28,947,0,0,0,0,0,0,0,0,0,0,0,506,202,524,104,129,114,105,85,44,55,1870,815,279,257,42,44,25,23,8,10,29,1526,230,233,324,41,41,44,32,23,8,26,1003,16,15,23,5,3,8,7,7,7,3,83,0,0,0,0,0,0,0,0,0,0,4,246,249,341,49,42,51,35,36,12,24,1089,0,0,0,0,0,0,0,0,0,0,0,1056,523,600,87,90,77,61,46,27,55,2617,1785,181,154,23,29,10,17,9,9,62,2285,474,125,102,16,22,5,6,3,3,12,778,27,10,15,5,8,0,0,3,4,6,83,0,0,0,0,0,0,0,0,0,3,6,498,139,117,21,25,5,9,10,12,21,865,0,0,0,0,0,0,0,0,0,4,8,2286,319,275,46,60,17,29,19,16,87,3152,2120,98,52,13,13,3,0,3,8,73,2386,580,44,18,3
LGA14700,671,134,162,169,170,160,126,41,2122,0,0,0,0,0,0,0,0,0,0,0,533,360,840,190,218,214,225,207,157,70,3020,507,251,206,41,31,25,20,38,7,27,1141,422,353,403,62,58,93,61,82,40,19,1594,5,20,28,5,4,8,15,11,7,9,108,7,0,3,0,0,0,0,0,0,0,13,431,368,438,68,68,102,73,89,47,28,1714,0,0,0,0,0,0,0,0,0,0,4,941,620,639,106,99,123,95,126,58,52,2863,764,133,76,12,7,10,14,11,0,22,1047,543,122,74,10,10,17,7,7,6,12,804,45,18,12,6,0,3,4,10,3,3,108,7,0,0,0,0,0,0,0,0,0,7,588,134,85,16,17,22,7,20,11,13,920,0,0,0,0,0,0,0,0,0,0,0,1354,267,161,32,26,37,24,29,8,37,1970,657,29,22,4,4,0,0,9,0,12,741,548,26,16,0
LGA14750,38,11,12,13,18,13,7,3,127,0,0,0,0,0,0,0,0,0,0,0,8,7,50,14,16,13,18,14,7,3,147,22,10,3,0,0,0,0,0,0,0,35,8,7,8,3,4,12,4,3,0,3,63,0,0,7,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,4,11,8,12,3,9,14,4,0,0,5,76,0,0,0,0,0,0,0,0,0,0,0,30,18,16,3,8,19,7,3,0,5,113,52,5,0,0,0,0,0,0,0,0,61,9,5,10,0,0,0,0,3,0,0,42,3,0,7,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,19,7,12,5,3,0,0,3,0,3,60,0,0,0,0,0,0,0,0,0,0,0,67,19,15,5,9,3,0,3,0,9,118,40,0,3,0,0,0,0,0,0,3,49,32,3,0,0
LGA14850,61,16,9,18,12,22,17,0,191,0,0,0,0,0,0,0,0,0,0,0,93,37,87,27,20,30,20,25,18,9,371,184,61,65,3,3,8,5,3,0,6,336,44,56,62,8,6,14,7,7,3,3,209,0,3,9,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,48,60,67,8,6,16,7,7,6,4,218,0,0,0,0,0,0,0,0,0,0,0,228,122,127,14,10,18,9,10,6,11,562,458,33,26,3,0,3,0,0,3,17,555,80,31,20,10,0,3,3,4,0,4,159,4,0,7,3,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,3,82,34,22,11,0,3,3,4,0,11,183,0,0,0,0,0,0,0,0,0,0,0,549,74,53,16,3,7,3,7,3,26,733,659,14,14,0,0,0,0,0,0,22,716,111,12,3,0
LGA14870,15,0,7,8,6,8,3,3,70,0,0,0,0,0,0,0,0,0,45,45,21,20,37,0,9,11,7,12,7,54,166,63,11,10,0,3,0,0,3,0,6,99,22,11,26,3,3,0,3,3,0,0,73,3,4,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,20,19,30,6,4,0,3,4,0,0,88,0,0,0,0,0,0,0,0,0,31,27,89,29,35,7,6,0,4,5,0,35,219,189,6,6,0,0,0,0,4,0,4,217,50,10,3,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,57,15,3,3,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,30,30,242,20,10,3,0,0,0,3,0,38,324,276,5,4,0,0,0,0,0,0,10,303,57,0,3,0
LGA14900,2957,508,523,674,481,489,289,232,11662,3,0,0,0,0,0,3,0,0,8,16,4560,2277,3215,565,578,733,527,535,311,297,13588,1388,264,198,30,33,32,29,20,8,54,2061,5932,2595,2184,225,242,238,200,145,78,186,12025,580,420,418,104,86,139,103,84,78,56,2074,68,23,14,0,3,0,3,0,4,7,123,6569,3038,2618,331,332,378,301,235,158,252,14220,5,0,0,0,0,0,0,0,0,7,16,7967,3303,2821,368,367,413,334,256,168,309,16302,1897,177,99,13,14,5,11,6,3,83,2316,8247,1312,706,94,80,74,63,33,19,203,10827,1473,426,332,72,67,128,82,62,64,76,2777,67,14,8,4,0,4,0,3,0,7,114,9784,1755,1045,162,141,203,144,106,81,287,13711,6,0,3,0,0,0,0,0,0,12,24,11690,1937,1149,182,154,210,156,112,82,378,16049,1781,84,39,0,3,7,3,3,0,70,2001,6795,479,216,29
LGA14920,5,0,0,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,9,3,5,5,0,5,0,3,0,0,37,16,9,6,0,0,0,0,0,0,3,30,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,5,7,3,5,0,0,0,0,3,35,43,0,3,0,0,0,0,0,0,3,51,7,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,51,0,6,0,0,0,0,0,0,3,60,48,4,0,0,0,0,0,0,0,4,58,5,0,0,0
LGA14950,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,14,19,3,0,0,0,0,0,0,0,0,20,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,26,3,0,0,0,0,0,0,0,0,27,25,0,0,0,0,0,0,0,0,0,28,0,0,0,0
LGA15050,165,36,48,35,26,31,15,13,462,0,0,0,0,0,0,0,0,0,0,3,190,117,243,61,66,57,33,43,20,18,844,300,91,94,24,6,11,5,5,3,11,551,72,88,161,31,23,22,22,9,7,10,445,0,0,9,0,3,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,73,93,170,28,26,23,24,9,7,10,474,0,0,0,0,0,0,0,0,0,0,0,378,186,266,53,36,35,30,17,14,23,1025,554,76,51,10,4,13,6,5,0,24,739,162,57,86,9,9,11,4,0,0,3,340,15,3,4,0,0,0,6,0,0,3,36,4,0,0,0,0,0,0,0,0,0,4,180,62,83,14,13,11,11,0,0,4,374,0,0,0,0,0,0,0,0,0,0,0,732,136,133,22,16,26,23,4,0,29,1111,636,19,16,10,3,4,0,3,0,16,715,130,13,17,0
LGA15240,60,6,22,22,16,16,18,8,203,0,0,0,0,0,0,0,0,0,0,0,87,34,108,29,30,33,26,23,21,29,414,226,71,49,6,8,3,6,4,3,23,399,47,55,111,15,15,17,11,5,5,4,289,0,4,6,0,0,0,3,0,0,5,23,0,0,0,0,0,0,0,0,0,0,5,45,65,119,18,15,17,11,9,5,9,309,0,0,0,0,0,0,0,0,0,0,0,279,139,170,22,25,18,18,12,9,38,719,690,71,43,12,8,8,3,8,0,40,873,104,40,23,4,5,3,0,3,0,3,193,3,6,5,0,4,0,0,0,3,4,24,4,0,0,0,0,0,0,0,0,0,4,111,41,30,7,8,3,0,3,3,9,220,3,0,0,0,0,0,0,0,0,0,3,803,116,71,19,13,9,0,10,0,47,1094,1228,54,23,6,0,0,6,6,0,41,1352,173,23,15,6
LGA15270,28,3,11,4,3,0,0,3,64,0,0,0,0,0,0,0,0,0,0,0,22,24,55,7,14,9,6,5,0,3,142,73,22,19,3,0,0,3,0,0,4,123,21,11,31,7,4,3,0,3,0,5,82,3,0,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,19,12,38,6,8,3,0,3,0,5,94,0,0,0,0,0,0,0,0,0,0,0,90,33,56,5,7,4,4,4,3,8,224,188,15,14,6,3,0,0,0,0,8,237,39,7,7,0,6,0,0,0,0,0,66,0,3,3,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,47,10,12,0,6,0,0,3,0,0,77,0,0,0,0,0,0,0,0,0,0,0,227,28,30,6,10,0,0,3,0,14,319,233,11,13,0,0,0,0,0,0,15,276,33,3,0,0
LGA15300,30,5,9,12,6,4,0,4,82,0,0,0,0,0,0,0,0,0,0,0,10,11,34,10,14,16,9,10,0,10,127,19,9,13,8,3,0,0,0,0,3,49,5,6,23,3,5,9,5,11,0,0,71,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,30,6,5,9,5,11,0,4,81,0,0,0,0,0,0,0,0,0,0,0,27,11,37,14,10,14,5,9,0,5,133,46,4,6,0,0,3,0,0,0,0,63,7,8,9,0,0,7,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,5,7,0,0,7,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,54,8,17,0,3,9,0,0,0,4,99,50,3,4,0,0,0,0,0,0,4,64,23,4,7,0
LGA15350,187,44,54,70,67,100,33,24,738,0,0,0,0,0,0,0,0,0,0,0,231,128,309,100,115,122,130,140,64,42,1381,325,236,223,46,42,62,43,33,33,19,1055,164,148,167,42,46,40,47,44,29,9,732,0,3,7,4,0,0,3,5,0,4,37,3,0,0,0,0,0,0,0,0,0,5,168,150,172,46,45,40,52,55,28,18,776,0,0,0,0,0,0,0,0,0,0,0,491,385,398,93,87,100,91,91,64,36,1833,777,199,149,28,16,27,28,23,19,17,1280,258,84,62,8,12,15,21,16,4,3,484,10,4,5,0,3,3,4,3,0,6,36,0,0,0,0,0,0,3,0,0,0,4,273,86,62,8,18,24,29,20,4,9,525,0,0,0,0,0,0,0,0,0,0,0,1051,284,214,35,32,47,55,41,24,25,1811,763,67,21,3,3,5,3,9,3,14,893,260,16,9,0
LGA15520,27,4,4,4,9,5,4,0,69,0,0,0,0,0,0,0,0,0,0,0,17,5,36,10,6,6,7,5,4,7,103,8,3,9,0,0,3,0,0,0,0,30,3,0,12,6,5,0,3,3,0,0,33,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,11,6,5,0,3,3,3,3,40,0,0,0,0,0,0,0,0,0,0,0,18,4,17,6,9,3,3,4,3,3,65,45,7,3,3,3,0,0,4,0,0,61,9,4,5,0,3,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,10,0,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,51,14,14,3,3,0,0,7,0,4,96,84,4,3,0,0,0,0,0,0,8,100,13,0,0,0
LGA15560,5,0,6,0,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,8,5,7,7,3,3,0,3,42,3,3,0,0,0,0,0,0,0,0,13,0,3,7,0,0,4,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,0,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,6,6,8,0,0,4,0,9,0,0,40,20,3,6,0,0,0,0,0,0,0,29,0,7,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,20,11,7,0,0,0,0,3,0,0,46,24,0,0,0,0,0,0,0,0,0,24,3,0,0,0
