LGA_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
LGA11700,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,8,0,7,0,0,0,3,0,0,0,3,13,0,16,0,0,0,3,0,0,0,3,4,0,7,0,0,0,3,0,0,0,3,3,0,10,3,0,0,3,3,0,3,6,7,0,13,0,0,0,0,0,0,0,0,5,0,5,5,0,0,5,0,0,0,5,7,0,10,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,14,0,0
LGA11720,0,0,0,0,7,0,9,12,32,3,38,0,9,0,7,5,0,5,9,7,0,20,0,9,0,10,9,4,15,28,55,0,85,0,27,0,26,12,8,24,54,97,0,151,3,60,8,66,22,17,35,102,141,0,248,17,98,9,127,19,28,44,170,230,0,399,51,122,15,181,16,25,36,218,219,0,438,53,90,14,153,3,10,15,169,171,0,344,93,74,7,180,9,3,13,193,141,0,330,65,36,3,103,7,3,5,107,68,0,177,80,26,7,114,0,11,9,120,34,0,155,61,15,9,83,3,0,3,83,36,0,119,60,24,4,87,0,0,3,93,21,0,117,23,0,3,23,0,0,0,30,6,0,36,8,3,0,10,0,0,0,10,3,0,16,9,0,0,11,0,0,0,11,10,0,21,7,0,0,13,0,0,0,13,4,0,14,61,55,4,123,5,3,11,134,112,6,256,8,11
LGA11730,0,0,0,0,0,5,3,7,23,0,31,0,4,0,5,0,0,0,8,17,0,22,4,8,0,18,8,3,14,31,53,0,83,0,23,3,29,4,13,21,45,69,0,121,10,42,10,60,12,6,15,76,103,3,180,21,92,8,125,20,18,43,163,189,0,353,40,84,6,125,5,20,26,146,193,4,346,70,87,3,157,10,7,15,175,161,0,340,66,36,5,108,4,4,11,121,143,0,263,59,29,5,93,0,0,0,97,52,6,147,43,18,3,66,0,0,0,62,36,0,97,34,15,3,51,0,0,0,49,17,0,76,31,12,0,43,0,0,0,43,26,0,68,16,0,0,15,0,0,0,15,9,0,24,6,0,0,6,0,0,0,6,0,0,8,0,0,0,3,0,0,0,3,8,0,11,7,0,0,7,0,0,0,7,4,0,8,55,44,3,102,14,8,13,122,92,11,219,4,3
LGA11750,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,6,0,8,0,3,0,4,0,0,3,8,9,0,9,0,3,3,4,0,0,0,10,4,0,12,5,8,3,12,0,0,0,15,10,0,22,5,3,0,5,0,0,0,9,4,0,15,3,3,0,10,0,0,0,8,6,0,12,3,0,0,4,0,0,0,4,5,0,9,8,0,0,7,0,0,0,7,0,0,9,6,0,0,10,0,0,0,10,0,0,10,9,0,0,11,0,0,0,11,0,0,10,3,0,0,3,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,0,0,6,6,0,16,3,0
LGA11800,0,0,0,3,5,4,12,11,35,0,47,0,9,0,9,0,0,3,8,17,0,30,0,16,0,19,12,9,19,31,48,0,83,4,36,0,40,8,11,17,61,79,0,139,12,71,0,83,11,17,33,109,126,0,238,30,132,12,177,23,36,54,233,211,0,442,67,171,14,256,13,9,19,272,229,4,501,104,154,12,268,13,10,22,291,203,0,496,142,116,15,273,4,8,15,284,153,0,439,120,82,10,205,3,3,7,217,87,0,307,83,41,10,125,0,0,0,128,46,0,172,73,20,3,104,0,0,0,102,20,0,128,89,33,5,125,0,0,0,125,28,0,153,24,5,3,31,0,0,0,31,11,0,45,8,0,0,9,0,0,0,9,0,0,11,10,4,0,14,0,0,0,14,3,0,13,8,4,0,7,0,0,0,13,11,0,18,97,77,9,188,7,11,21,204,119,9,329,3,9
LGA12000,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,3,0,4,0,4,0,4,0,0,0,4,6,0,8,0,6,0,5,0,0,0,7,10,0,16,0,3,0,3,0,0,3,7,15,0,23,0,3,0,8,0,0,0,8,6,0,18,3,0,0,8,3,0,3,9,3,0,13,4,3,0,3,0,0,0,3,7,0,11,4,3,0,4,0,0,0,4,3,0,5,3,4,0,8,0,0,0,6,0,0,8,7,3,0,8,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,3,0,0,6,0,0,0,6,4,0,8,0,0
LGA12150,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,4,0,3,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,6,0,12,3,3,0,5,7,0,9,11,16,0,22,0,4,0,4,0,3,3,8,22,0,36,0,3,0,6,0,0,3,6,13,0,20,6,9,0,14,0,0,0,14,10,0,26,3,0,0,8,0,0,0,8,6,0,20,0,4,0,3,0,0,0,3,6,0,13,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,3,6,0,0,6,0,0,0,6,5,0,12,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,3,4,0,11,0,3,6,14,9,3,24,0,0
LGA12350,0,0,0,0,0,0,0,0,5,0,8,0,0,0,3,0,0,0,3,0,0,3,0,6,0,6,5,5,3,13,12,0,23,0,9,0,8,0,3,4,10,19,0,28,0,10,0,9,3,0,4,14,33,0,48,11,21,0,33,0,3,8,37,39,0,76,9,16,0,25,0,0,0,25,48,0,70,17,17,0,37,0,0,0,35,44,0,78,19,17,0,35,0,0,3,35,24,0,64,15,6,0,19,0,0,0,25,6,0,31,8,0,0,14,0,0,0,17,4,0,18,5,0,0,13,0,0,0,13,4,0,12,10,0,0,13,0,0,0,13,3,0,14,0,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,4,9,14,0,21,0,0,0,21,18,0,41,0,0
LGA12380,3,4,3,13,22,13,32,41,245,0,292,3,4,0,10,6,10,16,26,63,0,89,6,50,3,58,25,20,45,110,218,4,326,4,60,3,67,13,28,40,108,212,0,323,24,74,11,108,20,19,42,149,357,3,506,46,137,18,206,23,30,52,254,385,0,638,110,156,19,285,15,20,37,325,465,6,793,207,144,22,374,23,7,30,402,430,0,836,279,148,18,447,10,12,24,468,463,4,943,226,110,18,350,11,10,24,370,321,0,694,194,93,12,296,5,10,11,304,260,0,566,173,56,0,227,5,6,17,247,181,4,430,286,71,17,375,3,8,11,385,235,0,614,146,34,10,187,0,4,4,195,98,0,294,75,20,3,92,5,0,3,99,47,0,144,42,14,0,54,0,5,5,59,20,0,84,56,9,4,69,0,0,0,67,44,0,116,175,95,34,305,18,13,32,332,358,21,712,10,5
LGA12700,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,3,8,6,0,12,0,0,0,3,0,0,6,3,6,0,15,0,6,0,8,0,0,0,8,11,0,21,0,14,0,18,0,3,3,21,19,0,40,5,15,0,23,0,5,5,27,18,0,42,9,6,0,17,0,0,0,17,16,0,37,6,14,0,17,0,0,0,17,20,0,38,9,0,3,16,0,0,0,16,6,0,19,8,3,0,10,0,0,0,10,5,0,11,5,3,0,13,0,0,0,13,5,0,17,8,3,0,13,0,0,0,13,0,0,13,0,3,0,6,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,0,0,5,0,0,0,5,0,0,3,8,12,0,26,3,0,3,28,19,0,46,0,0
LGA12730,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,0,0,3,3,0,7,0,4,0,4,0,0,0,4,6,0,12,0,3,0,3,4,0,3,6,7,0,18,3,3,0,9,0,0,0,5,14,0,25,0,15,0,19,0,6,6,26,21,0,45,7,16,4,24,0,0,0,24,20,0,44,13,12,0,20,0,0,0,20,17,0,37,14,15,4,33,0,0,0,33,12,0,50,11,7,0,23,0,0,0,18,13,0,36,9,3,0,11,0,0,0,15,8,0,20,9,0,0,10,0,0,0,10,3,0,10,6,0,0,6,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,3,0,0,0,3,0,0,3,10,10,4,27,0,3,3,27,16,0,49,0,4
LGA12750,0,0,0,0,0,3,3,4,10,0,20,0,3,0,0,0,0,0,4,4,0,7,0,11,0,11,3,0,3,14,40,0,51,3,21,6,28,5,8,10,32,33,0,72,3,31,4,40,8,3,12,52,66,0,119,15,75,5,97,3,13,19,117,74,0,189,24,62,7,97,6,5,7,108,100,0,206,49,63,0,112,6,3,6,123,117,0,236,47,50,3,103,3,0,3,104,83,0,187,47,31,3,80,0,0,3,84,45,0,123,23,17,3,47,0,0,0,50,17,0,63,28,9,3,41,0,0,0,41,17,0,57,24,9,3,35,0,0,0,35,12,0,54,11,3,0,16,0,0,0,16,3,0,18,3,0,3,3,0,0,0,3,0,0,5,5,0,0,3,0,0,0,9,3,0,6,3,3,0,4,0,0,0,4,6,0,12,30,40,8,81,3,0,7,92,79,3,171,0,5
